,Road name,Link no,Link Name,Start LRP,Start Offset,Start Chainage,End LRP,End Offset,End Chainage,Link Length,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
1500,Z5616,Z5616-1,Nageswari-Int. with Z5901,LRPS,0,0.0,LRP016,390,16.95,16.95,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0150.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0,1.0383185840707965,,,,,,,,,,,,,,,,
1503,Z5617,Z5617-2,Fulbari (Int.with Z5616)-Ferry ghat Phulbar,LRP016,395,16.385,LRP018,900,18.93,2.545,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.059.053.053.053.053.053.053.053.053.053.053.053.053.053.053.053.053.0,0.9999999999999993,,,,,,,,,,,,,,,,
1504,Z5621,Z5621-1,Kurigram (Shapla Chattar)-Ulipur(int.with Z5623),LRPS,0,0.0,LRP018,820,18.83,18.83,971.0,2.0,0.0,9.5,15.5,29.0,21.5,10.5,9.5,5.0,517.5,635.0,680.5,177.5,3.0,1253.0,861.0,2114.0
1505,Z5621,Z5621-2,Ulipur(int.with Z5623)-Chillmari,LRP018,820,18.83,LRP027,2940,29.98,11.15,996.0,1.7957847533632285,0.0,11.137192228936724,17.26264795485192,31.740997852469665,23.944963292213956,18.376367177745596,10.580332617489887,5.568596114468362,581.361434350497,354.1627128801878,383.67627228687013,108.58762423213305,0.5568596114468362,1054.135244468861,492.82075613045004,1546.956000599311
1506,Z5622,Z5622-1,Kurigram-Nageswari(int.with Z5617),LRPS,0,0.0,LRP021,1387,22.226999999999997,22.226999999999997,6260.0,2.0150267692446127,0.0,73.44815575600606,79.40341162811467,64.51527194784316,43.671876395463066,43.671876395463066,17.369496293650084,14.391868357595783,594.5330445655086,653.0930606412431,610.4137268911314,607.9323702777529,7.44406984013575,1584.0980619808875,1225.79016700902,2809.8882289899075
1507,Z5622,Z5622-3,Nageswari(int.with Z5617)-Bhurangamari,LRP021,1402,22.226999999999997,LRP038,1529,39.519,17.292,9703.0,1.9792100393245433,0.0,88.41911496150418,168.2489444696051,35.87289807009598,75.78781282414644,59.61974608832853,5.052520854943096,25.26260427471548,692.1953571272041,1061.5346316235446,992.8203479963183,652.785694458648,6.568277111426025,2211.9936302940873,1652.1743195663923,3864.16794986048
1508,Z5623,Z5623-1,Ulipur-Chillmari,LRPS,0,0.0,LRP017,1843,17.639,17.639,6746.0,1.06360904813198,86.49794787058262,77.0959970150845,113.76360535152713,67.69404615958639,73.33521667288527,78.03619210063431,21.624486967645655,35.727413250892816,3224.869143435852,4157.542668301265,4948.246735248656,3399.745429348117,37.60780342199244,7936.186717125955,8385.599968018765,16321.78668514472
1509,Z5624,Z5624-1,Bhurungamari-Nageswari,LRPS,0,0.0,LRP046,3947,49.617,49.617,7974.0,1.1772376403248885,0.0,168.19034086045437,160.54532536679736,0.0,34.827292804437526,26.332831144818616,11.892246323466471,10.19335399154269,919.9501977367278,1070.3021691119825,845.1989351320814,517.3127150707915,10.19335399154269,2402.2337573402274,1372.7050041944156,3774.9387615346427
1510,Z5701,Z5701-1,Nilphamari (Kalibari)-Int.with Z5709,LRPS,0,0.0,LRP002,808,1.818,1.818,2.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0221.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0105.0,1.5154015401540153,,,,,,,,,,,,,,,,
1512,Z5703,Z5703-1,Jaldhaka-Dimla (int.with Z5054),LRPS,0,0.0,LRP021,230,21.63,21.63,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0480.0130.0130.0130.0130.0130.0130.0130.0130.0130.0130.0130.0130.0130.0130.0130.0130.0,1.6058714748035137,,,,,,,,,,,,,,,,
1514,Z5704,Z5704-1,Boragarirhat-Bhadur Dargah,LRPS,0,0.0,LRP008,120,7.89,7.89,14080.0,2.0000000000000004,0.0,239.99999999999994,64.99999999999999,47.49999999999999,24.499999999999993,57.499999999999986,15.499999999999996,7.999999999999998,133.99999999999997,272.99999999999994,161.99999999999997,140.99999999999997,0.0,864.9999999999998,302.99999999999994,1167.9999999999998
1516,Z5706,Z5706-2,Boragarihat(int.with Z5054)-Bholaganj,LRP001,2810,3.77,LRP023,5610,28.8,25.03,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.039.029.029.029.029.029.029.029.029.029.029.029.029.029.029.029.029.0,1.2819017179384737,,,,,,,,,,,,,,,,
1518,Z5707,Z5707-2,Int.with Z5701-Int.with Z5709,LRPS,740,0.74,LRP003,1029,4.039,3.299,75.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.075.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0128.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0120.0,2.5334949984843895,,,,,,,,,,,,,,,,
1519,Z5709,Z5709-1,By-Pass Start-Int.with Z5701,LRPS,0,0.0,LRP003,250,3.26,3.26,3.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0135.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0,1.3696319018404908,,,,,,,,,,,,,,,,
1521,Z5801,Z5801-1,Start from Z5025-Kholahati Cantonment,LRPS,0,0.0,LRPS,1050,1.05,1.05,630.0,2.0285714285714285,0.0,2.9577464788732395,14.788732394366198,0.0,0.0,0.49295774647887325,1.971830985915493,0.49295774647887325,126.19718309859155,140.98591549295776,128.16901408450704,114.85915492957747,0.0,287.887323943662,243.0281690140845,530.9154929577466
1522,Z5802,Z5802-1,Dinajpur-Khanpur,LRPS,0,0.0,LRP010,3360,13.24,13.24,4803.0,1.8032477341389728,0.0,59.33738219895288,73.7558115183246,2.7727748691099476,1.6636649214659687,68.21026178010472,68.21026178010472,52.682722513089004,1162.901780104712,2646.336335078534,2463.3331937172775,1448.4975916230367,0.5545549738219896,4135.870994764398,3912.385340314136,8048.256335078534
1523,Z5803,Z5803-1,Dinajpur (Kanchan Bridge)-Birol,LRPS,0,0.0,LRP011,1020,11.11,11.11,5338.0,1.0066606660666066,0.9933834048640916,75.49713876967095,211.5906652360515,0.0,14.900751072961373,0.0,0.0,72.51698855507868,819.5413090128756,2468.5577610872674,2592.730686695279,832.4552932761087,0.0,3663.5979971387696,3425.185979971388,7088.783977110157
1524,Z5804,Z5804-1,Chirirbandar-Amtali Bazar (int.with R585),LRPS,0,0.0,LRP015,950,14.99,14.99,1981.0,1.0563709139426285,0.0,19.879381117777076,86.14398484370065,0.0,0.0,16.092832333438583,8.519734764761603,2.8399115882538677,305.7638143353331,1122.7117145563625,1889.4878433849067,1146.377644458478,1.8932743921692452,1561.9513735396272,3037.758762235554,4599.710135775181
1525,Z5804,Z5804-2,Amtali Bazar(int.with R585)-Amtali BOP,LRP015,950,14.99,LRP015,2450,16.45,1.46,1981.0,0.9999999999999994,0.0,21.00000000000001,91.00000000000006,0.0,0.0,17.00000000000001,9.000000000000005,3.0000000000000018,323.00000000000017,1186.0000000000007,1996.0000000000011,1211.0000000000007,2.0000000000000013,1650.000000000001,3209.000000000002,4859.000000000003
1526,Z5851,Z5851-1,Birampur-Nawabganj (int.with Z5561),LRPS,0,0.0,LRPS,9660,9.66,9.66,6066.0,1.25879917184265,8.738486842105264,95.32894736842105,135.84375,70.70230263157895,64.3470394736842,73.87993421052632,19.86019736842105,30.1875,487.76644736842104,1026.375,927.8684210526316,587.8618421052631,0.0,2013.029605263158,1515.7302631578948,3528.7598684210525
1527,Z5851,Z5851-2,Nawabganj(int.with Z5561)-Bhaduria,LRPS,9660,9.66,LRP022,1230,22.64,12.98,6066.0,1.0,11.0,120.0,171.0,89.0,81.0,93.0,25.0,38.0,614.0,1292.0,1168.0,740.0,0.0,2534.0,1908.0,4442.0
1528,Z5852,Z5852-1,Palashbari-Goraghat (Bazar),LRPS,0,0.0,LRP008,1020,9.04,9.04,3205.0,1.3711283185840706,0.0,44.48890681726503,76.5792658329972,0.0,38.65429608713191,35.73699072206536,7.293263412666398,12.398547801532878,391.6482452601856,639.6192012908432,422.2799515933845,433.9491730536507,0.0,1246.4187172246875,856.2291246470352,2102.647841871723
1529,Z5854,Z5854-1,Bejon-Hakimpur,LRPS,0,0.0,LRP007,2540,9.41,9.41,320.0,1.5244420828905418,0.0,0.0,13.119553851516208,0.0,0.0,0.0,0.0,0.6559776925758104,69.53363541303591,254.51934471941445,406.05019170442665,217.78459393516906,0.0,337.8285116765424,623.8347856395957,961.6632973161381
1530,Z5855,Z5855-1,Joypurhat-Int.with Z5509,LRPS,0,0.0,LRP008,40,7.77,7.77,121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0121.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0497.0223.0223.0223.0223.0223.0223.0223.0223.0223.0223.0223.0223.0223.0223.0223.0223.0,1.0566280566280566,,,,,,,,,,,,,,,,
1532,Z5856,Z5856-1,Panchbibi-Int.with Z5509,LRPS,0,0.0,LRP009,705,9.365,9.365,7176.0,1.2630005339028296,0.0,107.68008116334123,186.8566114305039,0.0,41.963561041596215,49.08944876564085,24.544724382820426,33.25414271220832,799.682955698343,632.6204768346297,639.7463645586744,702.2958234697329,0.0,1875.6920020290836,1342.0421880284073,3217.7341900574907
1533,Z5856,Z5856-2,Int.with Z5509-Goraghat,LRP009,705,9.365,LRP028,15,28.4,19.035,7176.0,1.2674809561334384,0.0,107.2994425217085,186.19609143472945,0.0,41.81522392390111,48.915922326072995,24.457961163036497,33.1365925434688,796.8561540215117,630.3842248150374,637.4849232172093,699.8132758584959,0.0,1869.0616127494663,1337.2981990757053,3206.3598118251716
1534,Z5857,Z5857-1,Fulbari-int.with Z5858,LRPS,0,0.0,LRP013,430,13.65,13.65,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.088.077.077.077.077.077.077.077.077.077.077.077.077.077.077.077.077.0,1.794871794871795,,,,,,,,,,,,,,,,
1537,Z5901,Z5901-1,Lalmonirhat (Mission More)-Fulbari,LRPS,0,0.0,LRP008,530,8.65,8.65,3681.0,1.3981502890173412,0.0,40.768149495617656,100.84752769968578,0.0,0.0,13.589383165205886,32.90061187365635,20.026459401356043,610.0917810484538,772.4491483380187,1087.1506532164708,571.4693236315528,25.748304944600626,1590.6730610219943,1684.3682817926242,3275.0413428146185
1538,Z5902,Z5902-1,Shaptibari-Haragacha,LRPS,0,0.0,LRP005,366,5.3660000000000005,5.3660000000000005,1524.0,1.813082370480805,0.5515469215746737,20.9587830198376,18.752595333538906,0.0,0.0,0.0,0.0,10.4793915099188,228.8919724534896,340.85599753314835,983.4081611676431,484.25819714256346,0.0,620.4902867715078,1467.6663583102068,2088.1566450817145
1540,Z5903,Z5903-2,"Int.with Z5904-Angarpota,Lalmonirhat",LRPS,925,0.925,LRPE,0,18.1,17.175,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.025.034.034.034.034.034.034.034.034.034.034.034.034.034.034.034.034.0,1.0276273653566232,,,,,,,,,,,,,,,,
1541,Z5904,Z5904-1,Patgram Bazar-Int.with Z5903,LRPS,0,0.0,LRPS,1580,1.58,1.58,33.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.033.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0437.0226.0226.0226.0226.0226.0226.0226.0226.0226.0226.0226.0226.0226.0226.0226.0226.0,2.0253164556962027,,,,,,,,,,,,,,,,
1543,Z5907,Z5907-1,Lalmonirhat-Mogalhat,LRPS,0,0.0,LRP011,710,11.56,11.56,4368.0,1.2197231833910034,0.0,91.82411347517731,80.34609929078015,37.713475177304964,6.558865248226951,3.2794326241134755,8.198581560283689,3.2794326241134755,889.5460992907801,1002.6865248226951,1260.9418439716312,697.6992907801418,6.558865248226951,2123.4326241134754,1965.2,4088.6326241134752
1544,Z6004,Z6004-1,Puthia-Taherpur(Int.with Z6005),LRPS,0,0.0,LRP017,295,16.92,16.92,3.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.03.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0106.0107.0107.0107.0107.0107.0107.0107.0107.0107.0107.0107.0107.0107.0107.0107.0107.0,2.0,,,,,,,,,,,,,,,,
1546,Z6005,Z6005-1,Sahibpur -Taherpur,LRPS,0,0.0,LRP024,35,22.92,22.92,4604.0,1.4210732984293193,0.0,75.99889472229899,83.73952288845906,2.1110804089527493,6.333241226858249,16.18494980197108,9.148015105461914,7.036934696509165,828.9509072487797,703.6934696509165,617.1391728838538,237.84839274200976,0.0,1733.1970157502074,854.9875656258636,2588.184581376071
1547,Z6006,Z6006-1,Baneswar-Sarda Bazar (int.with Z6018),LRPS,0,0.0,LRP008,552,8.576,8.576,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0420.0349.0349.0349.0349.0349.0349.0349.0349.0349.0349.0349.0349.0349.0349.0349.0349.0,2.034981343283582,,,,,,,,,,,,,,,,
1549,Z6006,Z6006-4,Lalpur(int.with Z6014)-Ishwardi (Int.with Z6022),LRP040,639,40.903,LRPE,0,53.361999999999995,12.459000000000001,8.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.08.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0181.0,2.1065093506701973,,,,,,,,,,,,,,,,
1550,Z6010,Z6010-1,Rajshahi-Int.with N603,LRPS,0,0.0,LRP005,890,4.89,4.89,2075.0,1.5368098159509203,0.0,22.77445109780439,48.80239520958084,2.6027944111776447,1.9520958083832336,2.6027944111776447,6.506986027944111,4.554890219560878,706.0079840319361,759.3652694610778,702.754491017964,612.9580838323353,0.6506986027944112,1555.1696606786427,1316.3632734530938,2871.5329341317365
1551,Z6010,Z6010-2,Int.with N603-Mohonganj,LRP005,890,4.89,LRP023,2845,24.645,19.755,2075.0,1.0,0.0,35.0,75.0,4.0,3.0,4.0,10.0,7.0,1085.0,1167.0,1080.0,942.0,1.0,2390.0,2023.0,4413.0
1552,Z6011,Z6011-1,Walia (int.with Z6014)-Int.with N6,LRPS,0,0.0,LRP021,240,20.474,20.474,5532.0,1.7639933574289342,3.968268911285857,69.16125816812493,80.49916934322738,7.936537822571714,18.70755343891904,63.492302580573714,25.51030014398051,14.17238896887806,890.0260272455422,1133.791117510245,1306.6942629305572,816.8965001661314,0.0,2307.2649241333484,2123.5907630966885,4430.855687230037
1553,Z6011,Z6011-2,Int.with N6-Natore(Int.with N602),LRP021,240,20.474,LRP021,1520,21.76,1.286,4225.0,1.3367029548989122,0.0,90.52123327515991,56.10820244328094,8.97731239092495,13.465968586387426,29.924374636416502,29.17626527050609,20.19895287958114,541.6311809191387,735.3915066899356,798.2326934264102,477.2937754508432,0.0,1525.394997091331,1275.5264688772534,2800.9214659685845
1554,Z6014,Z6014-1,Banpara-Walia(int.with Z6011),LRPS,0,0.0,LRP008,850,7.88,7.88,74.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0329.0241.0241.0241.0241.0241.0241.0241.0241.0241.0241.0241.0241.0241.0241.0241.0241.0,2.1180203045685277,,,,,,,,,,,,,,,,
1556,Z6015,Z6015-1,Ahamedpur-Int.with N507,LRPS,0,0.0,LRP009,785,9.715,9.715,1.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0100.0125.0125.0125.0125.0125.0125.0125.0125.0125.0125.0125.0125.0125.0125.0125.0125.0,1.5591868244981988,,,,,,,,,,,,,,,,
1557,Z6015,Z6015-2,Int.with N507-Baraigram (Int.with Z6029),LRP010,735,9.715,LRP012,2174,13.07,3.355,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.026.0147.0147.0147.0147.0147.0147.0147.0147.0147.0147.0147.0147.0147.0147.0147.0147.0,1.9053651266766023,,,,,,,,,,,,,,,,
1559,Z6017,Z6017-1,Chinakhora Biswa Road-Santhia,LRPS,0,0.0,LRP014,916,13.582,13.582,960.0,1.000368134295391,4.998160005887981,9.996320011775962,34.98712004121587,0.0,5.997792007065577,27.989696032972695,0.9996320011775962,14.994480017663944,896.6699050563038,657.7578567748583,1152.5756973577684,1432.4726576874955,15.99411201884154,1654.3909619489218,2601.0424670641055,4255.433429013027
1560,Z6018,Z6018-1,Sarda Bazar-Puthia,LRPS,0,0.0,LRP008,640,8.14,8.14,960.0,1.0024570024570023,4.987745098039216,9.975490196078432,34.91421568627452,0.0,5.98529411764706,27.931372549019613,0.9975490196078433,14.963235294117649,894.8014705882355,656.3872549019609,1150.1740196078433,1429.4877450980393,15.960784313725492,1650.9436274509806,2595.6225490196084,4246.566176470589
1561,Z6019,Z6019-1,Puthia-Arani(Int.with Z6020),LRPS,0,0.0,LRP012,58,10.625,10.625,2.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.085.082.082.082.082.082.082.082.082.082.082.082.082.082.082.082.082.0,1.0171764705882353,,,,,,,,,,,,,,,,
1563,Z6020,Z6020-1,Arani-Bagatipara,LRPS,0,0.0,LRP010a,478,9.69,9.69,3405.0,1.1357069143446852,3.5220354384370745,53.71104043616538,96.85597455701954,18.49068605179464,17.610177192185372,18.49068605179464,14.088141753748298,14.088141753748298,476.35529304861427,509.8146297137665,509.8146297137665,188.42889595638349,5.283053157655611,1223.026805997274,703.5265788278056,1926.5533848250795
1564,Z6021,Z6021-1,Chatmohor-Int.with Z6031,LRPS,0,0.0,LRP003,1016,3.2880000000000003,3.2880000000000003,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.042.0140.0140.0140.0140.0140.0140.0140.0140.0140.0140.0140.0140.0140.0140.0140.0140.0,2.0571776155717765,,,,,,,,,,,,,,,,
1569,Z6022,Z6022-1,Ishwardi-Kadamchilan,LRPS,0,0.0,LRP016,960,16.85,16.85,476.0,1.4168545994065282,0.0,8.469464689620507,7.763675965485465,0.7057887241350422,1.4115774482700845,3.528943620675211,0.0,0.7057887241350422,390.3011644466784,343.01331992963054,330.3091228951998,250.55499706794,1.4115774482700845,755.8997235486303,582.2756974114099,1338.1754209600401
1570,Z6023,Z6023-1,Chatmohor(int.with Z6021)-Chatmohor(int.with R604),LRPS,0,0.0,LRPS,4552,4.552,4.552,1454.0,1.84182776801406,0.0,7.601145038167938,37.46278625954198,0.0,0.0,3.257633587786259,3.257633587786259,1.6288167938931295,317.6192748091603,274.7270992366412,207.40267175572515,248.1230916030534,0.0,645.554389312977,455.5257633587786,1101.0801526717555
1571,Z6024,Z6024-1,Chinakhora-Sujanagar,LRPS,0,0.0,LRP010,1446,11.16,11.16,1454.0,2.0013440860215055,0.0,6.995298858294157,34.476830087306915,0.0,0.0,2.99798522498321,2.99798522498321,1.498992612491605,292.30355943586295,252.8300873069174,190.8717259905977,228.34654130288783,0.0,594.1007387508395,419.21826729348555,1013.319006044325
1573,Z6026,Z6026-2,Sathia(int.with Z6017)-int.with N5,LRP012,325,11.375,LRP019,870,18.959,7.584,63.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.063.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0318.0190.0190.0190.0190.0190.0190.0190.0190.0190.0190.0190.0190.0190.0190.0190.0190.0,2.0,,,,,,,,,,,,,,,,
1575,Z6028,Z6028-1,Satiakhola-Chabbismile,LRPS,0,0.0,LRPS,11740,11.74,11.74,0.0,1.002129471890971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.995750106247344,268.4283892902678,205.56226094347642,288.38589035274117,293.37526561835955,2.9936251593710157,475.9864003399915,584.7547811304718,1060.7411814704633
1576,Z6029,Z6029-1,Baraigram-Chatmohor,LRPS,0,0.0,LRP019,10,17.73,17.73,2396.0,1.5163564579808237,0.6594755439836338,30.33587502324716,50.12014134275618,4.616328807885437,0.6594755439836338,8.57318207178724,4.616328807885437,1.3189510879672677,648.9239352798958,421.40487260554204,489.33085363585633,502.520364515529,0.0,1171.2285661149338,991.8512181513853,2163.079784266319
1577,Z6030,Z6030-1,Ataikula(Int. with N6)-Sujanagar (int.with R601),LRPS,0,0.0,LRPE,0,10.784,10.784,995.0,2.0278189910979227,0.0,13.31479787817816,9.862813243094934,0.0,1.4794219864642402,9.369672580940188,2.4657033107737334,2.9588439729284803,428.04609475032015,183.94146698372052,244.1046277665996,256.4331443204683,2.4657033107737334,651.4388147064204,503.0034753978416,1154.442290104262
1578,Z6031,Z6031-1,Chatmohor-Pabna,LRPS,0,0.0,LRP022,9472,32.0,32.0,304.0,0.8650625000000001,0.0,0.0,21.963730944295932,0.0,0.0,13.871830070081641,0.0,0.0,610.3605230835922,316.74011993353076,344.48378007369405,116.75456975652047,0.0,962.9362040315006,461.23834983021453,1424.1745538617151
1579,Z6032,Z6032-1,Hamkuria-Taras,LRPS,0,0.0,LRP007,1560,8.4,8.4,16.0,1.0119047619047619,0.0,0.0,0.9882352941176471,0.0,0.0,0.0,0.0,0.0,290.54117647058825,484.2352941176471,340.94117647058823,407.1529411764706,0.0,775.7647058823529,748.0941176470589,1523.858823529412
1581,Z6034,Z6034-1,Gopalnagar-Nesrapara,LRPS,0,0.0,LRPS,2659,2.659,2.659,16.0,1.7124858969537424,0.0,0.0,0.583946414845723,0.0,0.0,0.0,0.0,0.0,171.68024596464255,286.13374327440425,201.4615131217744,240.58592291643785,0.0,458.3979356538925,442.04743603821225,900.4453716921048
1582,Z6035,Z6035-1,Bhangura-Lahiri Mohonpur,LRPS,0,0.0,LRP002,2900,4.96,4.96,16.0,1.1725806451612901,0.0,0.0,0.8528198074277855,0.0,0.0,0.0,0.0,0.0,250.72902338376895,417.88170563961495,294.222833562586,351.3617606602476,0.0,669.4635488308116,645.5845942228336,1315.0481430536454
1583,Z6802,Z6802-1,Kansat-Chowdala(int.with Z6819),LRPS,0,0.0,LRP013,550,12.65,12.65,2.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0144.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0,1.592094861660079,,,,,,,,,,,,,,,,
1586,Z6802,Z6802-5,Rohonpur(int.with R547) -Bhangabari,LRP024,380,22.87,LRPE,0,34.61,11.74,2.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.02.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0137.0111.0111.0111.0111.0111.0111.0111.0111.0111.0111.0111.0111.0111.0111.0111.0111.0,1.0694207836456557,,,,,,,,,,,,,,,,
1587,Z6803,Z6803-1,Nawabganj (Nayagola)-Amnura,LRPS,0,0.0,LRP013,420,11.925,11.925,9198.0,1.868972746331237,2.1402131239484015,97.37969713965227,151.4200785193494,28.89287717330342,51.36511497476164,23.007291082445317,22.472237801458217,24.077397644419516,444.0942232192933,471.9169938306226,456.9355019629837,111.82613572630399,7.490745933819405,1316.766124509254,576.2523836231071,1893.0185081323611
1588,Z6805,Z6805-1,Rohonpur-Bholahati (BDR Camp),LRPS,0,0.0,LRP029,1860,29.27,29.27,9056.0,1.1226511786812436,1.7814972611077298,217.34266585514303,161.22550213024954,0.8907486305538649,25.83171028606208,16.033475349969567,1.7814972611077298,5.344491783323189,446.2650639074863,501.4914790018259,697.4561777236762,650.2465003043213,0.0,1377.988131466829,1347.7026780279975,2725.690809494826
1589,Z6806,Z6806-1,Nawabganj-Int.with Z6803,LRPS,0,0.0,LRP002,1160,3.2,3.2,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0138.0208.0208.0208.0208.0208.0208.0208.0208.0208.0208.0208.0208.0208.0208.0208.0208.0,1.7695312499999998,,,,,,,,,,,,,,,,
