,Road name,Link no,Link Name,Start LRP,Start Offset,Start Chainage,End LRP,End Offset,End Chainage,Link Length,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
289,N5,N5-5,Dulivita(Int.with R315) -Kalampur Bus Stand (Int.with Z5061),LRP027,160,27.075,LRP033,265,33.18,6.105,57.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.0,2.055692055692055,,,,,,,,,,,,,,,,
290,N5,N5-6,Kalampur Bus Stand(Int.with Z5061) -Golra (Int.with Z5063),LRP033,265,33.18,LRP044,1583,45.498000000000005,12.318,57.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.0,2.4201980841045647,,,,,,,,,,,,,,,,
291,N5,N5-7,Golra(Int.with Z5063) -Manikganj (Int.with R504),LRP044,1583,45.498000000000005,LRP051,325,51.255,5.757000000000001,57.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.0,3.1358346360951876,,,,,,,,,,,,,,,,
292,N5,N5-8,Manikganj (Int.with R504) -Baniajuri (Int.with Z5064),LRP051,325,51.255,LRP057,445,57.375,6.12,57.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.0,3.147875816993463,,,,,,,,,,,,,,,,
293,N5,N5-9,Baniajuri (Int.with Z5064) -Barangail (Int.with R506),LRP057,445,57.375,LRP065,860,65.785,8.41,57.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.03155.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.01283.0,2.4518430439952428,,,,,,,,,,,,,,,,
294,N5,N5-10,Barangail(Int.with R506) -Utholi (Int.with N503),LRP065,860,65.785,LRP072,160,72.095,6.31,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.0,2.7068145800316934,,,,,,,,,,,,,,,,
295,N5,N5-11,Utholi (Int.with N503) -Paturia Ferryghat,LRP072,160,72.095,LRP076,2259,78.309,6.2139999999999995,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.0,2.012874155133571,,,,,,,,,,,,,,,,
296,N5,N5-12,Natakhola Ferry Ghat-Bara Naogaon (Int.with N505),LRP076,2259,78.309,LRP076,23990,100.04,21.730999999999998,0.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.00.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.013.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.018.0,0.0957157977083435,,,,,,,,,,,,,,,,
297,N5,N5-13,Bara Naogaon-Baderhat (Int.with R601),LRP076,23990,100.04,LRP076,25205,101.255,1.215,1.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.01.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.055.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.057.0,1.999999999999982,,,,,,,,,,,,,,,,
298,N5,N5-14,Baderhat (Int.with R601) -Kashinathpur (Int. with N6),LRP076,25205,101.255,LRP108,1025,109.47200000000001,8.217,35.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.041.041.041.041.041.041.041.041.041.041.041.041.041.041.041.041.0,2.000000000000003,,,,,,,,,,,,,,,,
299,N5,N5-15,Kashinathpur (Int. with N6)-Satiakhola (Int. with Z6028),LRP108,1025,109.47200000000001,LRP111,297,112.111,2.639,35.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.041.041.041.041.041.041.041.041.041.041.041.041.041.041.041.041.0,2.284198560060626,,,,,,,,,,,,,,,,
300,N5,N5-16,Satiakhola (Int. with Z6028)-Bera (Int. with Z6026),LRP111,297,112.111,LRP122,386,123.25,11.139000000000001,35.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.035.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.0116.041.041.041.041.041.041.041.041.041.041.041.041.041.041.041.041.0,2.0046682826106483,,,,,,,,,,,,,,,,
301,N5,N5-17,Bera(Int. with Z6026)-Baghabari (Int. with Z6021),LRP122,386,123.25,LRP129,480,130.374,7.124,24.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0,2.051656372824254,,,,,,,,,,,,,,,,
302,N5,N5-18,Baghabari (Int. with Z6021)-Shahazadpur (Int. with Z5410),LRP129,480,130.374,LRP134,552,135.582,5.207999999999999,24.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.024.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0715.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0294.0,1.9999999999999996,,,,,,,,,,,,,,,,
303,N5,N5-19,"Shahazadpur (Int. with Z5410)-Paik Para, Int.with Z5058",LRP134,552,135.582,LRP147,331,148.381,12.799000000000001,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,2.009531994687087,,,,,,,,,,,,,,,,
304,N5,N5-20,"Paik Para, Int.with Z5058-Ullahpara (Int.with Z5048)",LRP147,331,148.381,LRP151,150,152.21,3.8289999999999997,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,2.068947505876215,,,,,,,,,,,,,,,,
305,N5,N5-21,Ullahpara (Int.with Z5048)-Ullahpara (Int.with Z5046),LRP151,150,152.21,LRP152,1038,154.118,1.9080000000000001,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,1.9999999999999862,,,,,,,,,,,,,,,,
306,N5,N5-22,Ullahpara (Int.with Z5046)-Bhutgacha (Z5403),LRP152,1038,154.118,LRP154,1711,156.381,2.263,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,2.000000000000005,,,,,,,,,,,,,,,,
307,N5,N5-23,"Bhutgacha (Int.with Z5403)-Hatikamrul (Int.with N405, N507)",LRP154,1711,156.381,LRP164,670,165.31,8.929,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,2.013439354910965,,,,,,,,,,,,,,,,
308,N5,N5-24,"Hatikamrul (Int.with N405, N507) l-Bhuyangati Z5041",LRP164,670,165.31,LRP174,802,175.452,10.142000000000001,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,2.0440741471110226,,,,,,,,,,,,,,,,
309,N5,N5-25,"Bhuyangati Z5041 -Chandaikona, Z5042",LRP174,802,175.452,LRP178,1930,180.58,5.127999999999999,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,2.0000000000000058,,,,,,,,,,,,,,,,
310,N5,N5-26,"Chandaikona, Z5042-Sherpur (Int.with Z5049)",LRP178,1930,180.58,LRP192,960,193.58,13.0,52.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.052.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.01297.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0930.0,2.4366923076923093,,,,,,,,,,,,,,,,
311,N5,N5-27,Sherpur (Int.with Z5049)-Sherpur (Int.with Z5401),LRP192,960,193.58,LRP197,500,198.14,4.56,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,2.2236842105263004,,,,,,,,,,,,,,,,
312,N5,N5-28,Sherpur (Int.with Z5401)-Sherpur (Int.with Z5034),LRP197,500,198.14,LRP198,304,198.94400000000002,0.804,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,3.850746268656862,,,,,,,,,,,,,,,,
313,N5,N5-29,"Sherpur (Int.with Z5034) -Int.with N515,Sultanganj",LRP198,304,198.94400000000002,LRP214,330,214.98,16.035999999999998,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,2.037166375654774,,,,,,,,,,,,,,,,
314,N5,N5-30,"Int.with N515,Sultanganj -Banani (Bogra)Z5040",LRP214,330,214.98,LRP214,660,215.31,0.33,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,2.0000000000000755,,,,,,,,,,,,,,,,
315,N5,N5-31,Banani (Bogra) )Z5040 -Int. with N514,LRP214,660,215.31,LRP215,500,216.1,0.79,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,1.9999999999999798,,,,,,,,,,,,,,,,
316,N5,N5-32,Int. with N514-Bogra Station Rd. (N502),LRP215,500,216.1,LRP215,2432,218.032,1.932,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,2.8302277432712604,,,,,,,,,,,,,,,,
317,N5,N5-33,Bogra Station Rd. (N502)-Int. with N510,LRP215,2432,218.032,LRP215,5292,220.892,2.86,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,2.3174825174825027,,,,,,,,,,,,,,,,
318,N5,N5-34,Int. with N510-Int.with R545,LRP215,5292,220.892,LRP215,7150,222.75,1.858,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,2.0000000000000044,,,,,,,,,,,,,,,,
319,N5,N5-35,Int.with R545-Jhapgari (Bogra) Z5039,LRP215,7150,222.75,LRP224,651,225.25099999999998,2.501,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,1.9999999999999811,,,,,,,,,,,,,,,,
320,N5,N5-36,Jhapgari (Bogra)Z5039-Matidali (bogra) N514,LRP224,651,225.25099999999998,LRP224,1850,226.45,1.199,48.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.048.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.03375.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.01430.0,2.0000000000000204,,,,,,,,,,,,,,,,
322,N5,N5-38,Mohasthangar Z5505-Chowkirghat Z5072,LRP232,940,233.53,LRP234,4873,239.463,5.933,228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0,1.9999999999999976,,,,,,,,,,,,,,,,
323,N5,N5-39,Chowkirghat Z5072-Mokamtala (Int.with Z5035),LRP234,4873,239.463,LRP240,655,241.245,1.7819999999999998,228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0,2.000000000000012,,,,,,,,,,,,,,,,
324,N5,N5-40,Mokamtala (Int.with Z5035)-Mokamtala (Int.with R550),LRP240,655,241.245,LRP240,1100,241.69,0.445,228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0,1.9999999999999694,,,,,,,,,,,,,,,,
325,N5,N5-41,Mokamtala (Int.with R550)-Kashipur (Mokamtala) Z5507,LRP240,1100,241.69,LRP240,1890,242.48,0.79,228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0,1.9999999999999798,,,,,,,,,,,,,,,,
326,N5,N5-42,"Kashipur (Mokamtala) Z5507-Gobindaganj, R585",LRP240,1890,242.48,LRP252,2675,255.265,12.785,228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0,1.9999999999999993,,,,,,,,,,,,,,,,
327,N5,N5-43,"Gobindaganj, R585 -Nakaihat, Z5554",LRP252,2675,255.265,LRP256,330,256.92,1.655,228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0,2.0000000000000355,,,,,,,,,,,,,,,,
328,N5,N5-44,"Nakaihat, Z5554 -Palashbari R555",LRP256,330,256.92,LRP270,1666,272.27099999999996,15.350999999999999,228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.0228.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.02346.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0566.0,1.9999999999999927,,,,,,,,,,,,,,,,
329,N5,N5-45,"Palashbari, R555 -Pirganj (Int.with Z5075)",LRP270,1666,272.27099999999996,LRP282,5796,288.411,16.14,83.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0,2.0000000000000053,,,,,,,,,,,,,,,,
330,N5,N5-46,Pirganj (Int.with Z5075)-Pirganj (Int.with Z5074),LRP282,5796,288.411,LRP288,941,289.556,1.145,83.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.083.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.01402.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0550.0,1.9999999999999682,,,,,,,,,,,,,,,,
331,N5,N5-47,"Pirganj (Int.with Z5074) -Mithapukur , R556",LRP288,941,289.556,LRP306,580,307.195,17.639,74.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0,2.0000000000000013,,,,,,,,,,,,,,,,
332,N5,N5-48,"Mithapukur , R556 -Rangpur Modern More , N517",LRP306,580,307.195,LRP321,230,321.845,14.65,182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0,2.0000000000000044,,,,,,,,,,,,,,,,
333,N5,N5-49,"Rangpur Modern More, N517 -Rangpur Bus Terminal , Z5025",LRP321,230,321.845,LRP323,3445,326.75,4.905,74.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.074.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.02022.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0694.0,3.4189602446483143,,,,,,,,,,,,,,,,
334,N5,N5-50L,"Rangpur Bus Terminal, Z5025 - Medical Mor, int with N517 (Left)",LRP323,3445,326.75,LRP323,5970,329.275,2.525,182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0,3.999999999999964,,,,,,,,,,,,,,,,
335,N5,N5-50R,"Rangpur Bus Terminal, Z5025 - Medical Mor, int with N517 (Right)",LRP323,3445,326.75,LRP323,5970,329.275,2.525,182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0,3.999999999999964,,,,,,,,,,,,,,,,
336,N5,N5-51,"Medical Mor, int with N517-Uttom More (Hazirhat) Z5020",LRP323,5970,329.275,LRP334,475,335.185,5.91,182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0,2.63451776649747,,,,,,,,,,,,,,,,
337,N5,N5-52,Uttom More (Hazirhat)Z5020-Int.with R560,LRP334,475,335.185,LRP338,890,339.60699999999997,4.422,182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.0182.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.01254.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0852.0,1.999999999999986,,,,,,,,,,,,,,,,
338,N5,N5-53,Int.with R560- Taraganj (Int.with Z5015),LRP338,890,339.60699999999997,LRP351,2008,353.695,14.088,108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0108.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0574.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0558.0,2.0212947189097146,,,,,,,,,,,,,,,,
