,Road name,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
160,R548,149224.02,47.42999999999999,0.0,2833.6301932890983,3440.8366632796196,67.46738555450234,371.0706205497629,1214.4129399810422,1315.614018312796,438.53800610426526,53063.09873861609,36634.790356094774,24726.79680572511,11874.259857592413,0.0,99379.45892178196,36601.056663317526,135980.5155850995
161,R549,63588.86,33.3795,12.333441183960215,789.3402357734537,1159.3434712922601,0.0,1184.0103536601807,172.668176575443,24.66688236792043,61.66720591980107,8769.076681795714,5500.714768046256,7794.734828262856,4921.043032400125,0.0,17673.82121661499,12715.777860662982,30389.599077277966
162,R550,1106893.27,65.15,143.8847124735729,12390.072463002112,14644.266291754755,2334.1297801268497,2781.7711078224092,3501.1946701902743,3293.3611966173357,3645.0793826638474,15715.408040169132,17809.72996617336,9672.250116279069,12581.91874630021,0.0,76258.89761099365,22254.168862579274,98513.06647357291
163,R555,256407.53599999996,39.914,209.54849999999996,3133.2489999999993,2724.1304999999998,4240.862499999999,2404.8184999999994,1895.9149999999995,1895.9149999999995,1596.56,13780.308499999997,22331.882999999994,20665.473499999996,22970.506999999994,0.0,54213.1905,43635.98049999999,97849.17099999999
164,R556,295465.556,78.655,996.3359972445157,1896.8704562924436,1657.3666108009734,172.4427687538585,517.3283062615756,565.2290753598695,728.0916902940692,220.3435378521525,3180.611068126723,10442.367663428096,13814.581807947998,6744.428289039798,9.580153819658804,20376.98717441428,20568.590250807454,40945.57742522173
165,R557,79961.85399999999,25.918999999999993,90.48564705428451,710.9586554265212,1215.0929747289636,51.70608403101972,19.389781511632396,672.1790924032564,542.913882325707,542.913882325707,3839.1767393032146,5403.285781241561,5370.969478722174,3684.0584872101554,0.0,13088.102520351867,9055.02796593233,22143.130486284197
166,R558,33172.4,10.16,15.24,523.24,190.5,7.62,45.72,393.7,40.64,154.94,246.38,1633.22,1275.08,513.08,0.0,3251.2,1788.16,5039.36
167,R560,1613597.7599999998,58.31999999999999,1137.2399999999998,22219.92,13573.98,1662.12,1866.2399999999998,4723.92,1283.04,1312.1999999999998,24742.26,28649.699999999997,16825.32,19245.6,0.0,101170.62,36070.92,137241.53999999998
168,R570,280844.6,26.470000000000002,65.92532018442623,4008.259467213114,2373.311526639344,639.4756057889343,718.5859900102458,797.6963742315572,1067.9901869877046,560.3652215676229,7792.372845799179,13989.352943135244,21155.435247182373,8688.957200307375,0.0,32013.33548155737,29844.39244748975,61857.72792904713
169,R585,3248723.8159999996,181.98049999999998,5312.578606005155,54722.31014159627,21591.694448162903,13118.745959849522,17517.464598340972,8477.061243087448,5188.640345928665,6926.602779832022,26046.993274804405,71911.01526222583,57854.723089772095,48803.18142360428,22.638135012267277,230813.1066598332,106680.54264838863,337493.64930822176
170,R586,109943.35799999998,6.712,251.09504983821782,1428.6990493959354,640.4512980050746,419.5512225144905,421.14043169068174,451.33540603831557,155.7424992667427,259.04109571917405,2431.490039572616,2464.863432272632,2010.349607881934,2121.5942502153216,0.0,8923.40952431388,4131.9438580972555,13055.353382411136
171,R587,163962.56,16.305,479.4331788079471,1539.997483443709,736.0994260485652,406.7917880794703,992.7656732891835,670.722174392936,653.7725165562915,593.2380242825608,10351.398178807949,10641.963741721856,9644.355309050774,14116.643598233997,0.0,27066.18218543047,23760.99890728477,50827.18109271524
172,R601,303991.296,73.881,147.66203397385374,3396.2267813986355,3913.0439003071233,0.0,1328.9583057646832,1144.3807632973662,313.7818221944391,332.2395764411708,25656.278402957083,18273.1767042644,17977.85263631669,19712.88153550947,203.03529671404888,54505.748290598756,37893.76946854021,92399.51775913895
173,R602,3737.015,2.93,0.0,49.8847866894198,34.85101535836178,6.833532423208191,2.0500597269624574,16.40047781569966,1.3667064846416381,2.0500597269624574,293.1585409556314,320.4926706484641,365.5939846416382,565.1331313993174,0.0,727.0878498293516,930.7271160409557,1657.814965870307
174,R603,95441.5,51.86,12.830802352687524,1308.7418399741273,898.1561646881266,12.830802352687524,461.9088846967509,513.2320941075009,346.4316635225631,166.8004305849378,21299.131905461287,15794.71769615834,14537.299065594963,3900.563915217007,12.830802352687524,40814.78228389901,18450.69378316466,59265.47606706367
175,R604,254856.0,77.69999999999999,19.425000000000004,3457.6500000000005,2525.2500000000005,116.55000000000001,1787.1000000000001,1029.525,427.3500000000001,427.3500000000001,44716.350000000006,13383.825,5380.725,3807.300000000001,0.0,67890.37500000001,9188.025000000001,77078.40000000002
176,R605,279784.0,85.316,21.321000750152372,3795.1381335271226,2771.7300975198086,127.92600450091423,1961.5320690140184,1130.0130397580758,469.0620165033522,469.0620165033522,49080.94372685076,14690.169516854985,5905.917207792208,4178.916147029865,0.0,74516.89762178254,10084.833354822073,84601.73097660461
177,R681,63861.21,26.46,132.3,601.965,807.03,310.90500000000003,304.29,158.76,132.3,138.915,5629.365,3075.975,4233.6,1375.92,0.0,11291.805,5609.52,16901.325
178,R685,1106642.88,129.89000000000001,239.58659848379912,15043.050685306747,10024.391340920121,9520.8417450528,8433.073572005847,8599.414545731379,8854.77928179607,6626.662031566602,64796.38016901042,51049.80530007971,34498.07108456149,23028.376887833452,0.0,183187.9852699535,57526.44797239494,240714.43324234846
179,R710,933905.7000000001,89.8605,231.36651102479777,11752.824268099508,10315.976312463778,3998.766262695108,4560.8637683372635,3610.6170971763295,2128.4589796001983,3347.0599685058246,33454.18504716833,28194.80933667653,16164.663128023592,14959.138049461335,0.0,101594.92755174766,31123.80117748493,132718.72872923262
180,R711,251385.12000000002,9.770000000000001,137.53252814738997,3893.8897031729784,4078.6990378710334,249.27770726714434,309.4481883316274,244.97981576253838,227.7882497441146,227.7882497441146,4444.019815762538,2213.414124872057,1052.9834186284545,2217.712016376663,0.0,16026.837420675538,3270.695435005118,19297.532855680656
181,R712,5367.96,2.2250000000000005,8.860044943820224,93.03047191011237,172.7708764044944,11.075056179775281,11.075056179775281,17.720089887640448,15.505078651685393,199.35101123595507,2141.9158651685393,1654.6133932584269,1628.0332584269663,1284.7065168539325,0.0,4325.916943820224,2912.7397752808993,7238.656719101124
182,R713,11049.355,10.7065,0.0,113.11896744968008,173.81694998365475,0.0,0.0,0.0,0.0,0.0,2425.1603021528977,2287.2103418484094,1531.2445593798157,1525.7265609676363,0.0,4999.3065614346415,3056.971120347452,8056.277681782093
183,R720,83583.78,92.21249999999999,0.0,1198.2866205774706,790.8691695811306,359.48598617324114,1917.2585929239528,1941.224325335502,1270.1838178121188,1030.5264936966246,16943.772814965432,13948.056263521758,17015.67001220008,17758.60771695811,0.0,39399.664084587224,34774.277729158195,74173.94181374542
184,R745,1084414.3860000002,214.86,466.7453917318017,13420.214315748855,11689.915293295042,7913.111689988948,6608.0144536969065,5401.208822974895,484.873225065135,1830.4464308088584,67615.43668161613,98764.19469988356,99239.43093887377,50702.30948762633,0.0,214194.16100481016,149941.7404265001,364135.9014313102
185,R746,160972.62,38.69899999999999,57.13998583050645,1631.664039826684,1428.4996457626612,965.0308718041089,806.308688941591,660.2842807080746,57.13998583050645,222.2110560075251,8240.85573422193,12081.932559494864,12170.816981897873,6202.8629062672,0.0,26151.066848428447,18373.679888165076,44524.74673659353
186,R747,182489.09499999997,50.095,50.972191312279094,2535.8665177858848,1694.8253611332798,688.1245827157677,2140.8320351157217,815.5550609964655,344.06229135788385,535.2080087789304,14132.04004132938,11863.777527932958,9085.79310141375,11723.604001824191,0.0,34801.26361845855,20809.39710323794,55610.66072169649
187,R748,502627.98600000003,109.59850000000003,173.5611812011463,7347.592378016956,4891.9542793182545,3718.547534583147,3013.4429142491795,2205.8319948572152,644.5711528182102,1073.1569850237147,32836.037228142755,38607.61693806613,32360.825351764186,19737.542181584937,0.0,94512.3125862767,52098.36753334911,146610.68011962585
188,R749,157869.75,46.220000000000006,245.0811845521419,1295.429118347036,3588.688773799221,770.2551514495889,542.6797657940285,577.6913635871916,577.6913635871916,367.6217768282129,23125.160342384246,21129.49926817395,37532.432834270876,20079.151334379058,0.0,52219.79810850281,57611.58416864993,109831.38227715275
189,R755,440804.886,48.982,685.2921920285536,5164.166161358029,4417.687166469783,2533.133638391261,942.2767640392613,978.9888457550767,110.13624514744612,1003.4635668989536,10732.165221590029,14501.272277747074,10291.620241000244,6938.5834442891055,12.237360571938458,41068.58207942547,17242.441045861287,58311.02312528675
190,R760,974785.341,60.692,656.5483230735208,12789.02229315925,9152.863069454525,6256.131373187683,6443.01788469116,4410.18408718185,2490.679401535392,3022.1312752109743,22425.660272144843,20946.326426673288,16361.590464099514,16601.678960573787,20.5119341894061,88592.56440631248,32983.7813588627,121576.3457651752
191,R765,689492.808,87.49900000000002,400.61510514270526,7379.751936839308,8876.787329740997,2635.6256917283245,6578.521726553897,2572.370675126844,969.9102545560232,2087.415547848833,24564.031446907982,21801.8957219767,13473.318536115192,15244.459000956627,0.0,77866.9254364216,28717.777537071823,106584.70297349343
192,R770,340665.89700000006,70.91700000000002,879.1322354594056,2992.430878390669,4074.4397835714763,2586.677538947866,4158.971729288727,1978.0475297836626,1267.979185758758,1741.3580817753611,17853.146935483313,22248.808112780338,14860.716057092643,17109.265813171507,0.0,59780.99201123958,31969.981870264153,91750.97388150373
193,R771,74341.49,44.884499999999996,0.0,982.7455037581242,1666.372215210986,33.50923757515293,477.13051190752367,320.85013577999086,502.63856362729405,509.71165066813944,20036.474126170717,17148.983283027537,16882.18999189729,10345.584697748094,0.0,41678.41522772546,27227.774689645383,68906.18991737085
194,R772,2202.48,1.1980000000000002,0.0,13.252086811352253,51.68313856427378,34.45542570951586,35.11803005008347,38.431051752921526,13.914691151919863,8.613856427378964,292.87111853088476,278.2938230383973,303.4727879799666,432.680634390651,0.0,766.6332220367278,736.1534223706176,1502.7866444073452
195,R801,951010.0,10.0,600.0,27490.0,15360.0,580.0,11880.0,11380.0,1310.0,15140.0,29080.0,14160.0,9950.0,17620.0,0.0,126980.0,27570.0,154550.0
196,R802,423770.05600000004,6.622000000000001,179.9088130474177,8242.822117789188,4605.665614013894,173.9118526125038,3562.1944983388707,3412.270487466022,392.800908486862,4539.69904922984,8719.580472364845,4245.847987919058,2983.487816369677,5283.322143159166,0.0,38074.7018012685,8266.809959528844,46341.511760797344
197,R810,1012064.8420000001,24.747000000000007,281.50711078620594,12897.717459188003,7206.5820361268725,272.1235404266657,5573.840793566877,5339.251534578374,614.6238585498829,7103.36276217193,13643.711302771448,6643.567814554461,4668.326253871249,8266.925486754915,0.0,59576.28821272072,12935.251740626163,72511.53995334689
198,R812,528045.8899999999,83.50999999999999,382.04095338949605,7533.406511241726,3694.9001763188153,0.0,4727.47716943673,7027.728557874343,995.2309324778072,5015.081018222527,41537.47316243566,9396.002005385919,6259.797743765116,16492.268860041826,0.0,80309.34048678301,22752.06660380694,103061.40709058996
199,R813,45569.22,9.116,1.2517424308907417,425.59242650285216,388.04015357612997,26.286591048705574,163.97825844668716,246.59325888547613,38.804015357613,206.5375010969724,3740.2063835015365,723.5071250548488,699.7240188679247,2835.19660596753,0.0,5960.797455901712,3534.9206248354544,9495.718080737168
200,R814,45988.04,1.7180000000000004,63.534437573615996,1057.6040223792695,397.82332449941094,0.0,724.2925883392224,602.1109776207301,103.61000588928148,603.0884305064781,3508.0784069493507,586.471731448763,598.2011660777382,1409.4870612485274,0.0,7646.613925206122,2007.6882273262654,9654.302152532387
201,R820,542867.393,121.75799999999997,0.0,5470.382794347856,8360.0312265145,4788.469840419241,4431.036187463391,7005.373883299196,1562.4199391003963,10418.487930319026,63565.273561867085,16393.33058805348,3625.6417277190126,17527.98496156833,0.0,121994.80595138417,21153.626689287343,143148.43264067153
202,R821,5485.665,2.57,0.0,75.1725,53.97,95.73249999999999,123.35999999999999,57.824999999999996,21.845,35.3375,1571.5549999999998,546.7674999999999,176.045,727.31,0.0,2581.565,903.3549999999999,3484.9199999999996
203,R822,8213.556,2.244,0.0,193.0070374331551,138.5691550802139,245.7952869875223,316.7294973262032,148.46695187165778,56.087515151515156,90.72980392156863,4035.001825311943,1403.8375115864528,451.9993868092692,1867.38432798574,0.0,6628.224584670233,2319.383714795009,8947.60829946524
204,R850,597407.73,64.25500000000001,740.8324376756907,9457.955184536931,7905.419910197833,3967.674538615991,4278.810911735957,1933.3593637169547,648.3275172565332,996.1668239341105,27339.65686822903,22577.76669157972,12423.31411333621,34853.54126592867,72.61279279279279,79845.97024747875,47349.46817205766,127195.43841953643
205,R851,11226.800000000001,1.3,12.35,152.1,90.025,49.075,52.325,22.425,11.05,15.275,401.05,244.07500000000002,27.95,218.725,0.0,1049.75,246.675,1296.425
206,R860,388615.115,130.66500000000002,242.83695027393912,5001.666759712121,5044.661264739922,2060.5102372056035,2085.6226783839566,1611.946350966812,1676.1925765198152,983.7346969221543,39847.44726278214,33040.179611096406,8818.568113021201,18449.01697626117,12.680977259714702,91594.79838860287,27280.266066542084,118875.06445514495
207,R861,49874.496,13.838,0.0,523.5664714554126,737.1264795490678,358.22969099580865,1167.6910119959532,943.7974551235728,334.11807717878304,316.8954958809077,6444.689921664981,5676.562795779737,919.6858413065472,1346.8058574938575,0.0,16502.677399624223,2266.4916988004047,18769.169098424627
208,R870,392179.08499999996,91.334,658.791638243454,3142.2855376278826,7404.259553240853,1611.3396075515866,2444.8902219091383,3601.434041250078,2182.1639436307764,3515.0643264051064,28911.39203588344,21209.047406295816,14648.821885237314,18299.5407610589,0.0,74680.66831203812,32948.362646296206,107629.03095833433
209,R880,409858.822,74.28900000000002,450.7876278670474,2825.999047239712,12979.49670282191,1907.8396563784734,2267.1106083772484,2302.309329865045,807.7841358090677,1418.9020458890382,45050.346026343264,40340.80801922762,25351.287161648983,18347.630581342208,36.33594351617437,110351.38319981843,43735.25368650736,154086.63688632578
210,R881,93282.57,79.738,0.0,1636.8066413002582,414.3814281772806,1657.5257127091224,352.2242139506885,1118.8298560786577,517.9767852216007,352.2242139506885,22708.102264114976,24925.04290486343,538.6958566304647,435.1004995861446,0.0,53683.114020366695,973.7963562166093,54656.910376583306
211,R890,622693.2750000001,168.1,151.4025,7702.0225,7140.875,4889.91,5714.275,3747.3550000000005,2261.2825000000003,2453.3975,48233.2525,43720.255,27122.64,28525.605000000003,0.0,126014.0275,55648.244999999995,181662.27250000002
212,R891,5803.755,1.23,0.0,65.4975,79.0275,10.147499999999999,60.885,11.07,5.8425,9.225,221.4,158.055,98.7075,90.0975,0.0,621.15,188.805,809.955
213,Z1001,14525.664999999999,11.165,0.0,323.78499999999997,401.93999999999994,0.0,0.0,267.96,133.98,78.155,1953.8749999999998,1507.2749999999999,1730.5749999999998,2500.96,0.0,4666.969999999999,4231.535,8898.505
214,Z1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Z1004,159525.21,28.129999999999995,0.0,2681.827902595094,5496.419562744401,0.0,3319.0939388553147,3531.5159509420546,9240.357525773195,371.7385211517952,29500.106928546033,8656.19699253466,4593.626011375756,12108.054688944188,0.0,62797.257323142556,16701.680700319943,79498.9380234625
216,Z1005,264006.54000000004,39.06,0.0,6835.5,5819.9400000000005,0.0,4960.62,7421.400000000001,4491.900000000001,4062.2400000000002,18670.68,11014.92,4023.1800000000003,5351.22,0.0,63277.200000000004,9374.400000000001,72651.6
217,Z1007,18578.339999999997,18.325,0.0,269.0465803001364,768.7045151432469,0.0,0.0,1172.2743855934514,634.1812249931786,134.5232901500682,2133.1550295225097,15854.530624829467,2805.7714802728506,4516.139026466575,0.0,20966.41565053206,7321.910506739426,28288.326157271484
218,Z1008,40829.392,22.899,0.0,219.08425415957026,1268.8629720075112,0.0,0.0,684.6382942486571,0.0,319.49787064937334,16193.977786628237,2683.7821134547357,3697.0467889427487,4591.640826760993,0.0,21369.84329114808,8288.687615703742,29658.53090685182
219,Z1009,24835.352,17.886,0.0,305.0741200939282,757.0357794923403,0.0,135.58849781952364,1649.6600568042043,2237.21021402214,519.7559083081738,12779.215919490101,3152.4325743039244,2045.126508777815,3773.879855976741,0.0,21535.973070334338,5819.006364754557,27354.97943508889
220,Z1013,71821.235,20.045,0.0,2064.635,1262.835,0.0,0.0,1583.555,501.12500000000006,1242.7900000000002,7817.550000000001,5071.385,2966.6600000000003,3147.065,0.0,19543.875,6113.725,25657.600000000002
221,Z1017,32303.100000000002,18.984,0.0,798.8309049726086,726.2099136114623,0.0,0.0,435.7259481668774,1289.0225966603455,199.70772624315214,18046.316353244838,2414.6479627581125,3485.807585335019,4538.81196007164,36.31049568057312,23910.461405657396,8060.930041087232,31971.39144674463
222,Z1018,25841.521999999997,15.306,0.0,166.26873618188944,592.5988289559649,0.0,549.9658196785573,468.963102051483,200.37514360381547,417.803490918594,9507.161068861882,1104.1949402848554,1104.1949402848554,1568.8947414085976,0.0,13007.331130537043,2673.0896816934533,15680.420812230497
223,Z1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,Z1022,35064.53999999999,13.695,0.0,443.79087929901414,1664.215797371303,0.0,0.0,332.8431594742606,15.849674260679077,110.94771982475353,12806.536802628692,4564.706187075574,5531.536316976998,5626.634362541072,0.0,19938.890219934277,11158.17067951807,31097.060899452346
225,Z1025,4361.88,8.21,0.0,71.16,130.45999999999998,189.76,0.0,100.81,0.0,106.74000000000001,432.89,788.69,1298.67,3463.12,0.0,1820.51,4761.79,6582.3
226,Z1026,4661.8,7.0,0.0,87.63857142857144,160.6707142857143,233.7028571428572,0.0,124.15464285714286,0.0,131.45785714285716,533.1346428571429,971.3275000000002,1599.4039285714287,4265.077142857143,0.0,2242.0867857142857,5864.481071428572,8106.567857142859
227,Z1028,36174.72,13.28,0.0,690.56,1181.9199999999998,0.0,0.0,106.24,0.0,199.2,7755.5199999999995,2642.72,5843.2,4621.44,0.0,12576.16,10464.64,23040.8
228,Z1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Z1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,Z1032,51244.945999999996,13.254499999999998,0.0,644.1537408332504,1776.3027398735085,58.559430984840944,19.519810328280315,692.9532666539511,78.07924131312126,175.67829295452282,19812.60748320452,4304.11817738581,5787.623762335113,6910.012856211231,0.0,27561.972183531805,12697.636618546345,40259.608802078146
231,Z1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,Z1034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Z1035,86360.14,43.470000000000006,10.787647227973315,582.5329503105589,1758.3864981596503,0.0,0.0,2125.166503910743,0.0,0.0,23678.885665401423,4487.6612468368985,2038.8653260869564,647.2588336783988,0.0,32643.420511847246,2686.124159765355,35329.5446716126
234,Z1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Z1037,78360.48,12.61,0.0,1544.5113402061857,2340.5287232355277,0.0,0.0,2388.0521490880255,213.8554163362411,819.7790959555908,15053.045138778749,5987.951657414751,6498.828485329104,5619.645107057891,0.0,28347.723521015072,12118.473592386996,40466.197113402064
236,Z1039,19936.104,26.724,0.0,53.448,1162.4940000000001,0.0,1068.96,988.788,0.0,507.75600000000003,27405.462,9861.155999999999,12907.692000000001,21526.181999999997,0.0,41048.064,34433.874,75481.93800000001
237,Z1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Z1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Z1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Z1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Z1045,94237.38,36.892999999999994,0.0,1387.2709763717833,1224.330957813731,0.0,0.0,882.8807171115532,398.82746835496914,612.0286991329358,11255.61835887711,6912.330490119647,5728.536773539278,4431.448741638089,20.93770697684132,22673.287667781726,10180.923222154208,32854.21088993594
242,Z1046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Z1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Z1049,9776.287,8.703499999999998,0.0,74.3539425890461,479.16985224051933,0.0,24.784647529682033,148.7078851780922,8.261549176560678,90.87704094216745,6229.208079126751,2618.911088969735,4271.22092428187,2073.64884331673,0.0,9674.274085752553,6344.8697675986,16019.143853351155
245,Z1050,10218.24,26.789999999999996,0.0,0.0,317.17451287793955,0.0,0.0,303.9589081746921,502.1929787234043,264.31209406494963,4691.539669652856,2464.710277155655,1817.1456466965285,2834.7472088465847,0.0,8543.888440649496,4651.892855543113,13195.78129619261
246,Z1051,3348.4800000000005,4.4,0.0,0.0,207.41102990033224,0.0,0.0,198.76890365448503,328.40079734219273,172.84252491694352,3067.9548172757472,1611.7565448504984,1188.2923588039866,1853.7360797342194,0.0,5587.1346179402,3042.028438538206,8629.163056478405
247,Z1052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Z1053,244514.9,35.264,0.0,1809.0997901542646,4952.182253856624,18.27373525408348,1306.572070666969,2540.049200317604,712.6756749092558,1297.4352030399273,16318.44558189655,7263.809763498184,776.633748298548,20046.28757372958,0.0,36218.54327359347,20822.921322028127,57041.4645956216
249,Z1054,14296.125,1.675,0.0,319.925,393.625,0.0,0.0,249.57500000000002,0.0,204.35,666.65,239.525,229.475,597.975,0.0,2073.65,827.45,2901.1
250,Z1055,11095.5,2.7,0.0,119.55185185185185,147.09259259259258,0.0,0.0,93.26296296296296,0.0,76.36296296296295,249.1185185185185,89.5074074074074,85.75185185185185,223.45555555555555,0.0,774.8962962962962,309.2074074074074,1084.1037037037036
251,Z1056,222.4,0.87,0.0,2.2068965517241383,2.9425287356321843,0.0,0.0,0.0,0.0,3.3103448275862073,110.16091954022988,22.620689655172416,27.034482758620694,56.27586206896552,0.0,141.24137931034485,83.31034482758622,224.55172413793107
252,Z1057,3024.6400000000003,5.48,0.0,64.80350364963503,86.40467153284672,0.0,0.0,0.0,0.0,97.20525547445257,3234.7748905109493,664.2359124087592,793.8429197080293,1652.4893430656934,0.0,4147.424233576642,2446.332262773723,6593.7564963503655
253,Z1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,Z1060,8163.008000000001,2.3520000000000003,0.0,123.34933333333332,147.392,0.0,0.0,14.634666666666666,9.408,6.271999999999999,697.2373333333333,289.5573333333333,94.08,204.88533333333334,0.0,1287.8506666666665,298.96533333333326,1586.8159999999998
255,Z1061,20152.426000000003,3.1550000000000002,0.0,560.4398218700476,669.6780922345484,0.0,0.0,66.49286022187006,42.74541014263075,28.496940095087165,3167.9098405705236,1315.6087343898575,427.4541014263075,930.9000431061808,0.0,5851.371699524565,1358.3541445324884,7209.725844057053
256,Z1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,Z1063,10202.400000000001,14.247,0.0,487.0684624131397,0.0,0.0,0.0,507.3629816803538,0.0,223.23971193935566,42882.31921162351,6514.540684775743,5154.807893872395,24414.306678458623,0.0,50614.531052432096,29569.114572331022,80183.64562476311
258,Z1064,3381.3519999999994,2.1319999999999997,0.0,72.48799999999999,98.07199999999999,0.0,112.99599999999998,119.39199999999998,8.527999999999999,185.48399999999998,2319.6159999999995,396.55199999999996,228.12399999999997,554.3199999999999,0.0,3313.1279999999997,782.4439999999998,4095.571999999999
259,Z1065,99317.23000000001,29.412500000000005,380.86294262643435,1949.1221181470464,1657.8739855503613,67.21110752231193,0.0,2016.3332256693584,380.86294262643435,2307.5813582660435,40729.93115852104,5511.310816829579,2912.481325966851,6116.210784530386,0.0,55001.0896557586,9028.692110497237,64029.781766255845
260,Z1066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,Z1069,136478.188,80.56,0.0,2457.1979053128102,2693.466934669811,0.0,0.0,2409.9440994414103,803.3146998138033,1701.137011370407,53869.338693396225,32416.110827780532,18807.014736817277,26178.60845275571,0.0,96350.510171785,44985.62318957299,141336.133361358
262,Z1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,Z1071,18392.175,3.225,25.8,357.975,541.8000000000001,125.775,448.27500000000003,470.85,574.0500000000001,151.57500000000002,686.9250000000001,428.925,403.125,1270.65,0.0,3811.9500000000003,1673.775,5485.725
264,Z1075,1499.008,1.912,0.0,0.0,93.688,0.0,0.0,586.9839999999999,0.0,0.0,1500.9199999999998,428.288,456.96799999999996,1940.6799999999998,0.0,2609.88,2397.6479999999997,5007.528
265,Z1076,15891.68,21.780000000000005,0.0,0.0,924.3697015610651,0.0,0.0,5791.4591505968765,0.0,0.0,14808.779912764001,4225.690064279154,4508.660381083562,19147.65810376492,0.0,25750.298829201096,23656.318484848478,49406.617314049574
266,Z1081,41026.877,30.990000000000002,0.0,89.49560054096847,1757.3249647212408,0.0,65.45433198585145,508.4282098994183,32.72716599292573,2272.8273113347564,5752.593531131206,2865.3710566746126,3315.0722172726214,1903.03541164574,0.0,13344.22217228098,5218.107628918362,18562.329801199343
267,Z1083,49410.52599999999,5.525499999999999,0.0,642.7998316894398,532.0194351642384,17.77956981268663,302.25268681567275,258.48759189213644,128.55996633788797,121.7216702560854,1943.4437464482849,701.6091779929417,240.70802207944982,515.6075245679124,0.0,4648.673676409374,756.3155466473621,5404.989223056737
268,Z1084,0.0,18.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.3439153439152,256.08465608465605,320.10582010582004,448.14814814814804,0.0,691.4285714285713,768.2539682539682,1459.6825396825395
269,Z1087,200521.585,7.389999999999999,1054.6361637347768,5252.088095399188,10989.308826116374,991.3579939106902,2615.4976860622464,11643.183247631934,1139.007056833559,3817.782912719892,56380.84931326117,13879.011914749663,10145.599895128553,14406.329996617053,0.0,107762.72321041948,24551.929891745604,132314.6531021651
270,Z1088,241043.48799999998,15.212,740.3367867473047,3686.877198001577,7714.309317906915,695.9165795424665,1836.0352311333156,8173.3181256902435,799.563729687089,2680.019168025243,39578.404619510904,9742.83211359453,7122.039888509071,10113.000506968181,0.0,75647.61286983959,17235.040395477252,92882.65326531685
271,Z1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
