,Road name,Economic Traffic,No Lanes,Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized Total,Non Motorized Total,Total Traffic
39,N408,483442.5,7.064,65.34199999999998,8443.245999999997,1792.4899999999996,7874.593999999997,1004.8539999999998,2265.7779999999993,577.4819999999999,1912.5779999999995,2924.495999999999,1691.8279999999995,241.94199999999995,266.66599999999994,0.0,28552.68799999999,508.6079999999999,29061.295999999995
40,N5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,N501,512586.466,23.906,429.5168154249345,2308.652882909023,11590.988505147885,1014.1369253088732,9705.886926338451,10660.368738393861,2380.2390188131785,11972.781229970049,8608.232842474728,5893.925189442158,984.3093686821417,2117.756520497941,17.89653397603894,64564.72907422314,3119.9624231561215,67684.69149737927
42,N502,1559559.0559999999,125.65299999999995,933.1777517455583,19683.008359120868,14275.706324879126,16491.01610142849,11936.28092449613,9725.55198563811,4092.3652274266433,10485.15643234714,48387.82050273245,24305.515748907954,13102.484670014472,13056.7606433976,0.0,160315.59935872248,26159.245313412073,186474.84467213452
43,N503,38185.189,8.448,0.0,456.64965920928023,209.9829457859848,148.00002805397725,148.00002805397725,532.5471094933711,31.623937618371205,56.92308771306817,1029.6754088541666,543.9317270359847,413.64110404829535,550.256514559659,0.0,3157.333931818181,963.8976186079543,4121.231550426136
44,N504,119753.99999999999,17.59,231.50321932916427,946.1435920409322,918.4638592950538,367.38554371802155,634.1175138146674,407.64697316657185,15.098036043206365,118.26794900511652,5163.528326776576,3057.352298749289,1318.5618144400225,3122.777121603183,27.679732745878333,11859.5073119386,4469.018668789084,16328.525980727683
45,N505,79200.0,8.8,202.4,827.2,803.0000000000001,321.20000000000005,554.4000000000001,356.40000000000003,13.200000000000001,103.4,4514.400000000001,2673.0,1152.8000000000002,2730.2000000000003,24.200000000000003,10368.6,3907.2000000000003,14275.800000000001
46,N506,795071.26,80.10699999999999,362.8545971930506,8732.652573497387,10656.443919784833,5501.812693169647,4718.364737795508,5154.09689419039,4120.279689821193,3498.6937226069413,18356.05351583141,31435.570341960072,26280.333676399816,11939.766327370551,25.384695377058666,92536.82268585043,38245.48469914743,130782.30738499785
47,N507,2129632.5,127.55,750.5392148180947,21510.737119031808,9332.176274813666,9672.043089070918,1444.4339605933144,3115.445797358129,3002.156859272379,1713.4951885469707,11725.40509187514,6414.9861191056025,3200.412500922441,2520.67887240794,0.0,68681.41871448602,5721.091373330382,74402.51008781641
48,N508,287486.1,35.39,376.79612570260105,4202.726017452089,876.7756001925909,405.78044306433964,2130.3473260877827,731.8540133838983,268.10493559608153,869.5295208521563,3086.829799025155,2601.342483216034,4833.134920069902,2688.2954353012497,21.738238021303907,15550.086264572728,7543.1685933924555,23093.254857965185
49,N509,312739.745,77.90199999999999,348.01649999999995,3981.1848712328747,5335.697651862146,1138.6821697875953,2243.5819187829793,2071.880891482846,1912.7091077490052,1424.7369166889748,28507.020501610656,35425.83490652903,38512.47147028165,25197.53766329142,90.2265,82389.3454357261,63800.23563357307,146189.5810692992
50,N510,40164.768,11.136,0.0,247.07999999999998,241.51199999999997,98.832,392.544,235.248,130.152,311.808,4251.168,1530.504,661.896,826.1519999999999,0.0,7438.847999999999,1488.048,8926.895999999999
51,N511,136508.274,18.924,0.0,1679.5049999999999,1641.657,671.802,2668.284,1599.078,884.697,2119.488,28896.948,10403.469,4499.181,5615.697,0.0,50564.928,10114.878,60679.806
52,N513,91594.8,23.860000000000003,94.6416764459346,461.3781726739312,1951.9845766974015,561.9349538977368,490.95369656328586,2034.796043587594,1827.7673763621121,2584.900787929589,37478.10387259011,14172.59104777871,14580.7332774518,26913.726739312657,0.0,61659.0522045264,41494.46001676445,103153.51222129086
53,N514,55115.100000000006,34.68,19.98,127.415,624.625,165.4875,151.72750000000002,745.6200000000001,394.13250000000005,841.8475000000001,12853.73,5057.355,5215.4875,10082.625,0.0,20981.920000000002,15298.1125,36280.0325
54,N515,198512.0,32.480000000000004,851.3877249860257,1568.7607154835102,2065.4035550586923,1379.5634432643935,1158.8332923420903,1355.913784237004,260.1462493012856,1411.0963219675796,10224.535919508104,5912.414756847401,4233.288965902739,4580.150631637785,0.0,26188.055762996086,8813.439597540524,35001.49536053661
55,N516,307354.6,23.12,50.98545420420421,3336.319323788074,1407.9514693264696,219.58563921063921,227.40761743886745,788.8181306306307,121.21169830544831,272.28390444015446,2051.292765980266,2711.13421010296,1790.5989114114113,2013.3818640068641,0.0,11186.990213427714,3803.9807754182757,14990.97098884599
56,N517,222277.71000000002,24.790000000000003,25.945145429362874,2281.463049618178,1581.781554989893,2189.357591899379,1224.0824829677324,1401.2379404993637,543.9782904095232,1093.4671395148612,5116.616855674928,3555.1088673541963,3052.5996582316393,2489.269749101595,0.0,19013.038918357415,5541.869407333234,24554.90832569065
57,N518,63069.76,8.77,7.893090079817561,617.6342987457242,889.9459064994301,11.839635119726342,23.679270239452684,621.580843785633,301.91069555302175,540.6766704675028,3109.877491448119,3307.204743443558,4933.181299885976,6598.623306727482,0.0,9432.242645381984,11531.804606613458,20964.047251995442
58,N519,40025.04,3.96,7.04,550.88,793.7600000000001,10.56,21.12,554.4,269.28000000000003,482.24,2773.76,2949.7599999999998,4400.0,5885.4400000000005,0.0,8412.8,10285.44,18698.24
59,N520,39433.761000000006,4.292000000000002,6.30494035414725,493.36158271202237,710.8820249301025,9.457410531220876,18.914821062441753,496.514052889096,241.16396854613237,431.88841425908663,2484.1464995340166,2641.770008387698,3940.5877213420317,5270.930136067102,0.0,7534.4037232059645,9211.517857409133,16745.921580615097
60,N540,813018.2464999999,64.32,143.6393385905656,6386.359274206166,2402.970522841768,4698.47498269216,1921.793922410503,2101.0702295053807,358.54057384932446,2786.9965287859704,2825.1107314708797,1782.805866298374,501.9698897889474,2686.7302423765354,0.0,25407.761970651096,3188.700132165483,28596.46210281658
61,N6,8679764.518999998,483.94700000000006,9586.831903681374,109884.8744612521,55396.65640735939,44952.41743079604,28646.691290265113,33395.121431697014,10851.725066281926,17714.815084216007,135739.45614099872,108433.89606732324,72993.41622809113,58500.02291230071,80.14634180557015,554602.485283871,131573.5854821974,686176.0707660685
62,N602,73730.0,13.846000000000002,0.0,634.1616558231275,698.3109562676635,115.46874080016485,177.7852040891427,164.95534400023547,141.12846097797924,313.4151536004474,20764.212135318532,6860.309473254238,3651.0116138718786,2516.48541458137,0.0,29869.747124131532,6167.497028453249,36037.244152584775
63,N603,990893.6000000001,27.71999999999999,1807.84218454123,12553.331124117754,7603.770686291389,2640.6683594422457,2085.450909508235,1347.4179577666844,961.4741206174331,1516.6915705514439,8964.730533080854,8849.624476387218,5653.738667010963,4536.5328226315505,0.0,48331.001922304495,10190.271489642513,58521.273411947004
64,N604,54043.945999999996,13.404,17.963539641943733,337.8856265984654,291.6936675191816,169.3705166240409,82.11903836317134,124.0339641943734,71.85415856777493,118.90152429667518,3581.5876419437336,2307.8871406649614,1804.908030690537,1857.9432429667518,1.7108132992327363,7103.296818414321,3664.5620869565214,10767.858905370842
65,N605,214090.88,19.840000000000003,117.9106451612903,818.750322580645,495.9312903225806,172.2290322580645,136.01677419354837,87.88096774193546,62.70903225806451,98.92129032258063,584.6954838709677,577.188064516129,368.74677419354833,295.8806451612903,0.0,3152.232903225806,664.6274193548386,3816.8603225806446
66,N7,12402954.158000002,544.6460000000002,9368.24061620851,166510.15362639763,77606.10540703441,88686.49569419645,54433.1649132219,52237.66528889407,21818.682396170498,39156.28124524195,166876.4455263641,152100.60678983902,100974.91900250479,94840.85995769418,0.0,828793.8415035682,195815.77896019898,1024609.6204637677
67,N701,16323.0,2.0,36.5,190.5,144.0,279.0,76.5,69.5,16.5,79.5,548.0,679.0,814.5,432.0,0.0,2119.0,1246.5,3365.5
68,N702,499810.26,63.910000000000004,1071.6572834394092,5593.170205348149,4227.90818671986,8191.572111769729,2246.076224194926,2040.5529095627107,484.44781306165066,2334.15764475159,16089.53948835058,19935.7615193249,23914.105681134213,12683.724560159582,0.0,62214.84338652351,36597.83024129379,98812.6736278173
69,N703,25657.65,4.6,9.347466496679317,305.6621544414137,229.01292916864327,168.2543969402277,191.62306318192597,162.64591704222013,32.71613273837761,154.2331971952087,1518.963305710389,1115.1527530538426,994.5704352466793,782.3829457720589,0.0,3887.611315968928,1776.9533810187381,5664.564696987666
70,N704,5418724.095999999,138.5185,3714.8241102669563,66332.32800846147,49595.65368007,14096.255586729232,19443.157682414796,10037.966911072584,2074.9732131165815,5831.944892812725,49401.83335866698,43648.08719537186,31966.541181135977,24966.422967548868,0.0,264177.02463898313,56932.96414868485,321109.98878766794
71,N705,114447.471,18.906,85.07700000000001,1469.9415000000004,1120.1805000000002,14.179500000000003,14.179500000000003,170.15400000000002,108.70950000000002,250.50450000000004,6409.134,5624.535000000001,4537.4400000000005,2089.1130000000003,0.0,15266.595000000003,6626.553000000001,21893.148
72,N706,1305523.82,52.3,2069.9028015865633,15023.292847383405,13213.31171613166,5621.073809304694,6642.40575655238,4291.799019169968,1880.7654213744613,3114.817328980595,12587.888859800569,8535.528929452901,6739.469782358046,4815.391255858784,0.0,72980.78648973719,11554.86103821683,84535.64752795403
73,N707,245966.472,11.200999999999999,162.16913489986993,2526.424417387447,1352.8319937699675,1116.69097277542,709.8455992546938,533.451101644309,152.2113810025095,465.16936063383747,2964.5655888713063,2974.5233427686667,2680.0583346610083,2142.339624203545,0.0,12957.882893008027,4822.397958864553,17780.28085187258
74,N708,46417.0,13.559999999999999,68.41438034748819,370.4388399303019,312.0363201214705,275.32616481306223,260.308374005077,440.52186370089953,100.11860538656808,560.6641901647812,1256.4884976014293,2195.9347448120598,1740.395090303175,2835.025175862986,0.0,5840.2519808831385,4575.420266166161,10415.6722470493
75,N709,48777.012,73.076,0.0,301.7515246870047,765.1556518849047,53.88420083696512,129.32208200871628,5215.990641018223,2974.4078862004744,6757.078784955425,44422.13516999404,15303.113037698095,7263.590272822898,49228.60588465133,700.4946108805465,75922.83897928386,57192.690768354776,133115.52974763862
76,N710,734.4000000000001,2.31,0.0,1.9393939393939394,4.917748917748919,0.34632034632034636,0.8311688311688313,33.523809523809526,19.11688311688312,43.42857142857144,285.50649350649354,98.35497835497837,46.68398268398269,316.39826839826844,4.502164502164503,487.96536796536805,367.58441558441564,855.5497835497836
77,N711,225117.56,7.19,158.64528511821976,3885.918219749652,636.3636717663421,515.1515438108485,256.68450625869264,406.41713490959665,80.21390820584145,561.4973574408901,4951.871933240612,4982.174965229486,5475.936133518776,3347.593769123783,0.0,16434.93852573018,8823.52990264256,25258.46842837274
78,N712,295668.57,9.555,460.2879357465068,4252.28621014413,1266.867262405105,714.0915638684123,83.88424997249422,838.8424997249423,73.12985895037959,393.610711409396,4888.946158653317,3252.1278450874684,1858.3587686214105,372.10192936516665,0.0,16224.074295962153,2230.460697986577,18454.534993948728
79,N713,415021.19999999995,-6.6,,,,,,,,,,,,,,,,
80,N715,580086.45,20.5,369.46124999999995,9049.725,1481.99625,1199.7112499999998,597.78,946.4849999999999,186.80625,1307.64375,11532.172499999999,11602.74375,12752.639999999998,7796.047499999999,0.0,38274.525,20548.6875,58823.212499999994
81,N8,5453428.807000001,398.9650000000001,2319.54934441529,90147.80069960134,70556.16527411986,80687.88972742613,52385.068254824175,47153.98541261442,14681.24760785747,35156.82588801143,159581.39805484377,116708.8387012805,46647.03386784994,54597.139594509325,56.62278557175473,669378.7689649946,101300.79624793102,770679.5652129254
82,N802,163198.304,12.147999999999996,0.0,444.926843930636,3529.2502196531805,0.0,295.9894682080926,141.39624277456653,11.311699421965322,98.03472832369945,3306.7867976878624,2403.736127167631,2908.992034682082,2579.0674682080935,0.0,10231.432127167634,5488.059502890175,15719.49163005781
83,N803,144483.56,14.768,0.0,263.1390499194847,2087.272463768116,0.0,175.05436795491144,83.62469806763285,6.689975845410628,57.97979066022544,1955.7029388083736,1421.6198671497584,1720.4387882447666,1525.3144927536232,0.0,6051.083152173913,3245.7532809983895,9296.836433172302
84,N804,683157.5499999999,56.46750000000001,869.3072410488015,6895.21597014775,7185.127947024569,3676.0973649378043,4286.717008751629,1678.4467113991593,633.4281334027698,1354.7258141335697,12510.676961500754,8846.213488081778,3894.900041944266,4368.927980215776,5.181749999999997,47935.95664042859,8269.009772160041,56204.966412588634
85,N805,2575289.053,218.64799999999994,2271.0051544086878,31016.948682784136,24184.266247651667,17798.575062037995,10188.928949925239,17083.6262773997,4861.812952298875,8853.443902275734,43183.538419927674,42213.22510063398,19232.508365798316,21834.203612966543,0.0,201655.3707493437,41066.71197876486,242722.08272810854
86,N806,385368.17500000005,84.072,0.0,5134.151234081598,4085.404736758137,1409.7265241591754,5466.2301978422765,2709.740512780152,966.5808611001207,2496.206696306015,19889.196451655436,22445.320834674152,18780.21815546384,18455.067309880455,0.0,64602.55804935706,37235.2854653443,101837.84351470138
87,N808,179129.4,10.649999999999999,60.66384976525823,2036.1953051643197,2276.2131455399067,1252.8403755868546,474.7605633802818,392.99624413145546,218.9173708920188,667.3023474178405,2041.4704225352116,1429.5568075117374,582.9004694835681,867.7568075117372,0.0,10850.916431924885,1450.6572769953054,12301.573708920188
88,N809,486186.18999999994,86.24999999999997,32.94000000000001,12074.76857285236,7586.154009647353,478.4357736497882,2222.7658663464103,3890.631226427177,1126.90363697032,2673.1906923273436,18276.45730392908,19394.595654993092,13085.725606488784,15971.788725338518,0.0,67756.84273714293,29057.5143318273,96814.35706897023
89,R110,1067173.743,48.83599999999999,134.03990974903476,12490.97867724421,7911.5085019305025,5004.790670970077,6666.546619087838,15038.075853523169,1818.505433156371,9272.507552364865,18032.859612572396,4482.710638875484,1941.1085652750967,13114.611977557917,22.278892857142857,80852.52346947395,15077.999435690155,95930.52290516409
90,R111,809592.24,32.42,182.3625,6297.585,2467.9725000000003,3073.82125,2370.7125,2510.5237500000003,1872.255,4469.9075,6907.48625,3233.895,447.80125000000004,2775.9625,0.0,33386.521250000005,3223.76375,36610.285
91,R112,129525.79199999999,17.055999999999997,233.4212898686679,1926.7866472795497,589.9192598499061,0.0,157.02886772983115,823.340549718574,152.78484427767353,432.890392120075,9625.445189493432,1328.3793405253282,1052.5178161350843,8067.888582551594,59.416328330206376,15269.996380863038,9179.822727016885,24449.81910787992
92,R113,184499.65600000002,24.238000000000007,333.2724999999999,2751.0129999999995,842.2704999999999,0.0,224.20149999999995,1175.5429999999997,218.14199999999997,618.0689999999998,13742.945999999996,1896.6234999999997,1502.7559999999996,11519.109499999997,84.83299999999998,21802.080999999995,13106.698499999997,34908.77949999999
93,R114,525765.9739999999,59.361999999999995,0.0,9984.473240806203,7368.774493880987,20.694483491913644,2801.306166913339,10123.853482355555,250.78079502740496,8352.853110846301,37022.38127747482,13869.905868817255,7473.309675043002,19759.9613027881,0.0,89795.02291961378,27233.2709778311,117028.29389744488
94,R120,9856.0,4.4,0.0,105.60000000000001,143.0,0.0,110.00000000000001,158.4,5.5,140.8,3339.6000000000004,856.9000000000001,182.60000000000002,820.6,0.0,4859.8,1003.2,5863.000000000001
95,R140,3302596.6540000006,250.546,2064.392265110126,42766.522492921686,37365.91723792348,36877.71474083877,10425.445590615194,24372.301682967955,3299.052436801513,15732.456908842905,233756.43850685062,46964.42472486152,21360.374529204713,29383.434135609874,69.82749999999999,453624.6665877338,50813.63616481458,504438.3027525483
96,R141,1093736.0699999998,63.324,447.67564794532655,14869.226878184061,10280.551486744464,13014.570622410563,1966.5751677598273,8905.54771091239,1710.7605117910693,2462.216063699296,27436.121852649296,8473.860478965109,2510.181311693438,2877.914879648528,143.89574398242638,89567.1064210614,5531.991935324392,95099.0983563858
97,R142,404389.194,49.75600000000001,133.4537278343266,4900.845058367422,4580.0161634883625,2984.0055992431853,3048.0803887275993,2113.2629244797727,373.16862261994373,1531.2814284025712,34858.00909662945,4855.222239208362,1639.9563400334523,2181.8445186195977,5.243505964214711,59377.345249001,3827.044364617265,63204.38961361826
98,R143,93337.82,20.485,0.0,2063.8595460092756,2544.758857700757,0.0,0.0,3326.2202391994147,721.3489675372224,721.3489675372224,49372.32933365878,7754.501401025142,10940.459340981208,9297.386692701979,561.0491969733953,66504.36731266782,20798.89523065658,87303.2625433244
