,Road,LRPName,LRPStart Point,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process,Heavy Truck Create,Heavy Truck Destroy,Medium Truck Create,Medium Truck Destroy,Small Truck Create,Small Truck Destroy,Large Bus Create,Large Bus Destroy,Medium Bus Create,Medium Bus Destroy,Micro Bus Create,Micro Bus Destroy,Utility Create,Utility Destroy,Car Create,Car Destroy,Auto Rickshaw Create,Auto Rickshaw Destroy,Motor Cycle Create,Motor Cycle Destroy,Bi-Cycle Create,Bi-Cycle Destroy,Cycle Rickshaw Create,Cycle Rickshaw Destroy,Cart Create,Cart Destroy,Motorized Total Create,Motorized Total Destroy
63,N1,LRP022b,no,23.6224993,90.6066944,21.993000000000002,0,0.0,0,LRP022c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,N1,LRP022c,no,23.620471600000002,90.6079722,22.252,0,0.0,0,LRP022d,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,N1,LRP022d,no,23.6195271,90.60858329999999,22.374000000000002,0,0.0,0,LRP023a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,N1,LRP023a,no,23.6176408,90.60955061,22.596,ASHIR CHAR (Right),224.8,A,LRP023,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,N1,LRP023,no,23.6173604,90.6096944,22.629,0,0.0,0,LRP023c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,N1,LRP023c,no,23.61358738,90.61090296,23.081,ASHARIR CHAR (L),120.1,A,LRP024,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,N1,LRP024,no,23.609,90.61247220000001,23.629,0,0.0,0,LRP024a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,N1,LRP024a,no,23.6018611,90.6159722,24.503,0,0.0,0,LRP025,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,N1,LRP025,no,23.6009444,90.6165556,24.629,0,0.0,0,LRP026,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,N1,LRP026,no,23.5959997,90.624666,25.629,0,0.0,0,LRP026a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,N1,LRP026a,no,23.59298188,90.62796994,26.115,TATULTALA CULVERT,5.6,A,LRP026b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,N1,LRP026b,no,23.59080885,90.63023686,26.451999999999998,BAILAKANDI CULVERT,5.5,A,LRP027,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,N1,LRP027,no,23.5896108,90.6313882,26.629,0,0.0,0,LRP027a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,N1,LRP027a,no,23.58631812,90.63450942,27.12,MALUAKANDI CULVEDRT,5.6,A,LRP028,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,N1,LRP028,no,23.582832699999997,90.6378886,27.629,0,0.0,0,LRP028a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,N1,LRP028a,no,23.5825827,90.63813859999999,27.668000000000003,0,0.0,0,LRP028b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,N1,LRP028b,no,23.577916000000002,90.6419719,28.324,0,0.0,0,LRP028c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,N1,LRP028c,no,23.577610399999998,90.6421108,28.363000000000003,0,0.0,0,LRP029,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,N1,LRP029,no,23.5745271,90.6436941,28.759,0,0.0,0,LRP029b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,N1,LRP029b,no,23.571832699999998,90.6453052,29.113000000000003,0,0.0,0,LRP029a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,N1,LRP029a,no,23.57163063,90.64541592,29.138,ANARPUR BRIDGE(R),29.0,A,LRP030,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,N1,LRP030,no,23.5666111,90.6481663,29.759,0,0.0,0,LRP030a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,N1,LRP030a,no,23.5639167,90.6501944,30.127,0,0.0,0,LRP030b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,N1,LRP030b,no,23.5636944,90.65047220000001,30.165,0,0.0,0,LRP030c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,N1,LRP030c,no,23.560416699999998,90.6542222,30.697,0,0.0,0,LRP030d,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,N1,LRP030d,no,23.5602222,90.6545,30.735,0,0.0,0,LRP031,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,N1,LRP031,yes,23.559972199999997,90.6548056,30.774,0,0.0,0,LRP031a,BlankProcess,9.9,0.0,170.3,0.0,35.0,0.0,56.5,0.0,23.3,0.0,54.6,0.0,13.2,0.0,67.7,0.0,41.0,0.0,7.0,0.0,1.1,0.0,5.4,0.0,0.0,0.0,478.4,0.0
90,N1,LRP031a,no,23.559027800000003,90.6559444,30.936,0,0.0,0,LRP031b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,N1,LRP031b,no,23.5564444,90.6588611,31.348000000000003,0,0.0,0,LRP031c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,N1,LRP031c,no,23.556222199999997,90.6591389,31.388,0,0.0,0,LRP032,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,N1,LRP032,no,23.5538056,90.66197220000001,31.783,0,0.0,0,LRP032a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,N1,LRP032a,no,23.5523333,90.66366670000001,32.025,0,0.0,0,LRP032d,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,N1,LRP032d,no,23.55174219,90.66435388,32.121,BOBARCHAR BRIDGE(L),28.9,A,LRP033,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,N1,LRP033,yes,23.548749700000002,90.6678327,32.607,0,0.0,0,LRP033b,BlankProcess,11.1,0.0,152.7,0.0,28.0,0.0,51.3,0.0,18.8,0.0,21.9,0.0,12.5,0.0,34.2,0.0,24.9,0.0,5.2,0.0,1.1,0.0,4.0,0.0,0.0,0.0,360.6,0.0
97,N1,LRP033b,no,23.54762464,90.66919207,32.796,NOYAPARA,5.2,A,LRP033a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,N1,LRP033a,no,23.5474163,90.6694438,32.830999999999996,0,0.0,0,LRP033c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,N1,LRP033c,no,23.544221899999997,90.6731104,33.351,0,0.0,0,LRP034a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,N1,LRP034a,no,23.54268543,90.67482921,33.591,MADHAYA BAUSHIA(L),70.0,A,LRP034,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,N1,LRP034,no,23.542583,90.6749438,33.607,0,0.0,0,LRP034c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,N1,LRP034c,no,23.53939102,90.67845779,34.111,BOCTAR KANDI BOX CULVERT,5.1,C,LRP035,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,N1,LRP035,no,23.5362497,90.681916,34.607,0,0.0,0,LRP035a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,N1,LRP035a,no,23.536082999999998,90.6821382,34.641,0,0.0,0,LRP035b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,N1,LRP035b,no,23.535860800000002,90.68236040000001,34.681,0,0.0,0,LRP035c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,N1,LRP035c,no,23.534138600000002,90.6843052,34.955999999999996,0,0.0,0,LRP036a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,N1,LRP036a,no,23.53139966,90.68744893,35.408,BORAKANDI BRIDGE(L),24.5,B,LRP036,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,N1,LRP036,no,23.5301938,90.688833,35.607,0,0.0,0,LRP036c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,N1,LRP036c,no,23.53015196,90.68979518,35.707,CHAR BOUSHEA (2),8.4,A,LRP037,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,N1,LRP037,no,23.5301382,90.6984997,36.607,0,0.0,0,LRP037a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,N1,LRP037a,no,23.53038447,90.70244027,37.01,Daud Kandi Bridge,1408.8,C,LRP038,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,N1,LRP038,no,23.5307493,90.70827779999999,37.607,0,0.0,0,LRP038a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,N1,LRP038a,no,23.5307771,90.70902779999999,37.685,0,0.0,0,LRP038b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,N1,LRP038b,no,23.5313882,90.7153611,38.04,0,0.0,0,LRP038c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,N1,LRP038c,no,23.531471600000003,90.71722159999999,38.466,0,0.0,0,LRP038d,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,N1,LRP038d,no,23.5315271,90.7173604,38.543,0,0.0,0,LRP038e,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,N1,LRP038e,no,23.531582699999998,90.7176104,38.56,0,0.0,0,LRP039,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,N1,LRP039,no,23.5317216,90.7180271,38.607,0,0.0,0,LRP039a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,N1,LRP039a,no,23.532234600000002,90.72262984,39.12,0,0.0,0,LRP040b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,N1,LRP040b,no,23.532418600000003,90.72428072,39.304,BALDHA KHAL RCC GIDER BRIDGE,21.8,C,LRP040,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,N1,LRP040,no,23.532721600000002,90.7269993,39.607,0,0.0,0,LRP040c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,N1,LRP040c,no,23.53175878,90.72917801,39.86,MAIS PARA BOX CULVERT,6.0,B,LRP041,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,N1,LRP041,no,23.528916,90.7356108,40.607,0,0.0,0,LRP042,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,N1,LRP042,no,23.528999300000002,90.7419441,41.261,0,0.0,0,LRP042a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,N1,LRP042a,no,23.5293882,90.75141670000001,42.228,0,0.0,0,LRP042b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,N1,LRP042b,no,23.5293882,90.7515833,42.245,0,0.0,0,LRP043,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,N1,LRP043,yes,23.529416,90.75175,42.269,0,0.0,0,LRP043a,BlankProcess,5.2,0.0,0.0,95.4,28.0,0.0,0.0,35.3,22.5,0.0,0.0,50.2,0.0,1.1,0.0,6.8,0.0,193.1,0.0,64.9,0.0,12.8,0.0,8.8,0.0,0.0,0.0,391.0
128,N1,LRP043a,no,23.52980506,90.75825325,42.93600000000001,SHAHID NAGIR,16.5,C,LRP044,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,N1,LRP044,no,23.5299993,90.7615,43.269,0,0.0,0,LRP045,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,N1,LRP045,no,23.5304438,90.77130490000002,44.269,0,0.0,0,LRP045a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,N1,LRP045a,no,23.530499300000002,90.77311040000001,44.45399999999999,0,0.0,0,LRP046a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,N1,LRP046a,no,23.53076553,90.78007973,45.163999999999994,SARKAR BARI CULVERT,3.9,C,LRP046,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,N1,LRP046,no,23.5308049,90.7811104,45.269,0,0.0,0,LRP046b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,N1,LRP046b,no,23.530666,90.7821938,45.388000000000005,0,0.0,0,LRP046c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,N1,LRP046c,no,23.531221600000002,90.78955520000001,46.161,0,0.0,0,LRP047,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,N1,LRP047,no,23.531166,90.79072190000001,46.269,0,0.0,0,LRP047a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,N1,LRP047a,no,23.530693799999998,90.7924441,47.224,0,0.0,0,LRP048,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,N1,LRP048,no,23.530860399999998,90.80022220000001,47.269,0,0.0,0,LRP048a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,N1,LRP048a,no,23.5308882,90.80413890000001,47.672,0,0.0,0,LRP048b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,N1,LRP048b,no,23.530916,90.8043611,47.692,0,0.0,0,LRP049,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,N1,LRP049,no,23.5316382,90.8099167,48.269,0,0.0,0,LRP049a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,N1,LRP049a,no,23.53182348,90.81101551,48.38399999999999,Ginlatoly,15.9,C,LRP050,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,N1,LRP050,no,23.5332493,90.81947159999999,49.269,0,0.0,0,LRP050a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,N1,LRP050a,no,23.5346663,90.82497159999998,49.863,0,0.0,0,LRP050b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,N1,LRP050b,no,23.534721899999997,90.8251104,49.879,0,0.0,0,LRP051,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,N1,LRP051,no,23.5344997,90.8287216,50.269,0,0.0,0,LRP051a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,N1,LRP051a,no,23.53297433,90.83097748,50.558,RAIPUR BOX CULVERT,12.2,A,LRP052,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,N1,LRP052,no,23.529221600000003,90.83652740000001,51.269,0,0.0,0,LRP052a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,N1,LRP052a,no,23.5270549,90.8391386,51.636,0,0.0,0,LRP053,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
