,Road,LRPName,LRPStart Point,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process,Heavy Truck Create,Heavy Truck Destroy,Medium Truck Create,Medium Truck Destroy,Small Truck Create,Small Truck Destroy,Large Bus Create,Large Bus Destroy,Medium Bus Create,Medium Bus Destroy,Micro Bus Create,Micro Bus Destroy,Utility Create,Utility Destroy,Car Create,Car Destroy,Auto Rickshaw Create,Auto Rickshaw Destroy,Motor Cycle Create,Motor Cycle Destroy,Bi-Cycle Create,Bi-Cycle Destroy,Cycle Rickshaw Create,Cycle Rickshaw Destroy,Cart Create,Cart Destroy,Motorized Total Create,Motorized Total Destroy
150,N1,LRP053,no,23.523166,90.8438886,52.269,0,0.0,0,LRP053a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,N1,LRP053a,no,23.52291667,90.84421861,52.313,AITAL BANGA BOX CULVERT,4.5,C,LRP054,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,N1,LRP054,no,23.5174993,90.8513889,53.269,0,0.0,0,LRP055,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,N1,LRP055,no,23.5170827,90.8607778,54.269,0,0.0,0,LRP056,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,N1,LRP056,no,23.5135833,90.8697771,55.269,0,0.0,0,LRP056a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,N1,LRP056a,no,23.513305600000002,90.87030490000001,55.333,0,0.0,0,LRP056b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,N1,LRP056b,no,23.5131111,90.8706382,55.375,0,0.0,0,LRP056c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,N1,LRP056c,no,23.512666699999997,90.871416,55.477,0,0.0,0,LRP057,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,N1,LRP057,no,23.508805600000002,90.8778604,56.269,0,0.0,0,LRP058,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,N1,LRP058,no,23.506,90.8869163,57.269,0,0.0,0,LRP058a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,N1,LRP058a,no,23.5056111,90.89588859999999,58.191,0,0.0,0,LRP059,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,N1,LRP059,no,23.5056389,90.8966108,58.269,0,0.0,0,LRP059a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,N1,LRP059a,no,23.50600243,90.90217454,58.838,KHAT GHOR BOX CULVERT,5.9,B,LRP060,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,N1,LRP060,no,23.506277800000003,90.90638890000001,59.269,0,0.0,0,LRP060a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,N1,LRP060a,no,23.50575,90.91525,60.18,0,0.0,0,LRP061,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,N1,LRP061,no,23.505722199999997,90.9160278,60.269,0,0.0,0,LRP061a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,N1,LRP061a,no,23.50561314,90.92146602,60.83,BAKRA BOX CULVERT,3.0,B,LRP062,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,N1,LRP062,no,23.505527800000003,90.92572159999999,61.269,0,0.0,0,LRP063,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,N1,LRP063,no,23.5042778,90.9354163,62.269,0,0.0,0,LRP063a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,N1,LRP063a,no,23.504333300000003,90.93547190000001,62.278,0,0.0,0,LRP063b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,N1,LRP063b,no,23.5038611,90.9371386,62.542,0,0.0,0,LRP063c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,N1,LRP063c,no,23.5028611,90.9412774,62.894,0,0.0,0,LRP064a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,N1,LRP064a,no,23.50240778,90.94324189,63.098,MATIA BAZER,6.0,B,LRP064,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,N1,LRP064,no,23.5020278,90.9448886,63.269,0,0.0,0,LRP064c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,N1,LRP064c,no,23.50135519,90.94738441,63.538000000000004,SONAPUR BOX CULVERT,3.0,A,LRP065,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,N1,LRP065,no,23.499527399999998,90.9541667,64.26899999999999,0,0.0,0,LRP066,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,N1,LRP066,no,23.498638600000003,90.96511109999999,65.26899999999999,0,0.0,0,LRP066a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,N1,LRP066a,no,23.4980552,90.96602779999999,65.543,0,0.0,0,LRP067,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,N1,LRP067,yes,23.497277399999998,90.9674716,65.726,0,0.0,0,LRP067a,BlankProcess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,N1,LRP067a,no,23.49589631,90.97157725,66.178,KARON KHAL SLAB CULVERT,4.6,B,LRP068,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,N1,LRP068,no,23.4942219,90.97655490000001,66.726,0,0.0,0,LRP069,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,N1,LRP069,no,23.4942497,90.985833,67.726,0,0.0,0,LRP068a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,N1,LRP068a,no,23.49327281,90.98872004,68.04,MILL GHAT BOX CULVERT,4.5,A,LRP070,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,N1,LRP070,no,23.491138600000003,90.99502740000001,68.726,0,0.0,0,LRP070a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,N1,LRP070a,no,23.489444100000004,91.0033056,69.616,0,0.0,0,LRP070b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,N1,LRP070b,no,23.4893886,91.0034722,69.638,0,0.0,0,LRP071,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,N1,LRP071,no,23.4896108,91.0043056,69.709,0,0.0,0,LRP072,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,N1,LRP072,no,23.4893052,91.01127779999999,70.443,0,0.0,0,LRP072b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,N1,LRP072b,no,23.4889441,91.01225,70.557,0,0.0,0,LRP073,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,N1,LRP073,no,23.488332999999997,91.0140833,70.755,0,0.0,0,LRP072a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,N1,LRP072a,no,23.48688059,91.01756669,71.156,CHANDINA- SHAHA PARA RCC GIDER GRIDGE,23.1,C,LRP074,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,N1,LRP074,no,23.484638600000004,91.0229438,71.775,0,0.0,0,LRP075,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,N1,LRP075,no,23.4827771,91.03213819999999,72.775,0,0.0,0,LRP075a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,N1,LRP075a,no,23.481166,91.0404441,73.688,0,0.0,0,LRP076,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,N1,LRP076,yes,23.481471600000003,91.04197190000001,73.829,0,0.0,0,LRP076a,BlankProcess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,N1,LRP076a,no,23.4820827,91.0504167,74.7,0,0.0,0,LRP077,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,N1,LRP077,no,23.482138199999998,91.0516944,74.829,0,0.0,0,LRP078,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,N1,LRP078,no,23.4815549,91.06136109999998,75.829,0,0.0,0,LRP077a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,N1,LRP077a,no,23.48061309,91.06740977,76.48100000000001,NIMSHAR SLAB CULVERT,1.5,A,LRP079,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,N1,LRP079,no,23.4801104,91.0706382,76.829,0,0.0,0,LRP080,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,N1,LRP080,no,23.4770271,91.07947159999999,77.829,0,0.0,0,LRP079a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,N1,LRP079a,no,23.47767229,91.08474064,78.382,KABILA DUBARCHAR SLAB CULVERT,1.0,C,LRP081,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,N1,LRP081,no,23.4781938,91.0889997,78.829,0,0.0,0,LRP082,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,N1,LRP082,no,23.4775549,91.09866629999999,79.829,0,0.0,0,LRP082a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,N1,LRP082a,no,23.4778604,91.1036111,80.342,0,0.0,0,LRP083,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,N1,LRP083,no,23.4779993,91.10552779999999,80.829,0,0.0,0,LRP081a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,N1,LRP081a,no,23.4781159,91.10703321,80.949,NAZIRA BOX CULVERT,3.0,B,LRP084,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,N1,LRP084,no,23.4789716,91.11799930000001,81.829,0,0.0,0,LRP084a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,N1,LRP084a,no,23.4789716,91.118166,81.846,0,0.0,0,LRP084b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,N1,LRP084b,no,23.4793327,91.12347159999999,82.39299999999999,0,0.0,0,LRP083a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,N1,LRP083a,no,23.47940839,91.12389208,82.43700000000001,TIPRA BAZAR BOX CULVERT,1.4,A,LRP085,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,N1,LRP085,no,23.4800827,91.12763819999999,82.829,0,0.0,0,LRP083b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,N1,LRP083b,no,23.47954492,91.12904714,82.98899999999999,AMTOLI SLAB CULVERT,2.9,A,LRP086,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,N1,LRP086,no,23.4767216,91.1364441,83.829,0,0.0,0,LRP087,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,N1,LRP087,no,23.468221600000003,91.1394441,84.829,0,0.0,0,LRP088,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,N1,LRP088,no,23.459583300000002,91.1421386,85.829,0,0.0,0,LRP089,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,N1,LRP089,no,23.4513056,91.1460552,86.829,0,0.0,0,LRP089a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,N1,LRP089a,no,23.448833,91.14713859999999,87.132,0,0.0,0,LRP089b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,N1,LRP089b,no,23.448638600000002,91.1472497,87.156,0,0.0,0,LRP089c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,N1,LRP089c,no,23.446944100000003,91.1481386,87.366,0,0.0,0,LRP088a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,N1,LRP088a,no,23.44363396,91.14936682,87.713,DHANPUR RCC GIDER BRIDGE,23.4,A,LRP090,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,N1,LRP090,no,23.442527399999996,91.1497774,87.829,0,0.0,0,LRP091,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,N1,LRP091,yes,23.437388600000002,91.1521944,88.51299999999999,0,0.0,0,LRP092,BlankProcess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,N1,LRP092,no,23.4288882,91.1553889,89.51299999999999,0,0.0,0,LRP093,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,N1,LRP093,yes,23.4236938,91.1626944,90.493,0,0.0,0,LRP093a,BlankProcess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,N1,LRP093a,no,23.4235827,91.16297220000001,90.521,0,0.0,0,LRP093b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,N1,LRP093b,no,23.423416,91.16327779999999,90.55799999999999,0,0.0,0,LRP093c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,N1,LRP093c,no,23.421360399999998,91.167666,91.066,0,0.0,0,LRP092a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,N1,LRP092a,no,23.42124877,91.16789434,91.09200000000001,PADUAR BAZER RCCGIDER,35.9,B,LRP094,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,N1,LRP094,no,23.4195271,91.17141600000001,91.493,0,0.0,0,LRP095,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,N1,LRP095,no,23.4149444,91.1801382,92.12100000000001,0,0.0,0,LRP095a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,N1,LRP095a,no,23.413111100000002,91.18466629999999,92.632,0,0.0,0,LRP095b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,N1,LRP095b,no,23.4130556,91.1849163,92.66,0,0.0,0,LRP096,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,N1,LRP096,no,23.4125,91.1893886,93.12100000000001,0,0.0,0,LRP094a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,N1,LRP094a,no,23.41193242,91.19390298,93.6,MOSTAPUR RCC GIDER BRIDGE,27.9,B,LRP097,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,N1,LRP097,no,23.411305600000002,91.19888859999999,94.12899999999999,0,0.0,0,LRP098,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,N1,LRP098,no,23.4100833,91.2087778,95.156,0,0.0,0,LRP099,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,N1,LRP099,no,23.4048056,91.2165278,96.17299999999999,0,0.0,0,LRP099a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,N1,LRP099a,no,23.40375,91.2176382,96.345,0,0.0,0,LRP099b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,N1,LRP099b,no,23.4035556,91.21780490000002,96.374,0,0.0,0,LRP100,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,N1,LRP100,no,23.39821345,91.22288777,97.17299999999999,0,0.0,0,LRP098a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,N1,LRP098a,no,23.39765182,91.22342213,97.257,RAZAPARA RCC GIDER BRIDGE,27.9,A,LRP101,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,N1,LRP101,no,23.391527399999998,91.2292493,98.17299999999999,0,0.0,0,LRP101a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,N1,LRP101a,no,23.3914441,91.22930490000002,98.18299999999999,0,0.0,0,LRP101b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,N1,LRP101b,no,23.385082999999998,91.2345552,99.075,0,0.0,0,LRP101c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,N1,LRP101c,no,23.3849719,91.2346108,99.09,0,0.0,0,LRP102,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,N1,LRP102,no,23.3843886,91.2351108,99.17299999999999,0,0.0,0,LRP102a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,N1,LRP102a,no,23.377971600000002,91.2403608,100.071,0,0.0,0,LRP102b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,N1,LRP102b,no,23.3777493,91.2405274,100.101,0,0.0,0,LRP103,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,N1,LRP103,no,23.377166,91.2409163,100.17299999999999,0,0.0,0,LRP104,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,N1,LRP104,no,23.3695827,91.24627740000001,101.17299999999999,0,0.0,0,LRP104a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,N1,LRP104a,no,23.3683327,91.2471108,101.344,0,0.0,0,LRP105,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,N1,LRP105,yes,23.3615278,91.2515556,102.24799999999999,0,0.0,0,LRP105b,BlankProcess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,N1,LRP105b,no,23.3584444,91.2533333,102.63799999999999,0,0.0,0,LRP106,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,N1,LRP106,no,23.3536944,91.25613890000001,103.24799999999999,0,0.0,0,LRP106a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,N1,LRP106a,no,23.3486386,91.2599444,103.935,0,0.0,0,LRP107,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,N1,LRP107,no,23.3463608,91.2616944,104.24799999999999,0,0.0,0,LRP105a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,N1,LRP105a,no,23.34267147,91.26448564,104.75299999999999,CHANSIRI BOXCUIVERT,14.3,A,LRP108,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,N1,LRP108,no,23.3390552,91.26722159999998,105.24799999999999,0,0.0,0,LRP108a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,N1,LRP108a,no,23.3360274,91.2700549,105.69200000000001,0,0.0,0,LRP108b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,N1,LRP108b,no,23.3357219,91.27030490000001,105.736,0,0.0,0,LRP108c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,N1,LRP108c,no,23.334721899999998,91.27116600000001,105.87899999999999,0,0.0,0,LRP109,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,N1,LRP109,no,23.3321938,91.2734716,106.24799999999999,0,0.0,0,LRP107a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,N1,LRP107a,no,23.33014623,91.27487928,106.51899999999999,MIABAZAR BOX CULVERT,24.0,A,LRP110,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,N1,LRP110,no,23.3246382,91.278666,107.24799999999999,0,0.0,0,LRP110a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,N1,LRP110a,no,23.324166,91.27911040000001,107.321,0,0.0,0,LRP110b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,N1,LRP110b,no,23.324082699999998,91.279166,107.331,0,0.0,0,LRP109a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,N1,LRP109a,no,23.31806969,91.28308673,108.125,NOYA BAZER BOX CULVERT,9.2,A,LRP111,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,N1,LRP111,no,23.3171382,91.2836941,108.24799999999999,0,0.0,0,LRP111b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,N1,LRP111b,no,23.31475,91.2845552,108.537,0,0.0,0,LRP111c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,N1,LRP111c,no,23.3096389,91.2861386,109.135,0,0.0,0,LRP112,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,N1,LRP112,no,23.3086944,91.2864163,109.24799999999999,0,0.0,0,LRP112a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,N1,LRP112a,no,23.30425,91.288583,109.795,0,0.0,0,LRP110c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,N1,LRP110c,no,23.30343065,91.28897704,109.897,DHARMA PUR SLAB CULVERT,2.6,B,LRP113,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,N1,LRP113,no,23.3006111,91.29033299999999,110.24799999999999,0,0.0,0,LRP111a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,N1,LRP111a,no,23.29796753,91.29101414,110.551,LALGORE BEZER CULVERT,3.2,A,LRP113a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,N1,LRP113a,no,23.296083,91.2914997,110.76700000000001,0,0.0,0,LRP113b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,N1,LRP113b,no,23.295971899999998,91.2915274,110.781,0,0.0,0,LRP114,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,N1,LRP114,no,23.2919163,91.2922219,111.24799999999999,0,0.0,0,LRP114a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,N1,LRP114a,no,23.2876663,91.2936386,111.75,0,0.0,0,LRP115,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,N1,LRP115,no,23.283583,91.2952219,112.24799999999999,0,0.0,0,LRP115a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,N1,LRP115a,no,23.2787216,91.30027779999999,113.022,0,0.0,0,LRP116,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,N1,LRP116,no,23.2768882,91.3011944,113.24799999999999,0,0.0,0,LRP117,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,N1,LRP117,no,23.268638199999998,91.30497220000001,114.24799999999999,0,0.0,0,LRP117b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,N1,LRP117b,no,23.2654444,91.3064444,114.641,0,0.0,0,LRP117c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,N1,LRP117c,no,23.263666699999998,91.30675,114.844,0,0.0,0,LRP116a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,N1,LRP116a,no,23.26183609,91.30702174,115.052,RANGAMATIA (1) BOX CULVERT,3.0,B,LRP118,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,N1,LRP118,no,23.2601111,91.3072778,115.24799999999999,0,0.0,0,LRP116b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,N1,LRP116b,no,23.25941665,91.3073611,115.32600000000001,RANGOWATIA 2 CULVERT,3.0,B,LRP116c,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,N1,LRP116c,no,23.25764298,91.30761565,115.525,NOWA PARA BOX CULVERT,3.6,B,LRP117a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,N1,LRP117a,no,23.25274634,91.30839264,116.074,HARISHARDE CULVERT,4.5,B,LRP119,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,N1,LRP119,no,23.2511944,91.3086389,116.24799999999999,0,0.0,0,LRP119b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,N1,LRP119b,no,23.248333,91.3098056,116.60799999999999,0,0.0,0,LRP119c,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,N1,LRP119c,no,23.2481663,91.3098889,116.631,0,0.0,0,LRP119d,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,N1,LRP119d,no,23.2452774,91.3110556,116.978,0,0.0,0,LRP118a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,N1,LRP118a,no,23.24439151,91.31140323,117.087,SONAGATI BOX CULVERT,2.5,B,LRP120,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,N1,LRP120,no,23.243083,91.3119167,117.24799999999999,0,0.0,0,LRP118b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,N1,LRP118b,no,23.24290406,91.31197395,117.26899999999999,BALUJURI BOX CULVERT,19.2,B,LRP120a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,N1,LRP120a,no,23.241694100000004,91.31236109999999,117.411,0,0.0,0,LRP118d,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,N1,LRP118d,no,23.23979203,91.31257409,117.62700000000001,BALUZURI 2 CULVERT,2.6,A,LRP119a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,N1,LRP119a,no,23.23607595,91.3129902,118.04899999999999,KALIR BAZAR BOX CULVERT,2.5,A,LRP120b,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,N1,LRP120b,no,23.2344997,91.3131667,118.228,0,0.0,0,LRP121,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,N1,LRP121,no,23.234305199999998,91.3131667,118.24799999999999,0,0.0,0,LRP121a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,N1,LRP121a,no,23.231499300000003,91.31322220000001,118.56299999999999,0,0.0,0,LRP122,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,N1,LRP122,no,23.225388199999998,91.3135833,119.24799999999999,0,0.0,0,LRP122b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,N1,LRP122b,no,23.2184993,91.31438890000001,120.02600000000001,0,0.0,0,LRP123,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,N1,LRP123,no,23.2165556,91.3149167,120.24799999999999,0,0.0,0,LRP121b,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,N1,LRP121b,no,23.21319557,91.31534974,120.634,HAYDAR POLE BOX CULVERT,14.3,B,LRP124,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,N1,LRP124,no,23.2078889,91.3159722,121.24799999999999,0,0.0,0,LRP122a,BlankProcess,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,N1,LRP122a,no,23.20503863,91.31631673,121.56700000000001,FALGUNCORA CULVERT,6.1,A,LRP124a,BridgesDelay,,,,,,,,,,,,,,,,,,,,,,,,,,,,
