,road,lrp,chainage,length,condition,lat,lon,Time to Repair,Entity Destination Type,Node Name,Failure Type,Uptime Between Failures
1064,N1,LRP312a,307.582,,,21.972082699999998,92.06572220000001,0.0,Specific,LRP304b,No Failures,0
1065,N1,LRP304b,307.981,1.5,A,21.9689581196808,92.0641501117021,"Uniform(1/6, 1/3)",Specific,LRP312b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1066,N1,LRP312b,308.14599999999996,,,21.967666,92.0635,0.0,Specific,LRP313,No Failures,0
1067,N1,LRP313,308.411,,,21.9654167,92.0625556,0.0,Specific,LRP305a,No Failures,0
1068,N1,LRP305a,308.652,22.4,A,21.9622138572549,92.0633168764705,"Uniform(0.25, 1)",Specific,LRP313a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1069,N1,LRP313a,308.666,,,21.9620278,92.0633611,0.0,Specific,LRP313b,No Failures,0
1070,N1,LRP313b,308.687,,,21.9618611,92.06344440000001,0.0,Specific,LRP305c,No Failures,0
1071,N1,LRP305c,309.038,8.2,A,21.9592401112903,92.0652791298387,"Uniform(1/6, 1/3)",Specific,LRP313c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1072,N1,LRP313c,309.059,,,21.9590833,92.0653889,0.0,Specific,LRP306a,No Failures,0
1073,N1,LRP306a,309.355,3.0,A,21.9580321636363,92.0663932818182,"Uniform(1/6, 1/3)",Specific,LRP314,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1074,N1,LRP314,309.411,,,21.9578333,92.0665833,0.0,Specific,LRP314a,No Failures,0
1075,N1,LRP314a,309.496,,,21.956916699999997,92.06733270000001,0.0,Specific,LRP306b,No Failures,0
1076,N1,LRP306b,309.971,22.4,A,21.9520795406909,92.0678138084453,"Uniform(0.25, 1)",Specific,LRP314b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1077,N1,LRP314b,310.017,,,21.9516111,92.0678604,0.0,Specific,LRP314c,No Failures,0
1078,N1,LRP314c,310.038,,,21.9514444,92.0678604,0.0,Specific,LRP315,No Failures,0
1079,N1,LRP315,310.341,,,21.948944100000002,92.06752709999999,0.0,Specific,LRP307a,No Failures,0
1080,N1,LRP307a,310.723,1.4,A,21.9453993720173,92.0669286609544,"Uniform(1/6, 1/3)",Specific,LRP315a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1081,N1,LRP315a,310.802,,,21.9446663,92.06680490000001,0.0,Specific,LRP316,No Failures,0
1082,N1,LRP316,311.341,,,21.940583,92.06438890000001,0.0,Specific,LRP308a,No Failures,0
1083,N1,LRP308a,311.886,4.5,A,21.9360290154471,92.0625427235772,"Uniform(1/6, 1/3)",Specific,LRP316a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1084,N1,LRP316a,311.95599999999996,,,21.9354441,92.0623056,0.0,Specific,LRP308b,No Failures,0
1085,N1,LRP308b,312.138,9.3,A,21.9339454415019,92.0616661541501,"Uniform(1/6, 1/3)",Specific,LRP316b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1086,N1,LRP316b,312.209,,,21.9333608,92.0614167,0.0,Specific,LRP309a,No Failures,0
1087,N1,LRP309a,312.354,4.5,A,21.9323086726114,92.0608009579617,"Uniform(1/6, 1/3)",Specific,LRP317,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1088,N1,LRP317,312.366,,,21.932221600000002,92.06075,0.0,Specific,LRP317a,No Failures,0
1089,N1,LRP317a,312.444,,,21.931666,92.0603611,0.0,Specific,LRP309b,No Failures,0
1090,N1,LRP309b,312.609,4.7,A,21.93038125,92.0596840375,"Uniform(1/6, 1/3)",Specific,LRP317b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1091,N1,LRP317b,312.70799999999997,,,21.929610399999998,92.05927779999999,0.0,Specific,LRP318,No Failures,0
1092,N1,LRP318,313.381,,,21.9235827,92.0585,0.0,Specific,LRP310a,No Failures,0
1093,N1,LRP310a,313.947,2.0,A,21.9179119605128,92.0597362988034,"Uniform(1/6, 1/3)",Specific,LRP318a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1094,N1,LRP318a,313.966,,,21.9177216,92.05977779999999,0.0,Specific,LRP310b,No Failures,0
1095,N1,LRP310b,314.144,3.0,A,21.9167591663366,92.0599899313531,"Uniform(1/6, 1/3)",Specific,LRP318b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1096,N1,LRP318b,314.269,,,21.9160833,92.06013890000001,0.0,Specific,LRP319,No Failures,0
1097,N1,LRP319,314.416,,,21.9148333,92.0604722,0.0,Specific,LRP311a,No Failures,0
1098,N1,LRP311a,314.502,4.0,A,21.9140727206278,92.0605472089686,"Uniform(1/6, 1/3)",Specific,LRP319a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1099,N1,LRP319a,314.639,,,21.9128611,92.0606667,0.0,Specific,LRP311b,No Failures,0
1100,N1,LRP311b,315.009,9.2,A,21.909622912133,92.0605661266144,"Uniform(1/6, 1/3)",Specific,LRP319b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1101,N1,LRP319b,315.15,,,21.9083889,92.06052779999999,0.0,Specific,LRP320,No Failures,0
1102,N1,LRP320,315.42,,,21.9059444,92.0609167,0.0,Specific,LRP320a,No Failures,0
1103,N1,LRP320a,315.728,,,21.9031667,92.0611667,0.0,Specific,LRP321,No Failures,0
1104,N1,LRP321,316.293,,,21.896999700000002,92.0612222,0.0,Specific,LRP321a,No Failures,0
1105,N1,LRP321a,316.356,,,21.89646793301105,92.06108684571824,0.0,Specific,LRP313b,No Failures,0
1106,N1,LRP313b,317.001,13.64,A,21.8910236519337,92.0597010756906,"Uniform(0.25, 1)",Specific,LRP321b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1107,N1,LRP321b,317.017,,,21.890888600000004,92.05966670000001,0.0,Specific,LRP322,No Failures,0
1108,N1,LRP322,317.29900000000004,,,21.888388600000003,92.0600833,0.0,Specific,LRP314a,No Failures,0
1109,N1,LRP314a,318.11,9.3,A,21.8812215213685,92.0590015447779,"Uniform(1/6, 1/3)",Specific,LRP322a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1110,N1,LRP322a,318.132,,,21.8810271,92.05897220000001,0.0,Specific,LRP323,No Failures,0
1111,N1,LRP323,318.311,,,21.879416,92.0590833,0.0,Specific,LRP315a,No Failures,0
1112,N1,LRP315a,318.796,3.0,A,21.8751197401574,92.0591098413385,"Uniform(1/6, 1/3)",Specific,LRP323a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1113,N1,LRP323a,318.819,,,21.874916,92.0591111,0.0,Specific,LRP324,No Failures,0
1114,N1,LRP324,319.32,,,21.870499300000002,92.05913890000001,0.0,Specific,LRP316a,No Failures,0
1115,N1,LRP316a,320.189,3.0,A,21.8628351415656,92.0594848712238,"Uniform(1/6, 1/3)",Specific,LRP324a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1116,N1,LRP324a,320.22700000000003,,,21.8625,92.0595,0.0,Specific,LRP325,No Failures,0
1117,N1,LRP325,320.32,,,21.8616389,92.0596111,0.0,Specific,LRP317a,No Failures,0
1118,N1,LRP317a,320.513,56.4,A,21.8599725797297,92.0601907085585,"Uniform(0.75, 1.5)",Specific,LRP325a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1119,N1,LRP325a,320.54200000000003,,,21.859722199999997,92.0602778,0.0,Specific,LRP325b,No Failures,0
1120,N1,LRP325b,320.601,,,21.859222199999998,92.06044440000001,0.0,Specific,LRP318a,No Failures,0
1121,N1,LRP318a,321.305,14.3,A,21.8529287900552,92.0609576198894,"Uniform(0.25, 1)",Specific,LRP326,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1122,N1,LRP326,321.325,,,21.85275,92.06097220000001,0.0,Specific,LRP326a,No Failures,0
1123,N1,LRP326a,321.346,,,21.8526111,92.06097220000001,0.0,Specific,LRP318b,No Failures,0
1124,N1,LRP318b,321.536,2.1,A,21.8508595323144,92.0609491344978,"Uniform(1/6, 1/3)",Specific,LRP326b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1125,N1,LRP326b,321.575,,,21.8505,92.0609444,0.0,Specific,LRP327,No Failures,0
1126,N1,LRP327,322.34,,,21.844138600000004,92.0628056,0.0,Specific,LRP319a,No Failures,0
1127,N1,LRP319a,322.5,4.5,A,21.8429700741784,92.0635984638497,"Uniform(1/6, 1/3)",Specific,LRP327a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1128,N1,LRP327a,322.553,,,21.842582999999998,92.0638611,0.0,Specific,LRP319b,No Failures,0
1129,N1,LRP319b,322.823,3.0,A,21.8403935683229,92.0649325472049,"Uniform(1/6, 1/3)",Specific,LRP327b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1130,N1,LRP327b,322.875,,,21.8399719,92.06513890000001,0.0,Specific,LRP328,No Failures,0
1131,N1,LRP328,323.357,,,21.836305199999998,92.06741600000001,0.0,Specific,LRP320a,No Failures,0
1132,N1,LRP320a,323.619,15.8,A,21.8341033152866,92.0682735910828,"Uniform(0.25, 1)",Specific,LRP328a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1133,N1,LRP328a,323.671,,,21.8336663,92.0684438,0.0,Specific,LRP328b,No Failures,0
1134,N1,LRP328b,323.842,,,21.8322216,92.0689993,0.0,Specific,LRP329,No Failures,0
1135,N1,LRP329,324.324,,,21.8280827,92.07127709999999,0.0,Specific,LRP321a,No Failures,0
1136,N1,LRP321a,324.331,7.3,A,21.8280258214285,92.0713035547619,"Uniform(1/6, 1/3)",Specific,LRP321b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1137,N1,LRP321b,324.607,46.0,A,21.8257831806122,92.0723466282313,"Uniform(0.25, 1)",Specific,LRP329a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1138,N1,LRP329a,324.618,,,21.8256938,92.07238819999999,0.0,Specific,LRP329b,No Failures,0
1139,N1,LRP329b,324.666,,,21.8252771,92.07255490000001,0.0,Specific,LRP321d,No Failures,0
1140,N1,LRP321d,325.153,12.4,A,21.8211428750483,92.0740201388781,"Uniform(0.25, 1)",Specific,LRP329c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1141,N1,LRP329c,325.183,,,21.8208882,92.07411040000001,0.0,Specific,LRP330,No Failures,0
1142,N1,LRP330,325.332,,,21.819527100000002,92.0741382,0.0,Specific,LRP322a,No Failures,0
1143,N1,LRP322a,325.49,14.0,A,21.8181692602209,92.0739442353591,"Uniform(0.25, 1)",Specific,LRP330a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1144,N1,LRP330a,325.513,,,21.8179716,92.073916,0.0,Specific,LRP331,No Failures,0
1145,N1,LRP331,326.344,,,21.811944399999998,92.0776382,0.0,Specific,LRP331a,No Failures,0
1146,N1,LRP331a,327.188,,,21.804527800000002,92.077166,0.0,Specific,LRP323b,No Failures,0
1147,N1,LRP323b,327.312,14.0,A,21.8034238025641,92.0772322128205,"Uniform(0.25, 1)",Specific,LRP331b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1148,N1,LRP331b,327.344,,,21.8031389,92.0772493,0.0,Specific,LRP331c,No Failures,0
1149,N1,LRP331c,327.35900000000004,,,21.803027800000002,92.07727709999999,0.0,Specific,LRP332,No Failures,0
1150,N1,LRP332,327.369,,,21.802916699999997,92.07727709999999,0.0,Specific,LRP333,No Failures,0
1151,N1,LRP333,328.36199999999997,,,21.794194100000002,92.07838819999999,0.0,Specific,LRP325a,No Failures,0
1152,N1,LRP325a,329.084,20.6,A,21.787854008387,92.0788540064516,"Uniform(0.25, 1)",Specific,LRP333a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1153,N1,LRP333a,329.13699999999994,,,21.787388600000003,92.0788882,0.0,Specific,LRP325c,No Failures,0
1154,N1,LRP325c,329.181,21.0,A,21.786997484,92.0789493159999,"Uniform(0.25, 1)",Specific,LRP333b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1155,N1,LRP333b,329.23699999999997,,,21.7864997,92.07902709999999,0.0,Specific,LRP334,No Failures,0
1156,N1,LRP334,329.375,,,21.7853052,92.079166,0.0,Specific,LRP326a,No Failures,0
1157,N1,LRP326a,329.499,14.2,B,21.7841953311111,92.0792425355555,"Uniform(0.25, 1)",Specific,LRP334a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1158,N1,LRP334a,329.555,,,21.7836941,92.0792771,0.0,Specific,LRP335,No Failures,0
1159,N1,LRP335,330.374,,,21.778249300000002,92.08405520000001,0.0,Specific,LRP335a,No Failures,0
1160,N1,LRP335a,330.454,,,21.7776382,92.0843886,0.0,Specific,LRP335b,No Failures,0
1161,N1,LRP335b,330.67900000000003,,,21.7758049,92.0851108,0.0,Specific,LRP335c,No Failures,0
1162,N1,LRP335c,330.874,,,21.773721600000002,92.08405520000001,0.0,Specific,LRP327a,No Failures,0
1163,N1,LRP327a,330.931,15.7,A,21.7735339222222,92.0839144733333,"Uniform(0.25, 1)",Specific,LRP335d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1164,N1,LRP335d,331.009,,,21.7732771,92.0837219,0.0,Specific,LRP328a,No Failures,0
1165,N1,LRP328a,331.259,300.0,C,21.7715943354948,92.0821099546075,"Triangular(1, 2, 4)",Specific,LRP336,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1166,N1,LRP336,331.30199999999996,,,21.7713049,92.0818327,0.0,Specific,LRP336a,No Failures,0
1167,N1,LRP336a,331.32599999999996,,,21.7711938,92.0816382,0.0,Specific,LRP336b,No Failures,0
1168,N1,LRP336b,331.63699999999994,,,21.7693327,92.07941600000001,0.0,Specific,LRP336c,No Failures,0
1169,N1,LRP336c,332.066,,,21.7664722,92.0767771,0.0,Specific,LRP337,No Failures,0
1170,N1,LRP337,332.30199999999996,,,21.764638899999998,92.075916,0.0,Specific,LRP337a,No Failures,0
1171,N1,LRP337a,332.87699999999995,,,21.7596389,92.0764993,0.0,Specific,LRP338,No Failures,0
1172,N1,LRP338,333.43,,,21.754694399999998,92.0770271,0.0,Specific,LRP339,No Failures,0
1173,N1,LRP339,334.43199999999996,,,21.746638600000004,92.080916,0.0,Specific,LRP331a,No Failures,0
1174,N1,LRP331a,335.192,9.3,B,21.7401466184971,92.0826243745664,"Uniform(1/6, 1/3)",Specific,LRP339a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1175,N1,LRP339a,335.29699999999997,,,21.739249700000002,92.0828604,0.0,Specific,LRP332a,No Failures,0
1176,N1,LRP332a,335.38,14.0,A,21.7385629191489,92.0831876319149,"Uniform(0.25, 1)",Specific,LRP340,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1177,N1,LRP340,335.43800000000005,,,21.738083,92.0834163,0.0,Specific,LRP340a,No Failures,0
1178,N1,LRP340a,335.48900000000003,,,21.737638600000004,92.0834719,0.0,Specific,LRP332b,No Failures,0
1179,N1,LRP332b,336.054,5.2,A,21.7326068595588,92.0837488330882,"Uniform(1/6, 1/3)",Specific,LRP340b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1180,N1,LRP340b,336.16900000000004,,,21.7315827,92.0838052,0.0,Specific,LRP332c,No Failures,0
1181,N1,LRP332c,336.237,38.8,A,21.7309878314917,92.0838156441988,"Uniform(0.25, 1)",Specific,LRP340c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1182,N1,LRP340c,336.35,,,21.729999300000003,92.083833,0.0,Specific,LRP340d,No Failures,0
1183,N1,LRP340d,336.389,,,21.729638199999997,92.083833,0.0,Specific,LRP341,No Failures,0
1184,N1,LRP341,336.458,,,21.7290271,92.0838608,0.0,Specific,LRP333a,No Failures,0
1185,N1,LRP333a,337.019,12.6,A,21.7240739341074,92.083544148476,"Uniform(0.25, 1)",Specific,LRP341a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1186,N1,LRP341a,337.147,,,21.7229438,92.0834719,0.0,Specific,LRP341b,No Failures,0
1187,N1,LRP341b,337.31,,,21.7215549,92.0830827,0.0,Specific,LRP342,No Failures,0
1188,N1,LRP342,337.458,,,21.7204716,92.0822493,0.0,Specific,LRP342a,No Failures,0
1189,N1,LRP342a,337.87800000000004,,,21.7169438,92.0824993,0.0,Specific,LRP343,No Failures,0
1190,N1,LRP343,338.491,,,21.7120833,92.0821104,0.0,Specific,LRP335a,No Failures,0
1191,N1,LRP335a,338.859,12.8,A,21.7092513759013,92.0806750603415,"Uniform(0.25, 1)",Specific,LRP343a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1192,N1,LRP343a,339.01800000000003,,,21.708027800000004,92.08005490000001,0.0,Specific,LRP344,No Failures,0
1193,N1,LRP344,339.50699999999995,,,21.7040556,92.07886040000001,0.0,Specific,LRP336a,No Failures,0
1194,N1,LRP336a,339.648,9.3,A,21.7028300370967,92.0786456251612,"Uniform(1/6, 1/3)",Specific,LRP344a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1195,N1,LRP344a,339.81699999999995,,,21.7013611,92.07838819999999,0.0,Specific,LRP345,No Failures,0
1196,N1,LRP345,340.515,,,21.6957497,92.08058270000001,0.0,Specific,LRP346,No Failures,0
1197,N1,LRP346,341.527,,,21.6868608,92.0800827,0.0,Specific,LRP347,No Failures,0
1198,N1,LRP347,342.527,,,21.678416,92.0770827,0.0,Specific,LRP339a,No Failures,0
1199,N1,LRP339a,342.77,59.6,A,21.676279289928,92.0768074748201,"Uniform(0.75, 1.5)",Specific,LRP347a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1200,N1,LRP347a,342.944,,,21.674749300000002,92.0766104,0.0,Specific,LRP347b,No Failures,0
1201,N1,LRP347b,343.006,,,21.674221600000003,92.0765549,0.0,Specific,LRP339c,No Failures,0
1202,N1,LRP339c,343.243,14.0,A,21.6721049602836,92.0763992531915,"Uniform(0.25, 1)",Specific,LRP347c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1203,N1,LRP347c,343.42900000000003,,,21.6704438,92.0762771,0.0,Specific,LRP348,No Failures,0
1204,N1,LRP348,343.463,,,21.6695549,92.07605490000002,0.0,Specific,LRP348a,No Failures,0
1205,N1,LRP348a,343.559,,,21.6688327,92.07594379999999,0.0,Specific,LRP340a,No Failures,0
1206,N1,LRP340a,344.209,3.5,A,21.6629404415143,92.075071645953,"Uniform(1/6, 1/3)",Specific,LRP348b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1207,N1,LRP348b,344.325,,,21.6618889,92.074916,0.0,Specific,LRP349,No Failures,0
1208,N1,LRP349,344.468,,,21.6606111,92.07508270000001,0.0,Specific,LRP341a,No Failures,0
1209,N1,LRP341a,344.531,54.4,A,21.6600543017045,92.0751025664772,"Uniform(0.75, 1.5)",Specific,LRP349a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1210,N1,LRP349a,344.644,,,21.659055600000002,92.0751382,0.0,Specific,LRP349b,No Failures,0
1211,N1,LRP349b,344.7,,,21.653000000000002,92.0751382,0.0,Specific,LRP350,No Failures,0
1212,N1,LRP350,345.48400000000004,,,21.6518056,92.0737771,0.0,Specific,LRP342a,No Failures,0
1213,N1,LRP342a,345.592,61.0,C,21.6508560658227,92.0735619202531,"Uniform(0.75, 1.5)",Specific,LRP350a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1214,N1,LRP350a,345.721,,,21.6497219,92.07330490000001,0.0,Specific,LRP350b,No Failures,0
1215,N1,LRP350b,345.783,,,21.649194100000003,92.07330490000001,0.0,Specific,LRP350c,No Failures,0
1216,N1,LRP350c,345.801,,,21.649082999999997,92.07330490000001,0.0,Specific,LRP342c,No Failures,0
1217,N1,LRP342c,345.911,4.5,A,21.6480847609561,92.0733292227091,"Uniform(1/6, 1/3)",Specific,LRP350d,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1218,N1,LRP350d,346.05199999999996,,,21.6468052,92.0733604,0.0,Specific,LRP351,No Failures,0
1219,N1,LRP351,346.499,,,21.6428608,92.0732216,0.0,Specific,LRP352,No Failures,0
1220,N1,LRP352,347.517,,,21.634833,92.0770271,0.0,Specific,LRP353,No Failures,0
1221,N1,LRP353,348.545,,,21.6259716,92.0773882,0.0,Specific,LRP345a,No Failures,0
1222,N1,LRP345a,349.092,1.45,B,21.6225351880109,92.0737034768392,"Uniform(1/6, 1/3)",Specific,LRP353a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1223,N1,LRP353a,349.279,,,21.6213604,92.0724438,0.0,Specific,LRP354,No Failures,0
1224,N1,LRP354,349.545,,,21.6197771,92.07052709999999,0.0,Specific,LRP346a,No Failures,0
1225,N1,LRP346a,349.759,45.3,B,21.618376660401,92.0691713375939,"Uniform(0.25, 1)",Specific,LRP354a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1226,N1,LRP354a,349.944,,,21.617166,92.0679993,0.0,Specific,LRP354b,No Failures,0
1227,N1,LRP354b,349.995,,,21.6167771,92.06780490000001,0.0,Specific,LRP354c,No Failures,0
1228,N1,LRP354c,350.05400000000003,,,21.6150556,92.0667771,0.0,Specific,LRP355,No Failures,0
1229,N1,LRP355,350.16900000000004,,,21.61225,92.06522220000001,0.0,Specific,LRP355a,No Failures,0
1230,N1,LRP355a,350.309,,,21.610086825,92.06399479375,0.0,Specific,LRP355b,No Failures,0
1231,N1,LRP355b,350.48900000000003,,,21.6073056,92.0624167,0.0,Specific,LRP347a,No Failures,0
1232,N1,LRP347a,350.674,7.0,A,21.6065189670012,92.0623070695106,"Uniform(1/6, 1/3)",Specific,LRP347b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1233,N1,LRP347b,350.99,5.2,A,21.6051753127979,92.0621198087829,"Uniform(1/6, 1/3)",Specific,LRP356,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1234,N1,LRP356,351.286,,,21.6039167,92.0619444,0.0,Specific,LRP356a,No Failures,0
1235,N1,LRP356a,351.343,,,21.603029505025123,92.061920540201,0.0,Specific,LRP348a,No Failures,0
1236,N1,LRP348a,351.628,9.3,A,21.5985935301507,92.061801241206,"Uniform(1/6, 1/3)",Specific,LRP356b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1237,N1,LRP356b,351.684,,,21.5977219,92.06177779999999,0.0,Specific,LRP348b,No Failures,0
1238,N1,LRP348b,352.064,14.0,A,21.5960736973421,92.0614095408637,"Uniform(0.25, 1)",Specific,LRP357,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1239,N1,LRP357,352.286,,,21.5951108,92.0611944,0.0,Specific,LRP357a,No Failures,0
1240,N1,LRP357a,352.36800000000005,,,21.59379884019608,92.06161870980392,0.0,Specific,LRP349a,No Failures,0
1241,N1,LRP349a,352.641,1.4,A,21.5894309740196,92.0630313509804,"Uniform(1/6, 1/3)",Specific,LRP357b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1242,N1,LRP357b,352.694,,,21.588583,92.06330559999999,0.0,Specific,LRP349b,No Failures,0
1243,N1,LRP349b,353.162,4.5,C,21.5876028,92.0649047857142,"Uniform(1/6, 1/3)",Specific,LRP358,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1244,N1,LRP358,353.19800000000004,,,21.5875274,92.0650278,0.0,Specific,LRP358a,No Failures,0
1245,N1,LRP358a,353.298,,,21.586194100000004,92.0650278,0.0,Specific,LRP358b,No Failures,0
1246,N1,LRP358b,353.466,,,21.584833,92.06522220000001,0.0,Specific,LRP350a,No Failures,0
1247,N1,LRP350a,353.694,2.5,A,21.5830741250341,92.0657158465116,"Uniform(1/6, 1/3)",Specific,LRP359,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1248,N1,LRP359,354.19699999999995,,,21.5791938,92.06680490000001,0.0,Specific,LRP359a,No Failures,0
1249,N1,LRP359a,354.32599999999996,,,21.5769993,92.0697216,0.0,Specific,LRP351a,No Failures,0
1250,N1,LRP351a,354.739,12.4,A,21.5744075162901,92.0707446712247,"Uniform(0.25, 1)",Specific,LRP360,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1251,N1,LRP360,355.167,,,21.5717216,92.07180490000002,0.0,Specific,LRP360a,No Failures,0
1252,N1,LRP360a,355.861,,,21.564,92.0702493,0.0,Specific,LRP361,No Failures,0
1253,N1,LRP361,356.18699999999995,,,21.5629444,92.07002709999999,0.0,Specific,LRP352a,No Failures,0
1254,N1,LRP352a,356.261,9.5,A,21.5623201688888,92.0698139251851,"Uniform(1/6, 1/3)",Specific,LRP361a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1255,N1,LRP361a,356.32199999999995,,,21.5618056,92.0696382,0.0,Specific,LRP361b,No Failures,0
1256,N1,LRP361b,356.44300000000004,,,21.560833300000002,92.0692771,0.0,Specific,LRP353a,No Failures,0
1257,N1,LRP353a,356.517,4.8,A,21.5603042595174,92.0691476,"Uniform(1/6, 1/3)",Specific,LRP353b,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1258,N1,LRP353b,356.631,7.0,A,21.5594892512064,92.0689481,"Uniform(1/6, 1/3)",Specific,LRP362,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1259,N1,LRP362,357.189,,,21.5555,92.06797159999999,0.0,Specific,LRP354a,No Failures,0
1260,N1,LRP354a,357.264,46.0,A,21.5554256122448,92.0679503244898,"Uniform(0.25, 1)",Specific,LRP362a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1261,N1,LRP362a,357.385,,,21.5553056,92.067916,0.0,Specific,LRP362b,No Failures,0
1262,N1,LRP362b,357.43699999999995,,,21.554888899999998,92.06780490000001,0.0,Specific,LRP362c,No Failures,0
1263,N1,LRP362c,357.86,,,21.5484719,92.0670827,0.0,Specific,LRP362d,No Failures,0
1264,N1,LRP362d,357.906,,,21.548083,92.06702709999999,0.0,Specific,LRP354d,No Failures,0
1265,N1,LRP354d,358.03,44.6,C,21.5470666065573,92.0668953754098,"Uniform(0.25, 1)",Specific,LRP363,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1266,N1,LRP363,358.089,,,21.546583,92.0668327,0.0,Specific,LRP364,No Failures,0
1267,N1,LRP364,358.976,,,21.538332999999998,92.06397220000001,0.0,Specific,LRP365,No Failures,0
1268,N1,LRP365,359.99199999999996,,,21.5294993,92.0650278,0.0,Specific,LRP365a,No Failures,0
1269,N1,LRP365a,360.025,,,21.5283049,92.0650833,0.0,Specific,LRP365b,No Failures,0
1270,N1,LRP365b,360.23699999999997,,,21.5264716,92.0651944,0.0,Specific,LRP357a,No Failures,0
1271,N1,LRP357a,360.345,14.0,A,21.5255297395348,92.0653252244186,"Uniform(0.25, 1)",Specific,LRP357c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1272,N1,LRP357c,360.551,8.0,A,21.5237332279069,92.0655747598837,"Uniform(1/6, 1/3)",Specific,LRP365c,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1273,N1,LRP365c,360.58099999999996,,,21.5234716,92.0656111,0.0,Specific,LRP365d,No Failures,0
1274,N1,LRP365d,360.601,,,21.5233049,92.06563890000001,0.0,Specific,LRP365e,No Failures,0
1275,N1,LRP365e,360.74,,,21.5220827,92.06586109999999,0.0,sink_N1,LRP357d,No Failures,0
1276,N1,LRP357d,360.89,15.4,A,21.5207709407407,92.0661440629629,"Uniform(0.25, 1)",Specific,LRP366,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
1277,N1,LRP366,360.902,,,21.520666000000002,92.0661667,0.0,Specific,LRP357f,No Failures,0
1278,N1,LRP357f,361.043,5.0,A,21.5195088091891,92.0666746302702,"Uniform(1/6, 1/3)",Specific,LRP366a,Processing Time Based,Random.Exponential1*VARIABLERUNTIME
