,Unnamed: 0,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
258,258,N1,LRP105a,23.342671472,91.264485636,104.75299999999999,CHANSIRI BOXCUIVERT,14.3,A,LRP108,BridgesDelay
259,259,N1,LRP108,23.3390552,91.26722159999998,105.248,0,0.0,0,LRP108a,BlankProcess
260,260,N1,LRP108a,23.3360274,91.2700549,105.692,0,0.0,0,LRP108b,BlankProcess
261,261,N1,LRP108b,23.3357219,91.2703049,105.736,0,0.0,0,LRP108c,BlankProcess
262,262,N1,LRP108c,23.3347219,91.271166,105.879,0,0.0,0,LRP109,BlankProcess
263,263,N1,LRP109,23.3321938,91.2734716,106.248,0,0.0,0,LRP107a,BlankProcess
264,264,N1,LRP107a,23.330146232399997,91.2748792824,106.51899999999999,MIABAZAR BOX CULVERT,24.0,A,LRP110,BridgesDelay
265,265,N1,LRP110,23.3246382,91.278666,107.248,0,0.0,0,LRP110a,BlankProcess
266,266,N1,LRP110a,23.324166,91.2791104,107.321,0,0.0,0,LRP110b,BlankProcess
267,267,N1,LRP110b,23.3240827,91.279166,107.331,0,0.0,0,LRP109a,BlankProcess
268,268,N1,LRP109a,23.3180696869138,91.28308673217009,108.125,NOYA BAZER BOX CULVERT,9.2,A,LRP111,BridgesDelay
269,269,N1,LRP111,23.3171382,91.2836941,108.248,0,0.0,0,LRP111b,BlankProcess
270,270,N1,LRP111b,23.31475,91.2845552,108.537,0,0.0,0,LRP111c,BlankProcess
271,271,N1,LRP111c,23.3096389,91.2861386,109.135,0,0.0,0,LRP112,BlankProcess
272,272,N1,LRP112,23.3086944,91.2864163,109.248,0,0.0,0,LRP112a,BlankProcess
273,273,N1,LRP112a,23.30425,91.288583,109.795,0,0.0,0,LRP110c,BlankProcess
274,274,N1,LRP110c,23.303430645033103,91.28897703973509,109.897,DHARMA PUR SLAB CULVERT,2.6,B,LRP113,BridgesDelay
275,275,N1,LRP113,23.3006111,91.290333,110.248,0,0.0,0,LRP111a,BlankProcess
276,276,N1,LRP111a,23.2979675271676,91.2910141369942,110.551,LALGORE BEZER CULVERT,3.2,A,LRP113a,BridgesDelay
277,277,N1,LRP113a,23.296083,91.2914997,110.767,0,0.0,0,LRP113b,BlankProcess
278,278,N1,LRP113b,23.2959719,91.2915274,110.781,0,0.0,0,LRP114,BlankProcess
279,279,N1,LRP114,23.2919163,91.2922219,111.248,0,0.0,0,LRP114a,BlankProcess
280,280,N1,LRP114a,23.2876663,91.2936386,111.75,0,0.0,0,LRP115,BlankProcess
281,281,N1,LRP115,23.283583,91.2952219,112.248,0,0.0,0,LRP115a,BlankProcess
282,282,N1,LRP115a,23.2787216,91.3002778,113.022,0,0.0,0,LRP116,BlankProcess
283,283,N1,LRP116,23.2768882,91.3011944,113.248,0,0.0,0,LRP117,BlankProcess
284,284,N1,LRP117,23.2686382,91.3049722,114.248,0,0.0,0,LRP117b,BlankProcess
285,285,N1,LRP117b,23.2654444,91.3064444,114.641,0,0.0,0,LRP117c,BlankProcess
286,286,N1,LRP117c,23.2636667,91.30675,114.844,0,0.0,0,LRP116a,BlankProcess
287,287,N1,LRP116a,23.2618360940594,91.3070217386138,115.052,RANGAMATIA (1) BOX CULVERT,3.0,B,LRP118,BridgesDelay
288,288,N1,LRP118,23.2601111,91.3072778,115.248,0,0.0,0,LRP116b,BlankProcess
289,289,N1,LRP116b,23.25941665,91.3073611,115.32600000000001,RANGOWATIA 2 CULVERT,3.0,B,LRP116c,BridgesDelay
290,290,N1,LRP116c,23.257642977488103,91.3076156494075,115.525,NOWA PARA BOX CULVERT,3.6,B,LRP117a,BridgesDelay
291,291,N1,LRP117a,23.2527463398104,91.30839264052129,116.074,HARISHARDE CULVERT,4.5,B,LRP119,BridgesDelay
292,292,N1,LRP119,23.2511944,91.3086389,116.248,0,0.0,0,LRP119b,BlankProcess
293,293,N1,LRP119b,23.248333,91.3098056,116.608,0,0.0,0,LRP119c,BlankProcess
294,294,N1,LRP119c,23.2481663,91.3098889,116.631,0,0.0,0,LRP119d,BlankProcess
295,295,N1,LRP119d,23.2452774,91.3110556,116.978,0,0.0,0,LRP118a,BlankProcess
296,296,N1,LRP118a,23.2443915125925,91.3114032292592,117.087,SONAGATI BOX CULVERT,2.5,B,LRP120,BridgesDelay
297,297,N1,LRP120,23.243083,91.3119167,117.248,0,0.0,0,LRP118b,BlankProcess
298,298,N1,LRP118b,23.2429040619631,91.31197395398769,117.26899999999999,BALUJURI BOX CULVERT,19.2,B,LRP120a,BridgesDelay
299,299,N1,LRP120a,23.241694100000004,91.3123611,117.411,0,0.0,0,LRP118d,BlankProcess
300,300,N1,LRP118d,23.239792030966896,91.31257408604651,117.62700000000001,BALUZURI 2 CULVERT,2.6,A,LRP119a,BridgesDelay
301,301,N1,LRP119a,23.236075951652303,91.31299019767441,118.04899999999999,KALIR BAZAR BOX CULVERT,2.5,A,LRP120b,BridgesDelay
302,302,N1,LRP120b,23.2344997,91.3131667,118.228,0,0.0,0,LRP121,BlankProcess
303,303,N1,LRP121,23.2343052,91.3131667,118.248,0,0.0,0,LRP121a,BlankProcess
304,304,N1,LRP121a,23.231499300000007,91.3132222,118.563,0,0.0,0,LRP122,BlankProcess
305,305,N1,LRP122,23.2253882,91.3135833,119.248,0,0.0,0,LRP122b,BlankProcess
306,306,N1,LRP122b,23.2184993,91.3143889,120.026,0,0.0,0,LRP123,BlankProcess
307,307,N1,LRP123,23.2165556,91.3149167,120.248,0,0.0,0,LRP121b,BlankProcess
308,308,N1,LRP121b,23.213195572144798,91.3153497403899,120.634,HAYDAR POLE BOX CULVERT,14.3,B,LRP124,BridgesDelay
309,309,N1,LRP124,23.2078889,91.3159722,121.248,0,0.0,0,LRP122a,BlankProcess
310,310,N1,LRP122a,23.205038628793698,91.3163167282749,121.56700000000001,FALGUNCORA CULVERT,6.1,A,LRP124a,BridgesDelay
311,311,N1,LRP124a,23.201,91.3168049,122.019,0,0.0,0,LRP125,BlankProcess
312,312,N1,LRP125,23.1990274,91.31705490000002,122.248,0,0.0,0,LRP123a,BlankProcess
313,313,N1,LRP123a,23.1961887953757,91.3176705069364,122.603,ATTOCK GRAM BOX CULVERT,6.1,A,LRP126,BridgesDelay
314,314,N1,LRP126,23.1909997,91.3192493,123.248,0,0.0,0,LRP126a,BlankProcess
315,315,N1,LRP126a,23.1866941,91.3212493,123.771,0,0.0,0,LRP126b,BlankProcess
316,316,N1,LRP126b,23.1866108,91.3212771,123.783,0,0.0,0,LRP127,BlankProcess
317,317,N1,LRP127,23.1826382,91.3210827,124.248,0,0.0,0,LRP125a,BlankProcess
318,318,N1,LRP125a,23.181795814983698,91.3208787514658,124.346,BASHONTA PUR (2),9.5,B,LRP127a,BridgesDelay
319,319,N1,LRP127a,23.1773604,91.3198049,124.862,0,0.0,0,LRP128,BlankProcess
320,320,N1,LRP128,23.172916,91.3205271,125.377,0,0.0,0,LRP128b,BlankProcess
321,321,N1,LRP128b,23.1680549,91.3213604,125.937,0,0.0,0,LRP129,BlankProcess
322,322,N1,LRP129,23.1641389,91.3214993,126.377,0,0.0,0,LRP129a,BlankProcess
323,323,N1,LRP129a,23.1571667,91.3224993,127.169,0,0.0,0,LRP130,BlankProcess
324,324,N1,LRP130,23.1554167,91.3232771,127.377,0,0.0,0,LRP128a,BlankProcess
325,325,N1,LRP128a,23.1527364949367,91.3243178772152,127.67299999999999,DIMATOLI (1) BOX CULVERT,6.3,B,LRP130a,BridgesDelay
326,326,N1,LRP130a,23.1496941,91.3254993,128.009,0,0.0,0,LRP130b,BlankProcess
327,327,N1,LRP130b,23.1480274,91.3264993,128.278,0,0.0,0,LRP131,BlankProcess
328,328,N1,LRP131,23.1471663,91.3266938,128.377,0,0.0,0,LRP132,BlankProcess
329,329,N1,LRP132,23.1382219,91.3263049,129.377,0,0.0,0,LRP131a,BlankProcess
330,330,N1,LRP131a,23.1332639685968,91.327546416481,129.955,JAGOT PUR BOX CULVERT,3.0,B,LRP133,BridgesDelay
331,331,N1,LRP133,23.1295827,91.3284993,130.377,0,0.0,0,LRP131b,BlankProcess
332,332,N1,LRP131b,23.125236357777702,91.3303863688888,130.912,HASO BOTHACH BOX CULVERT,6.5,A,LRP133b,BridgesDelay
333,333,N1,LRP133b,23.1234993,91.3311382,131.122,0,0.0,0,LRP134,BlankProcess
334,334,N1,LRP134,23.1213327,91.33205490000002,131.377,0,0.0,0,LRP132a,BlankProcess
335,335,N1,LRP132a,23.1196973774193,91.3328165129032,131.577,FOKIR BAZAR SLAB CULVERT,4.5,B,LRP135,BridgesDelay
336,336,N1,LRP135,23.1191382,91.3330827,131.653,0,0.0,0,LRP133a,BlankProcess
337,337,N1,LRP133a,23.1158251554,91.335094485,132.079,KAKKARA CULVERT,5.3,B,LRP136,BridgesDelay
338,338,N1,LRP136,23.1113611,91.3378052,132.653,0,0.0,0,LRP136a,BlankProcess
339,339,N1,LRP136a,23.110805600000006,91.3381386,132.72799999999998,0,0.0,0,LRP134a,BlankProcess
340,340,N1,LRP134a,23.1074284451388,91.34004954361109,133.155,Chanara Box Culvert,6.1,A,LRP136b,BridgesDelay
341,341,N1,LRP136b,23.1051111,91.3413608,133.44799999999998,0,0.0,0,LRP137,BlankProcess
342,342,N1,LRP137,23.1035,91.3422497,133.653,0,0.0,0,LRP135a,BlankProcess
343,343,N1,LRP135a,23.101756320652104,91.343162998913,133.873,CHANGARPULL(II) BOX CULVERT,3.1,B,LRP137a,BridgesDelay
344,344,N1,LRP137a,23.1005833,91.3437774,134.02100000000002,0,0.0,0,LRP135b,BlankProcess
345,345,N1,LRP135b,23.097351252727197,91.3454956309091,134.42600000000002,ADONCORA,9.5,B,LRP137b,BridgesDelay
346,346,N1,LRP137b,23.0961941,91.3461108,134.571,0,0.0,0,LRP138,BlankProcess
347,347,N1,LRP138,23.095583,91.3464441,134.653,0,0.0,0,LRP138a,BlankProcess
348,348,N1,LRP138a,23.0901108,91.3494163,135.341,0,0.0,0,LRP139,BlankProcess
349,349,N1,LRP139,23.0876108,91.35088890000002,135.653,0,0.0,0,LRP136c,BlankProcess
350,350,N1,LRP136c,23.0870753710144,91.3512101492753,135.72299999999998,FOEALTPARA BOX CULVERT,9.25,B,LRP139a,BridgesDelay
351,351,N1,LRP139a,23.0849719,91.3524722,135.998,0,0.0,0,LRP139b,BlankProcess
352,352,N1,LRP139b,23.0808049,91.3548611,136.525,0,0.0,0,LRP139c,BlankProcess
353,353,N1,LRP139c,23.0806938,91.3549444,136.542,0,0.0,0,LRP140,BlankProcess
354,354,N1,LRP140,23.0792493,91.3558333,136.735,0,0.0,0,LRP141,BlankProcess
355,355,N1,LRP141,23.0712493,91.3599722,137.735,0,0.0,0,LRP141a,BlankProcess
356,356,N1,LRP141a,23.0688604,91.3607222,138.01,0,0.0,0,LRP141b,BlankProcess
357,357,N1,LRP141b,23.0636944,91.3616389,138.621,0,0.0,0,LRP142,BlankProcess
358,358,N1,LRP142,23.063527800000006,91.3616389,138.639,0,0.0,0,LRP142a,BlankProcess
359,359,N1,LRP142a,23.0614722,91.3616667,138.869,0,0.0,0,LRP140a,BlankProcess
360,360,N1,LRP140a,23.060747333333303,91.36186246190469,138.953,MOHAMMAD ALI MAZAR,4.0,B,LRP143,BridgesDelay
361,361,N1,LRP143,23.0538611,91.3637222,139.751,0,0.0,0,LRP144,BlankProcess
362,362,N1,LRP144,23.0449719,91.3653611,140.77200000000005,0,0.0,0,LRP144a,BlankProcess
363,363,N1,LRP144a,23.0427774,91.3654444,140.968,0,0.0,0,LRP144b,BlankProcess
364,364,N1,LRP144b,23.0398052,91.3656111,141.304,0,0.0,0,LRP145,BlankProcess
365,365,N1,LRP145,23.0360274,91.36575,141.77200000000005,0,0.0,0,LRP145a,BlankProcess
366,366,N1,LRP145a,23.029416,91.3656389,142.507,0,0.0,0,LRP143a,BlankProcess
367,367,N1,LRP143a,23.0269801170731,91.3655004839721,142.793,DEBIPUR SLAB CULVERT,1.6,A,LRP146,BridgesDelay
368,368,N1,LRP146,23.026971600000003,91.3655,142.79399999999995,0,0.0,0,LRP146a,BlankProcess
369,369,N1,LRP146a,23.0248327,91.3655278,143.034,0,0.0,0,LRP147,BlankProcess
370,370,N1,LRP147,23.0193604,91.3697771,143.795,0,0.0,0,LRP147a,BlankProcess
371,371,N1,LRP147a,23.0185271,91.3708327,143.946,0,0.0,0,LRP147b,BlankProcess
372,372,N1,LRP147b,23.014083300000006,91.3759716,144.67,0,0.0,0,LRP148,BlankProcess
373,373,N1,LRP148,23.0132778,91.3769438,144.795,0,0.0,0,LRP148a,BlankProcess
374,374,N1,LRP148a,23.0095556,91.3813604,145.409,0,0.0,0,LRP150,BlankProcess
375,375,N1,LRP150,23.0018889,91.3920552,146.816,0,0.0,0,LRP151,BlankProcess
376,376,N1,LRP151,22.996388600000003,91.3998052,147.816,0,0.0,0,LRP151a,BlankProcess
377,377,N1,LRP151a,22.9961941,91.4005,147.901,0,0.0,0,LRP151b,BlankProcess
378,378,N1,LRP151b,22.9960552,91.4006667,147.924,0,0.0,0,LRP149a,BlankProcess
379,379,N1,LRP149a,22.9947280792802,91.4022894900763,148.151,RAMPUR BRIDGE,23.4,A,LRP149c,BridgesDelay
380,380,N1,LRP149c,22.992716935986902,91.4047486961832,148.495,.,1.9,A,LRP152,BridgesDelay
381,381,N1,LRP152,22.9906941,91.4072222,148.841,0,0.0,0,LRP152a,BlankProcess
382,382,N1,LRP152a,22.9877774,91.41,149.289,0,0.0,0,LRP152b,BlankProcess
383,383,N1,LRP152b,22.985888600000006,91.4120556,149.585,0,0.0,0,LRP153,BlankProcess
384,384,N1,LRP153,22.9842219,91.4137222,149.841,0,0.0,0,LRP154,BlankProcess
385,385,N1,LRP154,22.9774438,91.4205827,150.892,0,0.0,0,LRP155,BlankProcess
386,386,N1,LRP155,22.9711382,91.4273882,151.892,0,0.0,0,LRP156,BlankProcess
387,387,N1,LRP156,22.9663333,91.4356108,152.892,0,0.0,0,LRP156a,BlankProcess
388,388,N1,LRP156a,22.9624167,91.4416941,153.672,0,0.0,0,LRP156b,BlankProcess
389,389,N1,LRP156b,22.9618056,91.4424997,153.781,0,0.0,0,LRP155a,BlankProcess
390,390,N1,LRP155a,22.961448736936898,91.44299620270269,153.843,LAMUA BRIDGE,94.05,B,LRP157,BridgesDelay
391,391,N1,LRP157,22.9611667,91.4433886,153.892,0,0.0,0,LRP158,BlankProcess
392,392,N1,LRP158,22.9561389,91.4517778,154.935,0,0.0,0,LRP159,BlankProcess
393,393,N1,LRP159,22.9514444,91.4600278,155.935,0,0.0,0,LRP160,BlankProcess
394,394,N1,LRP160,22.9479997,91.4689993,156.947,0,0.0,0,LRP160a,BlankProcess
395,395,N1,LRP160a,22.9483608,91.4761382,157.685,0,0.0,0,LRP161,BlankProcess
396,396,N1,LRP161,22.9484997,91.4786938,157.947,0,0.0,0,LRP159a,BlankProcess
397,397,N1,LRP159a,22.948603866666602,91.4794993833333,158.031,FAZAILPUR BOXCULVERT,1.5,A,LRP162,BridgesDelay
398,398,N1,LRP162,22.9497497,91.4883608,158.955,0,0.0,0,LRP163,BlankProcess
399,399,N1,LRP163,22.9497774,91.4980274,159.955,0,0.0,0,LRP163a,BlankProcess
400,400,N1,LRP163a,22.9496663,91.5007778,160.243,0,0.0,0,LRP161a,BlankProcess
401,401,N1,LRP161a,22.9496126090047,91.502066899526,160.379,MUHURI BRIDGE,191.5,B,LRP163b,BridgesDelay
402,402,N1,LRP163b,22.949583,91.5027778,160.454,0,0.0,0,LRP164,BlankProcess
403,403,N1,LRP164,22.9482774,91.50725,160.963,0,0.0,0,LRP164a,BlankProcess
404,404,N1,LRP164a,22.943944100000003,91.5108611,161.582,0,0.0,0,LRP165,BlankProcess
405,405,N1,LRP165,22.940833,91.5124444,161.963,0,0.0,0,LRP166,BlankProcess
406,406,N1,LRP166,22.9329716,91.51722159999998,162.963,0,0.0,0,LRP167,BlankProcess
407,407,N1,LRP167,22.9248882,91.5213327,163.963,0,0.0,0,LRP168,BlankProcess
408,408,N1,LRP168,22.9167216,91.5253882,164.963,0,0.0,0,LRP168a,BlankProcess
409,409,N1,LRP168a,22.9156667,91.5259438,165.097,0,0.0,0,LRP166a,BlankProcess
410,410,N1,LRP166a,22.9149647061403,91.5262895350877,165.183,DumGhat Bridge(L),222.43,A,LRP168b,BridgesDelay
411,411,N1,LRP168b,22.9138056,91.5268604,165.325,0,0.0,0,LRP166c,BlankProcess
412,412,N1,LRP166c,22.9097128884012,91.5289285034482,165.825,BUMGAT BOXCULVERT,6.1,A,LRP169,BridgesDelay
413,413,N1,LRP169,22.9085833,91.5294993,165.963,0,0.0,0,LRP169a,BlankProcess
414,414,N1,LRP169a,22.9046667,91.5314438,166.42700000000005,0,0.0,0,LRP167a,BlankProcess
415,415,N1,LRP167a,22.9042462955223,91.5316297776119,166.479,BOROYAR PARA SLUB CULVERT,3.0,A,LRP170,BridgesDelay
416,416,N1,LRP170,22.9003333,91.5333608,166.963,0,0.0,0,LRP170a,BlankProcess
417,417,N1,LRP170a,22.899444100000004,91.5336108,167.046,0,0.0,0,LRP170b,BlankProcess
418,418,N1,LRP170b,22.8939997,91.5346941,167.683,0,0.0,0,LRP170c,BlankProcess
419,419,N1,LRP170c,22.8929719,91.5350274,167.796,0,0.0,0,LRP170d,BlankProcess
420,420,N1,LRP170d,22.8921663,91.5353052,167.9,0,0.0,0,LRP171,BlankProcess
421,421,N1,LRP171,22.891638600000004,91.5354719,167.963,0,0.0,0,LRP172,BlankProcess
422,422,N1,LRP172,22.8829993,91.5381663,168.963,0,0.0,0,LRP171a,BlankProcess
423,423,N1,LRP171a,22.874698694117605,91.54088366470579,169.933,UTTOR SONAPAR BOX CULVERT,4.3,A,LRP173,BridgesDelay
424,424,N1,LRP173,22.8744438,91.5409719,169.963,0,0.0,0,LRP173a,BlankProcess
425,425,N1,LRP173a,22.8731382,91.5414441,170.125,0,0.0,0,LRP171b,BlankProcess
426,426,N1,LRP171b,22.872722034892,91.54159587661871,170.174,CHAIRMEN BARI BOX CULVERT,2.0,A,LRP173b,BridgesDelay
427,427,N1,LRP173b,22.868416,91.5431663,170.68099999999995,0,0.0,0,LRP171c,BlankProcess
428,428,N1,LRP171c,22.8680563702127,91.5432963340425,170.725,MADDAM SONAPAR(1) BOX CULVERT,1.5,A,LRP174,BridgesDelay
429,429,N1,LRP174,22.8661111,91.5439997,170.963,0,0.0,0,LRP174a,BlankProcess
430,430,N1,LRP174a,22.861117723107572,91.54512584501991,171.53900000000004,0,0.0,0,LRP172a,BlankProcess
431,431,N1,LRP172a,22.8609876872509,91.54515517171309,171.554,DHARBAR TILA CULVERT,4.3,A,LRP172b,BridgesDelay
432,432,N1,LRP172b,22.859484788259103,91.5454799987854,171.72799999999998,MADDUM SONAPHAR-3,2.0,A,LRP175,BridgesDelay
433,433,N1,LRP175,22.8575556,91.5456386,171.963,0,0.0,0,LRP176,BlankProcess
434,434,N1,LRP176,22.8486663,91.5463608,172.963,0,0.0,0,LRP176b,BlankProcess
435,435,N1,LRP176b,22.8484441,91.5464163,172.99,0,0.0,0,LRP174b,BlankProcess
436,436,N1,LRP174b,22.8453914894736,91.54746892105258,173.35,MUSTAU NOGAR(2),3.0,A,LRP176c,BridgesDelay
437,437,N1,LRP176c,22.8452219,91.5475274,173.37,0,0.0,0,LRP174c,BlankProcess
438,438,N1,LRP174c,22.8434551375,91.54814955625,173.585,MASTARI HAGOR 3 CULVERT,1.5,A,LRP176d,BridgesDelay
439,439,N1,LRP176d,22.8432497,91.5482219,173.61,0,0.0,0,LRP175a,BlankProcess
440,440,N1,LRP175a,22.8410943334277,91.5488096951841,173.859,MUSTAN NAGAR -4,3.0,A,LRP177,BridgesDelay
441,441,N1,LRP177,22.8401941,91.5490552,173.963,0,0.0,0,LRP177a,BlankProcess
442,442,N1,LRP177a,22.8372497,91.5492497,174.27700000000004,0,0.0,0,LRP175b,BlankProcess
443,443,N1,LRP175b,22.8327467692419,91.55010350145771,174.804,RAIPUR BOX CUL-1,3.0,A,LRP178,BridgesDelay
444,444,N1,LRP178,22.8313882,91.5503611,174.963,0,0.0,0,LRP176a,BlankProcess
445,445,N1,LRP176a,22.8309613422018,91.5505028545871,175.013,RAIPUR (2) BOX CULVERT,4.5,A,LRP178a,BridgesDelay
446,446,N1,LRP178a,22.8239438,91.5528333,175.835,0,0.0,0,LRP179,BlankProcess
447,447,N1,LRP179,22.8228049,91.5531389,175.963,0,0.0,0,LRP180,BlankProcess
448,448,N1,LRP180,22.8141389,91.5555833,176.963,0,0.0,0,LRP179a,BlankProcess
449,449,N1,LRP179a,22.811563437647,91.5562562129411,177.247,MUCHIPOOL CULVERT,9.5,B,LRP180a,BridgesDelay
450,450,N1,LRP180a,22.8110556,91.5563889,177.303,0,0.0,0,LRP180b,BlankProcess
451,451,N1,LRP180b,22.808000000000003,91.5579167,177.709,0,0.0,0,LRP180c,BlankProcess
452,452,N1,LRP180c,22.8059722,91.5589167,177.96099999999996,0,0.0,0,LRP181,BlankProcess
453,453,N1,LRP181,22.8059444,91.5589167,177.963,0,0.0,0,LRP181a,BlankProcess
454,454,N1,LRP181a,22.8045833,91.5591111,178.118,0,0.0,0,LRP182,BlankProcess
455,455,N1,LRP182,22.7974719,91.56136109999998,178.963,0,0.0,0,LRP182a,BlankProcess
456,456,N1,LRP182a,22.7934163,91.5633333,179.456,0,0.0,0,LRP182b,BlankProcess
457,457,N1,LRP182b,22.7896108,91.5654444,179.928,0,0.0,0,LRP183,BlankProcess
458,458,N1,LRP183,22.7893608,91.5655833,179.963,0,0.0,0,LRP183a,BlankProcess
459,459,N1,LRP183a,22.7813327,91.5695271,180.957,0,0.0,0,LRP184,BlankProcess
460,460,N1,LRP184,22.7812216,91.5695827,180.963,0,0.0,0,LRP184b,BlankProcess
461,461,N1,LRP184b,22.7771104,91.5713327,181.46400000000003,0,0.0,0,LRP183b,BlankProcess
462,462,N1,LRP183b,22.774197091999998,91.57287375199991,181.825,Mirsorai(2) box culvert,6.0,A,LRP184c,BridgesDelay
463,463,N1,LRP184c,22.7732771,91.5733604,181.939,0,0.0,0,LRP185,BlankProcess
464,464,N1,LRP185,22.7730271,91.5734716,181.963,0,0.0,0,LRP184a,BlankProcess
465,465,N1,LRP184a,22.770251666097998,91.5750905211087,182.31799999999998,IANAINIPOL BOX CULVERT.,9.7,A,LRP185a,BridgesDelay
466,466,N1,LRP185a,22.7693604,91.5756104,182.432,0,0.0,0,LRP185b,BlankProcess
467,467,N1,LRP185b,22.7661944,91.5779993,182.43400000000003,0,0.0,0,LRP186,BlankProcess
468,468,N1,LRP186,22.7654722,91.5785549,182.963,0,0.0,0,LRP186a,BlankProcess
469,469,N1,LRP186a,22.7621944,91.5811382,183.416,0,0.0,0,LRP187,BlankProcess
470,470,N1,LRP187,22.758527800000003,91.5845274,183.963,0,0.0,0,LRP188,BlankProcess
471,471,N1,LRP188,22.7513333,91.5903608,184.963,0,0.0,0,LRP187a,BlankProcess
472,472,N1,LRP187a,22.750639349568896,91.5908840370689,185.058,VARTAGIA BOX CULVERT,3.0,A,LRP188a,BridgesDelay
473,473,N1,LRP188a,22.749638600000004,91.5916386,185.195,0,0.0,0,LRP187b,BlankProcess
474,474,N1,LRP187b,22.7445136523437,91.59439989153641,185.842,BOTHAGIA (-3) BOX CULVERT,8.1,B,LRP189,BridgesDelay
475,475,N1,LRP189,22.7435552,91.5949163,185.963,0,0.0,0,LRP189a,BlankProcess
476,476,N1,LRP189a,22.7433052,91.5950274,185.995,0,0.0,0,LRP190,BlankProcess
477,477,N1,LRP190,22.7349997,91.5979441,186.963,0,0.0,0,LRP191,BlankProcess
478,478,N1,LRP191,22.7263882,91.6007778,187.963,0,0.0,0,LRP190a,BlankProcess
479,479,N1,LRP190a,22.723316755473,91.6024331404452,188.35,NIAZAMPUR BOX CULVERT,3.0,A,LRP192,BridgesDelay
480,480,N1,LRP192,22.7185549,91.6053056,188.963,0,0.0,0,LRP191a,BlankProcess
481,481,N1,LRP191a,22.7178243865384,91.6057623307692,189.058,MIRJAPUR BOX CULVERT,3.0,A,LRP191b,BridgesDelay
482,482,N1,LRP191b,22.7172707342307,91.60610848461529,189.13,MIRZAPUR (2) BOX CULVERT,3.0,A,LRP192a,BridgesDelay
483,483,N1,LRP192a,22.7165556,91.6065556,189.223,0,0.0,0,LRP192b,BlankProcess
484,484,N1,LRP192b,22.716,91.6069167,189.298,0,0.0,0,LRP193,BlankProcess
485,485,N1,LRP193,22.7143889,91.6079444,189.513,0,0.0,0,LRP191c,BlankProcess
486,486,N1,LRP191c,22.713872738281196,91.6082352218749,189.58,ISAMATI BOX CULVERT,19.2,C,LRP193a,BridgesDelay
487,487,N1,LRP193a,22.7124167,91.6090556,189.769,0,0.0,0,LRP193b,BlankProcess
488,488,N1,LRP193b,22.7076111,91.6118056,190.376,0,0.0,0,LRP194,BlankProcess
489,489,N1,LRP194,22.7065556,91.6123611,190.513,0,0.0,0,LRP194a,BlankProcess
490,490,N1,LRP194a,22.706,91.6126944,190.581,0,0.0,0,LRP194b,BlankProcess
491,491,N1,LRP194b,22.7033056,91.6142222,190.923,0,0.0,0,LRP194c,BlankProcess
492,492,N1,LRP194c,22.7002222,91.6157778,191.304,0,0.0,0,LRP195,BlankProcess
493,493,N1,LRP195,22.6984997,91.616666,191.524,0,0.0,0,LRP195a,BlankProcess
494,494,N1,LRP195a,22.6919719,91.6198604,192.308,0,0.0,0,LRP196,BlankProcess
495,495,N1,LRP196,22.6904163,91.6205271,192.524,0,0.0,0,LRP196a,BlankProcess
496,496,N1,LRP196a,22.689583,91.6208327,192.622,0,0.0,0,LRP196b,BlankProcess
497,497,N1,LRP196b,22.685083,91.6228327,193.166,0,0.0,0,LRP197,BlankProcess
498,498,N1,LRP197,22.6825549,91.6241938,193.483,0,0.0,0,LRP197a,BlankProcess
499,499,N1,LRP197a,22.6769438,91.6268327,194.153,0,0.0,0,LRP198,BlankProcess
500,500,N1,LRP198,22.6743049,91.6277493,194.483,0,0.0,0,LRP198b,BlankProcess
501,501,N1,LRP198b,22.6722493,91.6285271,194.734,0,0.0,0,LRP198c,BlankProcess
502,502,N1,LRP198c,22.6678604,91.6301104,195.24,0,0.0,0,LRP197b,BlankProcess
503,503,N1,LRP197b,22.6657838981081,91.6311293581081,195.50099999999998,MIRJA PUR (3) BOX CULVERT,3.0,A,LRP199,BridgesDelay
504,504,N1,LRP199,22.6649167,91.6315549,195.61,0,0.0,0,LRP198a,BlankProcess
505,505,N1,LRP198a,22.6615956814814,91.6335257425926,196.03799999999998,SATU DURUAR HAT BOX CULVERT,3.0,A,LRP199b,BridgesDelay
506,506,N1,LRP199b,22.6596667,91.6347219,196.288,0,0.0,0,LRP200,BlankProcess
507,507,N1,LRP200,22.6571389,91.636333,196.61,0,0.0,0,LRP199a,BlankProcess
508,508,N1,LRP199a,22.6547124294117,91.63792617647051,196.925,RONA SORA CULVERT,3.1,A,LRP200a,BridgesDelay
509,509,N1,LRP200a,22.6543889,91.6381386,196.967,0,0.0,0,LRP200b,BlankProcess
510,510,N1,LRP200b,22.652777800000006,91.6391663,197.176,0,0.0,0,LRP201,BlankProcess
511,511,N1,LRP201,22.6494997,91.640833,197.587,0,0.0,0,LRP199c,BlankProcess
512,512,N1,LRP199c,22.647456111231104,91.64191711706259,197.84599999999998,BOTTOL BOX CULVERT,12.4,A,LRP201b,BridgesDelay
513,513,N1,LRP201b,22.6452774,91.6430552,198.117,0,0.0,0,LRP202,BlankProcess
514,514,N1,LRP202,22.641583,91.6451108,198.587,0,0.0,0,LRP201a,BlankProcess
