,Unnamed: 0,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
515,515,N1,LRP201a,22.636096590965,91.64820924065701,199.27900000000002,KACHAI PATH BOX CULVERT,3.0,A,LRP203,BridgesDelay
516,516,N1,LRP203,22.6330827,91.649833,199.648,0,0.0,0,LRP203a,BlankProcess
517,517,N1,LRP203a,22.6320271,91.6503889,199.783,0,0.0,0,LRP202a,BlankProcess
518,518,N1,LRP202a,22.628166635294104,91.6527578258312,200.27700000000002,EGOL PUR BOX CULVERT,3.0,A,LRP203b,BridgesDelay
519,519,N1,LRP203b,22.625916,91.6541389,200.565,0,0.0,0,LRP202b,BlankProcess
520,520,N1,LRP202b,22.6258323373493,91.6541857554217,200.575,UTTOR SITAKONDO BAZAR BOX CULVERT,6.1,B,LRP204,BridgesDelay
521,521,N1,LRP204,22.625221600000003,91.6545278,200.648,0,0.0,0,LRP204b,BlankProcess
522,522,N1,LRP204b,22.6206938,91.6563611,201.2,0,0.0,0,LRP204c,BlankProcess
523,523,N1,LRP204c,22.6194993,91.6568889,201.363,0,0.0,0,LRP204d,BlankProcess
524,524,N1,LRP204d,22.6180271,91.6578333,201.383,0,0.0,0,LRP204f,BlankProcess
525,525,N1,LRP204f,22.6175271,91.65825,201.636,0,0.0,0,LRP205,BlankProcess
526,526,N1,LRP205,22.616971600000007,91.65875,201.727,0,0.0,0,LRP204a,BlankProcess
527,527,N1,LRP204a,22.614989968627402,91.66026705032681,201.99900000000002,PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,LRP205b,BridgesDelay
528,528,N1,LRP205b,22.6123889,91.6622222,202.355,0,0.0,0,LRP205a,BlankProcess
529,529,N1,LRP205a,22.6117556741935,91.66256867311822,202.435,MADICAL MORE CULVERT,3.0,A,LRP206,BridgesDelay
530,530,N1,LRP206,22.6094444,91.6638333,202.727,0,0.0,0,LRP206a,BlankProcess
531,531,N1,LRP206a,22.6088889,91.6641111,202.799,0,0.0,0,LRP206b,BlankProcess
532,532,N1,LRP206b,22.6023506949579,91.66833673361342,203.65099999999998,KALIAVA BOX CULVERT,4.5,B,LRP207,BridgesDelay
533,533,N1,LRP207,22.6015833,91.6688327,203.751,0,0.0,0,LRP207a,BlankProcess
534,534,N1,LRP207a,22.601,91.6692771,203.881,0,0.0,0,LRP207b,BlankProcess
535,535,N1,LRP207b,22.6000556,91.6699438,203.996,0,0.0,0,LRP207c,BlankProcess
536,536,N1,LRP207c,22.599444100000003,91.6703049,204.045,0,0.0,0,LRP206c,BlankProcess
537,537,N1,LRP206c,22.597166576651897,91.671819207489,204.342,SKM BOX CULVERT(1),9.3,B,LRP207d,BridgesDelay
538,538,N1,LRP207d,22.5942219,91.6737771,204.726,0,0.0,0,LRP208,BlankProcess
539,539,N1,LRP208,22.5939997,91.6738327,204.751,0,0.0,0,LRP208a,BlankProcess
540,540,N1,LRP208a,22.5907497,91.6754716,205.159,0,0.0,0,LRP209,BlankProcess
541,541,N1,LRP209,22.584583,91.6780827,205.916,0,0.0,0,LRP209a,BlankProcess
542,542,N1,LRP209a,22.5836663,91.6784716,206.033,0,0.0,0,LRP209b,BlankProcess
543,543,N1,LRP209b,22.5834997,91.6785827,206.05900000000003,0,0.0,0,LRP208d,BlankProcess
544,544,N1,LRP208d,22.5815086746355,91.67953904139941,206.3,BAROGINDO CULVERT,2.5,A,LRP209c,BridgesDelay
545,545,N1,LRP209c,22.580666,91.6799438,206.402,0,0.0,0,LRP209d,BlankProcess
546,546,N1,LRP209d,22.5779438,91.6811382,206.733,0,0.0,0,LRP210,BlankProcess
547,547,N1,LRP210,22.5763604,91.68180490000002,206.916,0,0.0,0,LRP210a,BlankProcess
548,548,N1,LRP210a,22.5702905930578,91.6840096656198,207.64,PHPMORE BON CULVERT,3.0,A,LRP210b,BridgesDelay
549,549,N1,LRP210b,22.5679968064462,91.6846866604958,207.91299999999998,CHARA KANDI BOX CULVERT,8.2,A,LRP211,BridgesDelay
550,550,N1,LRP211,22.5679716,91.6846941,207.916,0,0.0,0,LRP210d,BlankProcess
551,551,N1,LRP210d,22.5664212916363,91.6851826636363,208.1,R. R TEXTAIL BOX CULVERT,4.5,A,LRP211b,BridgesDelay
552,552,N1,LRP211b,22.5641389,91.6859163,208.36900000000003,0,0.0,0,LRP211c,BlankProcess
553,553,N1,LRP211c,22.564,91.6859441,208.383,0,0.0,0,LRP211d,BlankProcess
554,554,N1,LRP211d,22.5624722,91.6863608,208.6,0,0.0,0,LRP212,BlankProcess
555,555,N1,LRP212,22.5594444,91.6872219,208.916,0,0.0,0,LRP211a,BlankProcess
556,556,N1,LRP211a,22.558521086261898,91.687506242492,209.024,OHIDPUR BOX CULVERT,4.1,A,LRP212a,BridgesDelay
557,557,N1,LRP212a,22.554331977635698,91.6887963149094,209.514,BARSH BARIA BRIDGE,21.6,B,LRP213,BridgesDelay
558,558,N1,LRP213,22.5514167,91.6896941,209.855,0,0.0,0,LRP213a,BlankProcess
559,559,N1,LRP213a,22.5503056,91.6902774,209.999,0,0.0,0,LRP213b,BlankProcess
560,560,N1,LRP213b,22.5444897756363,91.6941310785454,210.77599999999998,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,LRP214,BridgesDelay
561,561,N1,LRP214,22.5438886,91.6945274,210.855,0,0.0,0,LRP214a,BlankProcess
562,562,N1,LRP214a,22.5390300234693,91.69654527448981,211.433,SOTTANA MONDIR CULVERT,8.2,A,LRP215,BridgesDelay
563,563,N1,LRP215,22.5354997,91.6979441,211.856,0,0.0,0,LRP215a,BlankProcess
564,564,N1,LRP215a,22.5303678038461,91.7004641228571,212.483,GULAM JUTE MILE BOX CULVERT,3.0,A,LRP216,BridgesDelay
565,565,N1,LRP216,22.5273049,91.7019444,212.856,0,0.0,0,LRP215b,BlankProcess
566,566,N1,LRP215b,22.522935916718897,91.7038366163009,213.386,KYSTELGATE ARCH,16.3,B,LRP216a,BridgesDelay
567,567,N1,LRP216a,22.519416,91.7053611,213.813,0,0.0,0,LRP216b,BlankProcess
568,568,N1,LRP216b,22.519265407228914,91.70540328072286,213.831,0,0.0,0,LRP217,BlankProcess
569,569,N1,LRP217,22.518721600000006,91.7055556,213.896,0,0.0,0,LRP217a,BlankProcess
570,570,N1,LRP217a,22.5165556,91.7065833,214.172,0,0.0,0,LRP217b,BlankProcess
571,571,N1,LRP217b,22.5161667,91.70675,214.217,0,0.0,0,LRP217c,BlankProcess
572,572,N1,LRP217c,22.5147222,91.7074444,214.399,0,0.0,0,LRP217d,BlankProcess
573,573,N1,LRP217d,22.5131389,91.7080833,214.593,0,0.0,0,LRP217e,BlankProcess
574,574,N1,LRP217e,22.5127778,91.7082222,214.634,0,0.0,0,LRP218,BlankProcess
575,575,N1,LRP218,22.5106111,91.7090833,214.896,0,0.0,0,LRP218c,BlankProcess
576,576,N1,LRP218c,22.5074444,91.7105556,215.291,0,0.0,0,LRP218d,BlankProcess
577,577,N1,LRP218d,22.5073056,91.7106389,215.30900000000003,0,0.0,0,LRP218a,BlankProcess
578,578,N1,LRP218a,22.5060220437735,91.71128482188671,215.467,ROYL CIMINT GATE CULVETRT,4.5,A,LRP218e,BridgesDelay
579,579,N1,LRP218e,22.503,91.7128056,215.83900000000003,0,0.0,0,LRP219,BlankProcess
580,580,N1,LRP219,22.5025556,91.7130556,215.896,0,0.0,0,LRP218b,BlankProcess
581,581,N1,LRP218b,22.500085833576602,91.7141504905109,216.196,GORA MARA RCC GIRDER BRIDGE,17.6,A,LRP219b,BridgesDelay
582,582,N1,LRP219b,22.4968052,91.7156389,216.6,0,0.0,0,LRP220,BlankProcess
583,583,N1,LRP220,22.494583,91.7170827,216.896,0,0.0,0,LRP219a,BlankProcess
584,584,N1,LRP219a,22.4904405976324,91.7182726733934,217.377,GORA MARI BOX CULVERT,3.0,B,LRP220a,BridgesDelay
585,585,N1,LRP220a,22.4869441,91.7192771,217.783,0,0.0,0,LRP221,BlankProcess
586,586,N1,LRP221,22.4854163,91.7195549,217.957,0,0.0,0,LRP220b,BlankProcess
587,587,N1,LRP220b,22.4811642144766,91.7203633632516,218.44099999999997,MUDDO SONAISORI BRIDGE,23.2,B,LRP221b,BridgesDelay
588,588,N1,LRP221b,22.4775271,91.7210549,218.855,0,0.0,0,LRP221c,BlankProcess
589,589,N1,LRP221c,22.4773049,91.7211104,218.88,0,0.0,0,LRP222,BlankProcess
590,590,N1,LRP222,22.4765271,91.7213327,218.969,0,0.0,0,LRP221a,BlankProcess
591,591,N1,LRP221a,22.472853089354402,91.72326335413359,219.42700000000002,HATIBORI BOX CULVERT,6.0,A,LRP222a,BridgesDelay
592,592,N1,LRP222a,22.4694438,91.72505490000002,219.852,0,0.0,0,LRP223,BlankProcess
593,593,N1,LRP223,22.468416,91.7255827,219.988,0,0.0,0,LRP223a,BlankProcess
594,594,N1,LRP223a,22.462438635199998,91.72853070000001,220.725,SHLAKHAR PAD BRIDGE,23.2,B,LRP224,BridgesDelay
595,595,N1,LRP224,22.4603056,91.7295827,220.988,0,0.0,0,LRP224b,BlankProcess
596,596,N1,LRP224b,22.4586389,91.7304716,221.198,0,0.0,0,LRP225,BlankProcess
597,597,N1,LRP225,22.45182350044248,91.7331283022124,222.006,0,0.0,0,LRP224a,BlankProcess
598,598,N1,LRP224a,22.4488628503871,91.7342823894358,222.357,KODOM RASUL BOX CULVERT,3.0,A,LRP225a,BridgesDelay
599,599,N1,LRP225a,22.4460793332411,91.73536742870571,222.687,SALAKHARPAD BRIDGE,26.3,C,LRP226,BridgesDelay
600,600,N1,LRP226,22.4433886,91.7364163,223.006,0,0.0,0,LRP226a,BlankProcess
601,601,N1,LRP226a,22.4424997,91.7366663,223.11,0,0.0,0,LRP226b,BlankProcess
602,602,N1,LRP226b,22.4422219,91.7367497,223.141,0,0.0,0,LRP227,BlankProcess
603,603,N1,LRP227,22.4349719,91.7396941,224.066,0,0.0,0,LRP227a,BlankProcess
604,604,N1,LRP227a,22.4333049,91.7403608,224.203,0,0.0,0,LRP227b,BlankProcess
605,605,N1,LRP227b,22.4307493,91.7415274,224.514,0,0.0,0,LRP227c,BlankProcess
606,606,N1,LRP227c,22.4304438,91.7417219,224.557,0,0.0,0,LRP228,BlankProcess
607,607,N1,LRP228,22.4269716,91.7439997,225.006,0,0.0,0,LRP228a,BlankProcess
608,608,N1,LRP228a,22.4220415536,91.7480209792,225.702,DHAMAKHALI BRIDGE,35.1,B,LRP229,BridgesDelay
609,609,N1,LRP229,22.4198882,91.7497774,226.006,0,0.0,0,LRP229a,BlankProcess
610,610,N1,LRP229a,22.4185549,91.7504722,226.171,0,0.0,0,LRP229b,BlankProcess
611,611,N1,LRP229b,22.4182771,91.7506667,226.209,0,0.0,0,LRP230,BlankProcess
612,612,N1,LRP230,22.4119167,91.7543611,227.006,0,0.0,0,LRP230a,BlankProcess
613,613,N1,LRP230a,22.4101111,91.7544444,227.206,0,0.0,0,LRP230b,BlankProcess
614,614,N1,LRP230b,22.4084167,91.7551389,227.412,0,0.0,0,LRP230c,BlankProcess
615,615,N1,LRP230c,22.408399210101013,91.75514357643098,227.414,0,0.0,0,LRP231,BlankProcess
616,616,N1,LRP231,22.4032222,91.7565278,228.006,0,0.0,0,LRP231a,BlankProcess
617,617,N1,LRP231a,22.3996108,91.7573333,228.406,0,0.0,0,LRP231b,BlankProcess
618,618,N1,LRP231b,22.3988608,91.7576667,228.51,0,0.0,0,LRP231c,BlankProcess
619,619,N1,LRP231c,22.3988052,91.7576667,228.517,0,0.0,0,LRP232,BlankProcess
620,620,N1,LRP232,22.3944997,91.7586944,229.006,0,0.0,0,LRP232a,BlankProcess
621,621,N1,LRP232a,22.3937774,91.7588056,229.065,0,0.0,0,LRP232b,BlankProcess
622,622,N1,LRP232b,22.3921108,91.75925,229.282,0,0.0,0,LRP232c,BlankProcess
623,623,N1,LRP232c,22.3892497,91.7605,229.633,0,0.0,0,LRP232d,BlankProcess
624,624,N1,LRP232d,22.3887497,91.7607222,229.692,0,0.0,0,LRP233,BlankProcess
625,625,N1,LRP233,22.3861663,91.7618333,230.006,0,0.0,0,LRP233a,BlankProcess
626,626,N1,LRP233a,22.3815271,91.7652222,230.631,0,0.0,0,LRP234,BlankProcess
627,627,N1,LRP234,22.379166,91.7675827,231.006,0,0.0,0,LRP234a,BlankProcess
628,628,N1,LRP234a,22.3764716,91.770416,231.442,0,0.0,0,LRP234b,BlankProcess
629,629,N1,LRP234b,22.3762254893617,91.77054326631206,231.461,0,0.0,0,LRP235,BlankProcess
630,630,N1,LRP235,22.369166,91.7741938,232.006,0,0.0,0,LRP235a,BlankProcess
631,631,N1,LRP235a,22.3691382,91.777666,232.561,0,0.0,0,LRP235b,BlankProcess
632,632,N1,LRP235b,22.3586667,91.7822771,232.754,0,0.0,0,LRP245,BlankProcess
