,road,km,Criticality,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,average_delay,Road_segment_no,Road_segment_label
225,N1,304.449,,Box Culvert,LRP301a,ZADUNAGOR BUS STATION BOX CULVERT,14.2,A,100677,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.449,12.5,1986.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,21.99028024,92.08568597,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
226,N1,304.857,,PC Girder Bridge,LRP301b,Aadunagor bridge,24.2,A,100679,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,304.857,10.0,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.98704087,92.08399437,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
227,N1,305.527,,PC Girder Bridge,LRP302a,HATIAR PULL PC GIDER BRIDGE,22.5,A,100698,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,305.527,10.0,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.98190404,92.08077333,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
228,N1,305.79400000000004,,Box Culvert,LRP302c,HATIAR PULL BOX CULVERT,18.7,A,100699,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,305.79400000000004,11.6,1991.0,4.0,Chittagong,Chittagong,Dohazari,Dohazari,21.98046236,92.07887163,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
229,N1,306.139,,Box Culvert,LRP302e,SHIX DAR PARA BOX CULVERT,3.5,A,100712,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,306.139,12.7,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.97929857,92.07584923,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
230,N1,307.22900000000004,,Box Culvert,LRP303a,MUSKAMPANI PARA BOX CULVERT,2.5,A,100719,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,307.22900000000004,12.2,1989.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.973868399999997,92.06832048,interpolate,,N1-51,"Lohagara, Bara Aulia (Int.with Z1013) - Chunati R171"
231,N1,307.981,,Box Culvert,LRP304b,AODU NAGOR (2) BOX CULVERT,1.5,A,100713,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,307.981,12.1,1982.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.96895812,92.06415011,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
232,N1,308.652,,RCC Girder Bridge,LRP305a,Rataykul Bridge,22.4,A,121133,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,308.652,,,,Chittagong,Chittagong,Dohazari,Dohazari,21.96221386,92.06331688,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
233,N1,308.652,,PC Girder Bridge,LRP305a,RATAR KUL- SONTI BRIDGE,22.4,A,100715,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,308.652,10.0,1986.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.96221386,92.06331688,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
234,N1,309.038,,Box Culvert,LRP305c,BONPUKR PARA BOX CULVERT,8.2,A,100697,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.038,12.7,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.95924011,92.06527913,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
235,N1,309.355,,Box Culvert,LRP306a,BON PUKUL PARA BOX CULVERT,3.0,A,100695,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.355,12.75,1987.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.95803216,92.06639328,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
236,N1,309.971,,RCC Girder Bridge,LRP306b,SANTI RCC GIDER BRIDGE,22.4,A,100694,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,309.971,10.0,1986.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.95207954,92.06781381,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
237,N1,310.723,,Box Culvert,LRP307a,SANTI BOX CULVERT,1.4,A,100693,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,310.723,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.94539937,92.06692866,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
238,N1,311.88599999999997,,Box Culvert,LRP308a,BRICK FIELD BOX CULVERT,4.5,A,100691,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,311.88599999999997,11.7,1993.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.93602902,92.06254272,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
239,N1,312.138,,Box Culvert,LRP308b,BACK FILD BOX CULVERT,9.3,A,100690,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.138,11.6,1992.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.93394544,92.06166615,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
240,N1,312.35400000000004,,Box Culvert,LRP309a,AZIZNAGOR FOREST BOX CULVERT,4.5,A,100689,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.35400000000004,11.7,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.93230867,92.06080096,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
241,N1,312.60900000000004,,Box Culvert,LRP309b,AZIZ NOGOR FOREST BOX CULVERT,4.7,A,100688,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,312.60900000000004,11.7,1986.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.93038125,92.05968404,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
242,N1,313.947,,Box Culvert,LRP310a,AZIZNAGOR BOX CULVERT,2.0,A,100687,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,313.947,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.91791196,92.0597363,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
243,N1,314.144,,Box Culvert,LRP310b,AZIZ NOGAR BOX CULVERT,3.0,A,100686,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,314.144,12.27,1993.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.91675917,92.05998993,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
244,N1,314.502,,Box Culvert,LRP311a,AZIZ NAGOR 1,4.0,A,114960,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,314.502,12.1,1994.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.91407272,92.06054721,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
245,N1,315.009,,Box Culvert,LRP311b,AZIZ NAGOR 2,9.2,A,114961,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,315.009,15.1,1983.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.90962291,92.06056613,interpolate,,N1-52,Chunati R171 - Aziznagar Z1007
246,N1,317.001,,Box Culvert,LRP313b,HARBHANG CHOR,13.64,A,101238,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,317.001,15.1,1989.0,3.0,Comilla,Noakhali,Feni,Feni-1,21.89102365,92.05970108,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
247,N1,318.11,,Box Culvert,LRP314a,GHOIL MARA BOX CULVERT,9.3,A,100684,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,318.11,15.0,1989.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.88122152,92.05900154,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
248,N1,318.796,,Box Culvert,LRP315a,HARBANG,3.0,A,100682,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,318.796,12.2,1989.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.87511974,92.05910984,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
249,N1,320.189,,Box Culvert,LRP316a,HARBANG,3.0,A,100681,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.189,12.3,1982.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.86283514,92.05948487,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
250,N1,320.513,,PC Girder Bridge,LRP317a,HARBANGCHORA,56.4,A,100680,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,320.513,11.7,1995.0,2.0,Chittagong,Chittagong,Dohazari,Dohazari,21.85997258,92.06019071,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
251,N1,321.305,,Box Culvert,LRP318a,ALIPUR BOX CULVERT,14.3,A,100403,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,321.305,15.05,1992.0,3.0,Chittagong,Chittagong,Dohazari,Dohazari,21.85292879,92.06095762,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
252,N1,321.536,,Box Culvert,LRP318b,HARBANG,2.1,A,114230,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,321.536,12.2,1974.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.85085953,92.06094913,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
253,N1,322.5,,Box Culvert,LRP319a,HAR BAG BOX CULVERT,4.5,A,100404,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,322.5,12.2,1992.0,1.0,Chittagong,Chittagong,Dohazari,Dohazari,21.84297007,92.06359846,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
254,N1,322.823,,Box Culvert,LRP319b,HAR BAG BOX CULVERT,3.0,A,100406,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,322.823,12.25,1992.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.84039357,92.06493255,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
255,N1,323.619,,Box Culvert,LRP320a,ATKOTA,15.8,A,114232,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,323.619,12.2,1995.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.83410332,92.06827359,interpolate,,N1-54,Harbang (Int.with Z1124) - Ekatabazar Z1125
256,N1,324.33099999999996,,Box Culvert,LRP321a,AKOTA BAZAR BOX CULVERT,7.3,A,100411,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,324.33099999999996,12.3,1991.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.82802582,92.07130355,interpolate,,N1-55,Ekatabazar Z1125 - Baraitali Int.with Z1002
257,N1,324.607,,RCC Girder Bridge,LRP321b,BODOI TOLA RCC GIDER BRIDGE,46.0,A,100409,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,324.607,11.5,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.82578318,92.07234663,interpolate,,N1-55,Ekatabazar Z1125 - Baraitali Int.with Z1002
258,N1,325.153,,Box Culvert,LRP321d,BODAITALI BOX CULVERT,12.4,A,100413,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,325.153,12.8,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.82114288,92.07402014,interpolate,,N1-55,Ekatabazar Z1125 - Baraitali Int.with Z1002
259,N1,325.49,,Box Culvert,LRP322a,BODOITOLI BOX CULVERT,14.0,A,100415,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,325.49,11.6,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.81816926,92.07394424,interpolate,,N1-55,Ekatabazar Z1125 - Baraitali Int.with Z1002
260,N1,327.312,,Box Culvert,LRP323b,BANIYAR CHORA,14.0,A,100417,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,327.312,11.6,1998.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.8034238,92.07723221,interpolate,,N1-56,Baraitali Int.with Z1002-Int.with Z1126
261,N1,329.084,,Box Culvert,LRP325a,NOL BELA-1 BOX CULVERT,20.6,A,100416,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,329.084,12.2,1992.0,4.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.78785401,92.07885401,interpolate,,N1-56,Baraitali Int.with Z1002-Int.with Z1126
262,N1,329.181,,Box Culvert,LRP325c,NOL BELA BOX CULVERT,21.0,A,100418,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,329.181,12.2,1998.0,4.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.78699748,92.07894932,interpolate,,N1-56,Baraitali Int.with Z1002-Int.with Z1126
263,N1,330.931,,Box Culvert,LRP327a,DIDDA BAZAR BOX CULVERT,15.7,A,100421,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,330.931,11.5,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.77353392,92.08391447,interpolate,,N1-57,Int.with Z1126-Janatabazar (Int.with Z1127)
264,N1,335.38,,Box Culvert,LRP332a,KUMARIKOOL BOX CULVERT,14.0,A,100423,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,335.38,13.8,1998.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.73856292,92.08318763,interpolate,,N1-59,Chokoria R172 - Faishakhali Z1005
265,N1,336.05400000000003,,Box Culvert,LRP332b,PASIYAKALI BOX CULVERT,5.2,A,100425,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,336.05400000000003,12.2,1999.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.73260686,92.08374883,interpolate,,N1-59,Chokoria R172 - Faishakhali Z1005
266,N1,336.23699999999997,,RCC Girder Bridge,LRP332c,PASIYAKALI (2),38.8,A,100437,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,336.23699999999997,11.6,1998.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.73098783,92.08381564,interpolate,,N1-59,Chokoria R172 - Faishakhali Z1005
267,N1,337.019,,Box Culvert,LRP333a,HASIRUGIGI,12.6,A,100405,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,337.019,11.6,1999.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.72407393,92.08354415,interpolate,,N1-59,Chokoria R172 - Faishakhali Z1005
268,N1,338.85900000000004,,Box Culvert,LRP335a,CHOHAJANYA (1),12.8,A,100407,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,338.85900000000004,11.6,1999.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.70925138,92.08067506,interpolate,,N1-60,Faishakhali Z1005- Dulahazra Z1130
269,N1,339.648,,Box Culvert,LRP336a,CHOHAJANIYA (2),9.3,A,100408,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,339.648,11.6,1999.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.70283004,92.07864563,interpolate,,N1-60,Faishakhali Z1005- Dulahazra Z1130
270,N1,342.77,,RCC Girder Bridge,LRP339a,JASJARI BRIDGE,59.6,A,100410,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,342.77,11.6,1999.0,4.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.67627929,92.07680747,interpolate,,N1-60,Faishakhali Z1005- Dulahazra Z1130
271,N1,343.24300000000005,,Box Culvert,LRP339c,DULAHAJARA (SAFARI PARK),14.0,A,100412,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,343.24300000000005,15.1,1992.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.67210496,92.07639925,interpolate,,N1-60,Faishakhali Z1005- Dulahazra Z1130
272,N1,344.209,,Box Culvert,LRP340a,DULAHAJARA CULVERT,3.5,A,101050,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,344.209,12.2,1992.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.66294044,92.07507165,interpolate,,N1-61,Dulahazra Z1130-Khutakhali Z1131
273,N1,344.531,,PC Girder Bridge,LRP341a,DULAHAJAR BRIDGE,54.4,A,100426,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,344.531,11.6,1992.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.6600543,92.07510257,interpolate,,N1-61,Dulahazra Z1130-Khutakhali Z1131
274,N1,345.911,,Box Culvert,LRP342c,PAGOLARIBIL,4.5,A,100424,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,345.911,12.2,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.64808476,92.07332922,interpolate,,N1-61,Dulahazra Z1130-Khutakhali Z1131
275,N1,349.759,,RCC Girder Bridge,LRP346a,Khutakhali Bazar Bridge,44.55,A,120376,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,349.759,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.61837666,92.06917134,interpolate,,N1-61,Dulahazra Z1130-Khutakhali Z1131
276,N1,350.67400000000004,,Box Culvert,LRP347a,FULCHARI (NEWPARA),7.0,A,100428,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,350.67400000000004,12.8,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.60651897,92.06230707,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
277,N1,350.99,,Box Culvert,LRP347b,FULCHARI (NEWPARA),5.2,A,100429,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,350.99,12.2,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.60517531,92.06211981,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
278,N1,351.62800000000004,,Box Culvert,LRP348a,FULCHARI CULVERT,9.3,A,100431,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,351.62800000000004,12.75,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.59859353,92.06180124,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
279,N1,352.064,,Box Culvert,LRP348b,FULCHARI BAZAR,14.0,A,100433,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,352.064,12.7,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.596073699999998,92.06140954,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
280,N1,352.64099999999996,,Box Culvert,LRP349a,NAPITE KHALI CULVERT,1.4,A,100435,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,352.64099999999996,12.0,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.58943097,92.06303135,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
281,N1,353.694,,Box Culvert,LRP350a,EAST NAPITL KHAL BOX CULVERT,2.5,A,100432,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,353.694,12.2,1981.0,1.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.58307413,92.06571585,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
282,N1,354.73900000000003,,Box Culvert,LRP351a,NAEK KHALI BOX CULVERT,12.4,A,100434,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,354.73900000000003,12.7,1986.0,3.0,Chittagong,Chittagong,Cox's Bazar,Chakoria,21.57440752,92.07074467,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
283,N1,356.26099999999997,,Box Culvert,LRP352a,KHODIA BARI PRIMARY BOX CULVERT,9.5,A,100436,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,356.26099999999997,12.2,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.56232017,92.06981393,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
284,N1,356.517,,Box Culvert,LRP353a,ISLAMABAD KHODIABARI BOX CULVERT,4.8,A,100438,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,356.517,12.2,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.56030426,92.0691476,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
285,N1,356.631,,Box Culvert,LRP353b,ISLAMABAD KHODIA BARI BOX CULVERT,7.0,A,100440,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,356.631,12.2,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.55948925,92.06894809999999,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
286,N1,357.264,,PC Girder Bridge,LRP354a,Eidgaon Bazar Bridge,46.0,A,120377,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,357.264,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.55542561,92.06795032,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
287,N1,357.264,,PC Girder Bridge,LRP354a,EIDGAON BAZAR PC GIDER BRIDGE,46.0,A,100443,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,357.264,11.5,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.55542561,92.06795032,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
288,N1,358.03,,PC Girder Bridge,LRP354d,Goro Bazar Bridge,44.63,A,120378,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,358.03,,,,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.54706661,92.06689538,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
289,N1,360.345,,Box Culvert,LRP357a,SHAT GOREA PARA BOX CULVERT,14.0,A,100446,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,360.345,12.7,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.52552974,92.06532522,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
290,N1,360.551,,Box Culvert,LRP357c,KALIRCHARA BOX CULVERT,8.0,A,100448,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,360.551,12.0,1999.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.52373323,92.06557476,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
291,N1,360.89,,Box Culvert,LRP357d,KALIRCHARA BAZAR BOX CULVERT,15.4,A,100450,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,360.89,11.5,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.52077094,92.06614406,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
292,N1,361.043,,Box Culvert,LRP357f,KALIRCHAR,5.0,A,114229,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,361.043,12.1,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.51950881,92.06667463,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
293,N1,361.751,,Box Culvert,LRP358a,RASHIDNAGAR,3.0,A,100439,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,361.751,12.2,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.51374197,92.06934089,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
294,N1,362.168,,Box Culvert,LRP358b,ROSHIDNAGAR CULVERT,2.5,A,100441,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,362.168,12.3,1993.0,1.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.5104397,92.07086066,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
295,N1,362.691,,Box Culvert,LRP359a,DOLERCHARA CULVERT,7.5,A,101044,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,362.691,11.9,1994.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.50650693,92.07330264,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
296,N1,362.889,,Box Culvert,LRP359b,DOLERCHARA CULVERT,12.4,A,100444,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,362.889,11.8,1991.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.50513194,92.07444526,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
297,N1,364.056,,Box Culvert,LRP360a,ROSHIDNAGAR (2),14.0,A,100445,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,364.056,15.1,1978.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.49575349,92.07767859,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
298,N1,364.184,,Box Culvert,LRP360c,"ROSHIDNAGAR U,R CULVERT",14.1,A,100447,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,364.184,15.1,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.49486951,92.07833470000001,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
299,N1,366.98,,Box Culvert,LRP363b,JOARIANALA CULVERT,7.2,A,100449,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,366.98,12.2,1993.0,2.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.47821307,92.09471518,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
300,N1,367.36199999999997,,Box Culvert,LRP364a,JOARIANALA,14.0,A,114228,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,367.36199999999997,11.6,1993.0,3.0,Chittagong,Chittagong,Cox's Bazar,Cox's Bazar-1,21.47551645,92.09678665,interpolate,,N1-62,Khutakhali Z1131 - Ramu (Int.with Z1001)
