,road,km,Criticality,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc,average_delay,Road_segment_no,Road_segment_label
74,N1,117.62700000000001,,Box Culvert,LRP118d,BALUZURI 2 CULVERT,2.6,A,101184,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,117.62700000000001,12.2,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.23979203,91.31257409,interpolate,,N1-24,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Left)
75,N1,118.04899999999999,,Box Culvert,LRP119a,KALIR BAZAR BOX CULVERT,2.5,A,101185,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,118.04899999999999,12.2,1990.0,1.0,Comilla,Comilla,Comilla,Comilla,23.23607595,91.3129902,interpolate,,N1-24,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Left)
76,N1,119.62799999999999,,Box Culvert,LRP120b,CHADDAGRAM BAZAR BOX CULVERT,6.0,A,101192,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,119.62799999999999,9.5,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.2220339,91.31370059,interpolate,,N1-24,Miabazar Z1046 - Chauddagram(Int.with Z1045) (Left)
77,N1,121.56700000000001,,Box Culvert,LRP122a,FALGUNCORA CULVERT,6.1,A,101198,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,121.56700000000001,11.85,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.20503863,91.31631673,interpolate,,N1-25,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left)
78,N1,122.603,,Box Culvert,LRP123a,ATTOCK GRAM BOX CULVERT,6.1,A,101201,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,122.603,12.0,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.1961888,91.31767051,interpolate,,N1-25,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left)
79,N1,126.448,,Box Culvert,LRP127a,ANDAJER BAZER BOX CULVERT,9.5,A,101214,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,126.448,10.5,1992.0,2.0,Comilla,Comilla,Comilla,Comilla,23.16351387,91.32158895,interpolate,,N1-25,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left)
80,N1,130.912,,Box Culvert,LRP131b,HASO BOTHACH BOX CULVERT,6.5,A,101229,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,130.912,12.2,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.12523636,91.33038637,interpolate,,N1-25,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left)
81,N1,133.155,,Box Culvert,LRP134a,Chanara Box Culvert,6.1,A,101167,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,133.155,9.5,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.10742845,91.34004954,interpolate,,N1-25,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left)
82,N1,134.974,,Box Culvert,LRP136a,PODOYA BOX CULVERT,3.1,A,101193,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,134.974,12.3,1984.0,1.0,Comilla,Comilla,Comilla,Comilla,23.09302984,91.34783084,interpolate,,N1-25,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left)
83,N1,136.375,,Box Culvert,LRP137a,UTTOR KAIEATI CULVERT,3.5,A,101204,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,136.375,12.2,1994.0,1.0,Comilla,Comilla,Comilla,Comilla,23.08199095,91.35418115,interpolate,,N1-25,Chauddagram(Int.with Z1045)-Md. Ali bazar (Int.with Z1031) (Left)
84,N1,141.531,,Box Culvert,LRP142a,FATAPUR BOX CULVERT,10.8,A,101226,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,141.531,15.9,1999.0,2.0,Comilla,Noakhali,Feni,Feni-1,23.03797281,91.36567847,interpolate,,N1-27,Int.with Z1031 - Elahiganj (Feni) Z1030 (Left)
85,N1,142.793,,Slab Culvert,LRP143a,DEBIPUR SLAB CULVERT,1.6,A,101228,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,142.793,12.5,1970.0,1.0,Comilla,Noakhali,Feni,Feni-1,23.02698012,91.36550048,interpolate,,N1-27,Int.with Z1031 - Elahiganj (Feni) Z1030 (Left)
86,N1,144.939,,Box Culvert,LRP145a,CHARIPUR CULVERT.,3.4,A,101232,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,144.939,13.8,1981.0,1.0,Comilla,Noakhali,Feni,Feni-1,23.01240484,91.37797961,interpolate,,N1-28,Elahiganj (Feni) Z1030- Feni (Int.with N104) (Left)
87,N1,147.296,,Box Culvert,LRP148a,RAMPUR BOX CULVERT,1.5,A,101233,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,147.296,12.45,1970.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.99924876,91.3957752,interpolate,,N1-29,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Left)
88,N1,148.151,,RCC Girder Bridge,LRP149a,RAMPUR BRIDGE,23.4,A,101234,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.151,12.4,1986.0,3.0,Comilla,Noakhali,Feni,Feni-1,22.99472808,91.40228949,interpolate,,N1-29,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Left)
89,N1,148.174,,PC Girder Bridge,LRP149b,Rampur Bridge(R),22.15,A,121134,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.174,,,,Comilla,Noakhali,Feni,Feni-1,22.99459361,91.40245391,interpolate,,N1-29,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Left)
90,N1,148.495,,Box Culvert,LRP149c,.,1.9,A,117864,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,148.495,12.4,1999.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.99271694,91.40474870000001,interpolate,,N1-29,Feni (Int.with N104) - Feni Shahid Minar (Int.with Z1034) (Left)
91,N1,158.031,,Box Culvert,LRP159a,FAZAILPUR BOXCULVERT,1.5,A,101241,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,158.031,10.3,1984.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.94860387,91.47949938,interpolate,,N1-31,Fazilpur Z1081 - Muhuriganj Z1032 (Left)
92,N1,165.183,,PC Girder Bridge,LRP166a,DumGhat Bridge(L),222.43,A,121146,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,165.183,11.12,1974.0,7.0,Comilla,Noakhali,Feni,Feni-1,22.91496471,91.52628954,interpolate,,N1-32,Muhuriganj Z1032-Baraiyerhat R151 (Left)
93,N1,165.825,,Box Culvert,LRP166c,BUMGAT BOXCULVERT,6.1,A,101270,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,165.825,12.5,1988.0,2.0,Comilla,Noakhali,Feni,Feni-1,22.90971289,91.5289285,interpolate,,N1-32,Muhuriganj Z1032-Baraiyerhat R151 (Left)
94,N1,166.479,,Slab Culvert,LRP167a,BOROYAR PARA SLUB CULVERT,3.0,A,101278,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,166.479,12.4,1999.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.9042463,91.53162978,interpolate,,N1-32,Muhuriganj Z1032-Baraiyerhat R151 (Left)
95,N1,167.963,,Box Culvert,LRP169a,BAROYARHAT BOX CULVERT,3.0,A,101236,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,167.963,12.5,1990.0,1.0,Comilla,Noakhali,Feni,Feni-1,22.891638600000004,91.5354719,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
96,N1,169.933,,Box Culvert,LRP171a,UTTOR SONAPAR BOX CULVERT,4.3,A,101239,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,169.933,12.5,1991.0,2.0,Comilla,Noakhali,Feni,Feni-1,22.87469869,91.54088366,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
97,N1,170.174,,Box Culvert,LRP171b,CHAIRMEN BARI BOX CULVERT,2.0,A,101240,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.174,10.3,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.87272203,91.54159588,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
98,N1,170.725,,Box Culvert,LRP171c,MADDAM SONAPAR(1) BOX CULVERT,1.5,A,101242,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,170.725,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.86805637,91.54329633,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
99,N1,171.554,,Box Culvert,LRP172a,DHARBAR TILA CULVERT,4.3,A,101245,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.554,12.55,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.86098769,91.54515517,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
100,N1,171.72799999999998,,Box Culvert,LRP172b,MADDUM SONAPHAR-3,2.0,A,101247,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,171.72799999999998,12.5,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.85948479,91.54548,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
101,N1,172.122,,Box Culvert,LRP173a,MAMAFOUN ASTANA CULVERT,1.5,A,101243,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.122,12.5,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.85605657,91.54571887,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
102,N1,172.23,,Slab Culvert,LRP173b,MAMAFAKIR ASTANA SLAB CULVERT,1.5,A,101244,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.23,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.85514753,91.54582218,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
103,N1,172.96900000000002,,Box Culvert,LRP174a,MASTANNAGOR BONCUL(1),8.5,A,101249,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,172.96900000000002,12.4,1996.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.84861728,91.54637061,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
104,N1,173.35,,Box Culvert,LRP174b,MUSTAU NOGAR(2),3.0,A,101251,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.35,12.5,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.84539149,91.54746892,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
105,N1,173.585,,Box Culvert,LRP174c,MASTARI HAGOR 3 CULVERT,1.5,A,100547,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.585,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.84345514,91.54814956,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
106,N1,173.859,,Box Culvert,LRP175a,MUSTAN NAGAR -4,3.0,A,100552,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,173.859,12.5,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.84109433,91.5488097,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
107,N1,174.804,,Box Culvert,LRP175b,RAIPUR BOX CUL-1,3.0,A,100550,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,174.804,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.83274677,91.5501035,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
108,N1,175.013,,Box Culvert,LRP176a,RAIPUR (2) BOX CULVERT,4.5,A,112534,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,175.013,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.83096134,91.55050285,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
109,N1,179.363,,Box Culvert,LRP181a,MIRSARAI BOX CUL,4.5,A,100557,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,179.363,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.79418135,91.56296126,interpolate,,N1-33,Baraiyerhat R151- Mirersarai Z1021 (Left)
110,N1,181.825,,Box Culvert,LRP183b,Mirsorai(2) box culvert,6.0,A,100576,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,181.825,12.1,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.77419709,91.57287375,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
111,N1,182.31799999999998,,Box Culvert,LRP184a,IANAINIPOL BOX CULVERT.,9.7,A,100560,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,182.31799999999998,11.0,1989.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.77025167,91.57509052,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
112,N1,183.296,,Box Culvert,LRP185a,BOKIMTOLA BOX CULVERT,4.0,A,100575,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,183.296,12.8,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.76306269,91.58045388,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
113,N1,184.65400000000002,,Box Culvert,LRP186a,VARTAKA BOX CULVERT,12.9,A,100545,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,184.65400000000002,12.7,1999.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.75356532,91.58860042,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
114,N1,185.058,,Box Culvert,LRP187a,VARTAGIA BOX CULVERT,3.0,A,100546,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,185.058,12.45,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.75063935,91.59088404,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
115,N1,188.35,,Box Culvert,LRP190a,NIAZAMPUR BOX CULVERT,3.0,A,100549,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,188.35,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.72331676,91.60243314,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
116,N1,189.058,,Box Culvert,LRP191a,MIRJAPUR BOX CULVERT,3.0,A,100551,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.058,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.71782439,91.60576233,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
117,N1,189.13,,Box Culvert,LRP191b,MIRZAPUR (2) BOX CULVERT,3.0,A,100574,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,189.13,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.71727073,91.60610848,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
118,N1,191.107,,Box Culvert,LRP193a,DUKHIN UTHPAR BOX CULVERT,19.2,A,100556,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,191.107,12.2,1986.0,4.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.7018165,91.61497346,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
119,N1,192.408,,Box Culvert,LRP194a,VANGGARPOL BOX CULVERT,4.2,A,100558,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.408,12.2,1993.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.69125171,91.62016906,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
120,N1,192.95,,Box Culvert,LRP195a,BORO KAMALDA BOX CULVERT,3.2,A,100561,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,192.95,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.68686976,91.62203858,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
121,N1,194.149,,Box Culvert,LRP196a,TARAT BOX CULVERT,6.0,A,100562,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.149,12.1,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.6769773,91.62681695,interpolate,,N1-34,Mirersarai Z1021 - Baroirdala Z1086 (Left)
122,N1,194.998,,Box Culvert,LRP197a,Tarial Bazar Culvert,3.0,A,100563,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,194.998,12.2,1990.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.66995944,91.62935317,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
123,N1,195.50099999999998,,Box Culvert,LRP197b,MIRJA PUR (3) BOX CULVERT,3.0,A,100564,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,195.50099999999998,12.1,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.665783899999997,91.63112936,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
124,N1,196.03799999999998,,Box Culvert,LRP198a,SATU DURUAR HAT BOX CULVERT,3.0,A,100565,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.03799999999998,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.66159568,91.63352574,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
125,N1,196.925,,Box Culvert,LRP199a,RONA SORA CULVERT,3.1,A,100566,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,196.925,12.2,1984.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.65471243,91.63792618,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
126,N1,197.39,,Box Culvert,LRP199b,NUNA CHARA BOX CULVERT,4.6,A,100567,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.39,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.65107095,91.64003412,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
127,N1,197.84599999999998,,Box Culvert,LRP199c,BOTTOL BOX CULVERT,12.4,A,100569,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,197.84599999999998,12.1,1992.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.64745611,91.64191712,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
128,N1,199.27900000000002,,Box Culvert,LRP201a,KACHAI PATH BOX CULVERT,3.0,A,100568,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.27900000000002,12.1,2003.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.63609659,91.64820924,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
129,N1,199.502,,Box Culvert,LRP201b,KACHAI POTTI BOX CULVERT,3.0,A,100570,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,199.502,12.1,1999.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.63432857,91.64920773,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
130,N1,200.27700000000002,,Box Culvert,LRP202a,EGOL PUR BOX CULVERT,3.0,A,100572,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.27700000000002,12.13,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.62816664,91.65275783,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
131,N1,200.918,,Slab Culvert,LRP203a,SITAKUNDA SLAB,3.0,A,100573,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,200.918,12.2,1983.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.62304617,91.65546725,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
132,N1,201.52,,Box Culvert,LRP203b,MOHADAB PUR BOX CULVERT,3.0,A,100577,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.52,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.61775635,91.65805894,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
133,N1,201.99900000000002,,Slab Culvert,LRP204a,PURBOMOHADAB PUR SLAB CULVERT(L),4.6,A,100609,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.99900000000002,12.2,1980.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.61498997,91.66026705,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
134,N1,201.99900000000002,,Box Culvert,LRP204a,DULAHAJRA(R),4.6,A,112535,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,201.99900000000002,12.2,1992.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.61498997,91.66026705,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
135,N1,202.435,,Box Culvert,LRP205a,MADICAL MORE CULVERT,3.0,A,100579,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,202.435,12.2,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.61175567,91.66256867,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
136,N1,203.457,,Box Culvert,LRP206a,DOKHIN MOHADEB PUR BOX CULVERT,2.95,A,100578,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,203.457,12.2,1985.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.60383944,91.66737456,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
137,N1,204.765,,Box Culvert,LRP207a,HATILOTA BOX CULVERT,4.5,A,100582,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,204.765,12.1,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.59388818,91.67388894,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
138,N1,206.3,,Box Culvert,LRP208d,BAROGINDO CULVERT,2.5,A,100585,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.3,12.2,1989.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.58150867,91.67953904,interpolate,,N1-35,Baroirdala Z1086- Barabkunda Z1087 (Left)
139,N1,206.86599999999999,,Box Culvert,LRP209a,BARO-CUNDHOW BOX CULVERT,10.2,A,100586,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,206.86599999999999,12.3,1990.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.57679302,91.68162274,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
140,N1,207.64,,Box Culvert,LRP210a,PHPMORE BON CULVERT,3.0,A,100588,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.64,12.2,1988.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.57029059,91.68400967,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
141,N1,207.91299999999998,,Box Culvert,LRP210b,CHARA KANDI BOX CULVERT,8.2,A,100589,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,207.91299999999998,12.5,1985.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.56799681,91.68468666,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
142,N1,208.1,,Box Culvert,LRP210d,R. R TEXTAIL BOX CULVERT,4.5,A,100590,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,208.1,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.56642129,91.68518266,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
143,N1,209.024,,Box Culvert,LRP211a,OHIDPUR BOX CULVERT,4.1,A,112536,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,209.024,12.8,1986.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.55852109,91.68750624,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
144,N1,210.476,,Box Culvert,LRP213a,SOUTH BALSH KHALI BOX CULVERT,3.0,A,100592,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.476,12.2,1987.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.54677272,91.69262606,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
145,N1,210.77599999999998,,Box Culvert,LRP213b,DOKHIN BASH-KHALI BOX CULVERT,5.2,A,100594,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,210.77599999999998,10.3,2000.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.54448978,91.69413108,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
146,N1,211.433,,Box Culvert,LRP214a,SOTTANA MONDIR CULVERT,8.2,A,100596,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,211.433,12.6,1986.0,2.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.53903002,91.69654527,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
147,N1,212.483,,Box Culvert,LRP215a,GULAM JUTE MILE BOX CULVERT,3.0,A,100598,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,212.483,12.2,2004.0,1.0,Chittagong,Chittagong,Chittagong,Sitakunda,22.5303678,91.70046412,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
148,N1,214.80700000000002,,PC Girder Bridge,LRP217a,Chotokumir Bridge,41.11,A,121350,Dhaka (Jatrabari)-Comilla (Mainamati)-Chittagong-Teknaf Road,214.80700000000002,,,,Chittagong,Chittagong,Chittagong,Sitakunda,22.51134712,91.70879079,interpolate,,N1-36,Barabkunda Z1087-Fouzderhat Z1016 (Left)
