,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,R560,LRPS,25.8112222,89.14702740000001,0.0,0,0.0,0,LRP001,BlankProcess
1,R560,LRP001,25.816666,89.1389441,1.02,0,0.0,0,LRP002,BlankProcess
2,R560,LRP002,25.8212216,89.13072159999999,1.99,0,0.0,0,LRP003,BlankProcess
3,R560,LRP003,25.8268882,89.12305490000001,2.99,0,0.0,0,LRP004,BlankProcess
4,R560,LRP004,25.833027100000002,89.11705490000001,3.91,0,0.0,0,LRP004a,BlankProcess
5,R560,LRP004a,25.833166000000002,89.116916,3.93,0,0.0,0,LRP004b,BlankProcess
6,R560,LRP004b,25.8393052,89.1137778,4.69,0,0.0,0,LRP005,BlankProcess
7,R560,LRP005,25.8407497,89.1134722,4.87,0,0.0,0,LRP006,BlankProcess
8,R560,LRP006,25.849027399999997,89.11272220000001,5.82,0,0.0,0,LRP006a,BlankProcess
9,R560,LRP006a,25.8521389,89.1124167,6.166,0,0.0,0,LRP006b,BlankProcess
10,R560,LRP006b,25.8542222,89.1121944,6.4,0,0.0,0,LRP007,BlankProcess
11,R560,LRP007,25.8579722,89.1118056,6.82,0,0.0,0,LRP007a,BlankProcess
12,R560,LRP007a,25.862333300000003,89.11022220000001,7.355,0,0.0,0,LRP008,BlankProcess
13,R560,LRP008,25.865416699999997,89.1081944,7.78,0,0.0,0,LRP008a,BlankProcess
14,R560,LRP008a,25.869416,89.1023611,8.533,0,0.0,0,LRP008b,BlankProcess
15,R560,LRP008b,25.869416,89.1022222,8.548,0,0.0,0,LRP008c,BlankProcess
16,R560,LRP008c,25.8694716,89.10161109999999,8.596,0,0.0,0,LRP009,BlankProcess
17,R560,LRP009,25.8701938,89.1005278,8.73,0,0.0,0,LRP010,BlankProcess
18,R560,LRP010,25.8766382,89.0946108,9.69,0,0.0,0,LRP011,BlankProcess
19,R560,LRP011,25.884110800000002,89.0898608,10.64,0,0.0,0,LRP011a,BlankProcess
20,R560,LRP011a,25.886027399999996,89.0889441,10.882,0,0.0,0,LRP012,BlankProcess
21,R560,LRP012,25.891749700000002,89.08530520000001,11.64,0,0.0,0,LRP012a,BlankProcess
22,R560,LRP012a,25.89205917826087,89.08494739565216,11.69,0,0.0,0,LRP013,BlankProcess
23,R560,LRP013,25.8974441,89.0787216,12.56,0,0.0,0,LRP014,BlankProcess
24,R560,LRP014,25.9036389,89.072666,13.53,0,0.0,0,LRP014a,BlankProcess
25,R560,LRP014a,25.9050833,89.0728327,13.69,0,0.0,0,LRP014b,BlankProcess
26,R560,LRP014b,25.9076667,89.07352709999999,13.995,0,0.0,0,LRP015,BlankProcess
27,R560,LRP015,25.9122222,89.0726104,14.52,0,0.0,0,LRP016,BlankProcess
28,R560,LRP016,25.919860399999997,89.06827709999999,15.48,0,0.0,0,LRP017,BlankProcess
29,R560,LRP017,25.9274438,89.0638333,16.48,0,0.0,0,LRP017a,BlankProcess
30,R560,LRP017a,25.927804899999998,89.06022220000001,16.84,0,0.0,0,LRP018,BlankProcess
31,R560,LRP018,25.9305271,89.05488890000001,17.48,0,0.0,0,LRP019,BlankProcess
32,R560,LRP019,25.9362219,89.04777740000002,18.44,0,0.0,0,LRP020,BlankProcess
33,R560,LRP020,25.9416663,89.04002740000001,19.43,0,0.0,0,LRP021,BlankProcess
34,R560,LRP021,25.9468886,89.0322493,20.41,0,0.0,0,LRP022,BlankProcess
35,R560,LRP022,25.9531389,89.02705490000001,21.29,0,0.0,0,LRP023,BlankProcess
36,R560,LRP023,25.9618611,89.0256382,22.27,0,0.0,0,LRP023a,BlankProcess
37,R560,LRP023a,25.9638889,89.0252216,22.505,0,0.0,0,LRP024,BlankProcess
38,R560,LRP024,25.970416,89.02458270000001,23.24,0,0.0,0,LRP025,BlankProcess
39,R560,LRP025,25.979166,89.02255490000002,24.24,0,0.0,0,LRP025a,BlankProcess
40,R560,LRP025a,25.981916000000002,89.02188819999999,24.561,0,0.0,0,LRP026,BlankProcess
41,R560,LRP026,25.9871663,89.0205827,25.17,0,0.0,0,LRP026a,BlankProcess
42,R560,LRP026a,25.9949163,89.01641670000001,26.143,0,0.0,0,LRP026b,BlankProcess
43,R560,LRP026b,25.9949997,89.01638890000001,26.163,0,0.0,0,LRP027,BlankProcess
44,R560,LRP027,25.9952774,89.0163056,26.19,0,0.0,0,LRP028,BlankProcess
45,R560,LRP028,26.003277800000003,89.0154722,27.14,0,0.0,0,LRP029,BlankProcess
46,R560,LRP029,26.0116667,89.0131389,28.1,0,0.0,0,LRP029a,BlankProcess
47,R560,LRP029a,26.013777800000003,89.0124444,28.348000000000003,0,0.0,0,LRP029b,BlankProcess
48,R560,LRP029b,26.014416699999998,89.0135,28.486,0,0.0,0,LRP029c,BlankProcess
49,R560,LRP029c,26.0145,89.0136667,28.506,0,0.0,0,LRP029d,BlankProcess
50,R560,LRP029d,26.0150556,89.0143333,28.595,0,0.0,0,LRP030,BlankProcess
51,R560,LRP030,26.019250853982307,89.0162947557522,29.1,0,0.0,0,LRP030a,BlankProcess
52,R560,LRP030a,26.0197493,89.01652779999999,29.16,0,0.0,0,LRP031,BlankProcess
53,R560,LRP031,26.0262493,89.02105490000001,30.06,0,0.0,0,LRP031a,BlankProcess
54,R560,LRP031a,26.028582699999998,89.0214438,30.324,0,0.0,0,LRP031b,BlankProcess
55,R560,LRP031b,26.0287493,89.0214993,30.344,0,0.0,0,LRP031c,BlankProcess
