,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,R302,LRPS,23.9258049,90.55752779999999,0.0,0,0.0,0,LRPSa,BlankProcess
1,R302,LRPSa,23.92532611,90.5586112914285,0.127,BADARI,2.0,A,LRP001,BridgesDelay
2,R302,LRP001,23.920777100000002,90.5654444,1.0,0,0.0,0,LRP001a,BlankProcess
3,R302,LRP001a,23.923249300000002,90.57049930000001,1.61,0,0.0,0,LRP002,BlankProcess
4,R302,LRP002,23.9241938,90.5741382,2.0,0,0.0,0,LRP002a,BlankProcess
5,R302,LRP002a,23.9239697936,90.5768983056,2.288,BALIGAON,1.5,A,LRP003,BridgesDelay
6,R302,LRP003,23.923416,90.5837219,3.0,0,0.0,0,LRP003b,BlankProcess
7,R302,LRP003b,23.9240048781818,90.5889416290909,3.53,GANO PARA,1.5,B,LRP003a,BridgesDelay
8,R302,LRP003a,23.9240271,90.5891386,3.55,0,0.0,0,LRP004,BlankProcess
9,R302,LRP004,23.924360399999998,90.593333,4.0,0,0.0,0,LRP005,BlankProcess
10,R302,LRP005,23.927416,90.6022222,5.0,0,0.0,0,LRP005c,BlankProcess
11,R302,LRP005c,23.9291278899169,90.6041043883748,5.272,MOLGAON,1.5,A,LRP006,BridgesDelay
12,R302,LRP006,23.9327216,90.6080556,5.843,0,0.0,0,LRP007,BlankProcess
13,R302,LRP007,23.9399441,90.6138611,6.843,0,0.0,0,LRP007a,BlankProcess
14,R302,LRP007a,23.9404719,90.6140833,6.936,0,0.0,0,LRPE,BlankProcess
15,R302,LRPE,23.9413608,90.6155,7.475,0,0.0,0,PreRome,BlankProcess
