,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,Z5022,LRPS,25.951277800000003,88.96963819999999,0.0,0,0.0,0,LRP001,BlankProcess
1,Z5022,LRP001,25.96325,88.97066600000001,0.5539999999999999,0,0.0,0,LRP002,BlankProcess
2,Z5022,LRP002,25.954583300000003,88.972916,1.575,0,0.0,0,LRP003a,BlankProcess
3,Z5022,LRP003a,25.9487082073232,88.9756508484848,2.297,.,3.05,A,LRP002a,BridgesDelay
4,Z5022,LRP002a,25.948138600000004,88.975916,2.367,0,0.0,0,LRP003,BlankProcess
5,Z5022,LRP003,25.946277399999996,88.97666600000001,2.575,0,0.0,0,LRP004,BlankProcess
6,Z5022,LRP004,25.936388600000004,88.9807771,3.575,0,0.0,0,LRP005,BlankProcess
7,Z5022,LRP005,25.927221600000003,88.9856108,4.875,0,0.0,0,LRP005a,BlankProcess
8,Z5022,LRP005a,25.9244993,88.9882219,5.2860000000000005,0,0.0,0,LRP005b,BlankProcess
9,Z5022,LRP005b,25.9220271,88.9918608,5.694,0,0.0,0,LRP006,BlankProcess
10,Z5022,LRP006,25.9213327,88.9928052,5.877000000000001,0,0.0,0,LRP007,BlankProcess
11,Z5022,LRP007,25.9156944,89.00072220000001,6.9,0,0.0,0,LRP007a,BlankProcess
12,Z5022,LRP007a,25.9115278,89.0051389,7.54,0,0.0,0,LRP007b,BlankProcess
13,Z5022,LRP007b,25.9114444,89.00519440000001,7.553999999999999,0,0.0,0,LRP009a,BlankProcess
14,Z5022,LRP009a,25.909822328115,89.0069261619808,7.801,.,3.55,A,LRP008,BridgesDelay
15,Z5022,LRP008,25.9093889,89.00738890000001,7.867000000000001,0,0.0,0,LRP008a,BlankProcess
16,Z5022,LRP008a,25.9091389,89.0076667,7.906000000000001,0,0.0,0,LRP010a,BlankProcess
17,Z5022,LRP010a,25.9014266602272,89.0120774655991,8.849,.,46.76,B,LRP009,BridgesDelay
18,Z5022,LRP009,25.9012222,89.0121944,8.874,0,0.0,0,LRP009b,BlankProcess
19,Z5022,LRP009b,25.9006667,89.01263890000001,8.948,0,0.0,0,LRPE,BlankProcess
20,Z5022,LRPE,25.8988608,89.0183327,9.607999999999999,0,0.0,0,PreRome,BlankProcess
