,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,Z2032,LRPS,24.079916,90.8813882,0.0,0,0.0,0,LRPSa,BlankProcess
1,Z2032,LRPSa,24.0793885270205,90.883279960193,0.209,.,1.15,A,LRP001,BridgesDelay
2,Z2032,LRP001,24.0770827,90.8902774,1.0,0,0.0,0,LRP001a,BlankProcess
3,Z2032,LRP001a,24.0755827,90.8958608,1.594,0,0.0,0,LRP001b,BlankProcess
4,Z2032,LRP001b,24.074888199999997,90.8984163,1.869,0,0.0,0,LRP002,BlankProcess
5,Z2032,LRP002,24.0744438,90.8994441,2.0,0,0.0,0,LRP002a,BlankProcess
6,Z2032,LRP002a,24.0738258127118,90.9013229771186,2.21,.,2.0,A,LRP003,BridgesDelay
7,Z2032,LRP003,24.0700827,90.90766670000001,3.0,0,0.0,0,LRP003a,BlankProcess
8,Z2032,LRP003a,24.0691938,90.9087778,3.1510000000000002,0,0.0,0,LRP003b,BlankProcess
9,Z2032,LRP003b,24.069166,90.9088611,3.159,0,0.0,0,LRP004,BlankProcess
10,Z2032,LRP004,24.06359725544768,90.91450605167206,4.0,0,0.0,0,LRP004b,BlankProcess
11,Z2032,LRP004b,24.0629444,90.9152222,4.106,0,0.0,0,LRP004a,BlankProcess
12,Z2032,LRP004a,24.0628449744966,90.9154369436241,4.138,.,5.4,A,LRP005,BridgesDelay
13,Z2032,LRP005,24.0601667,90.9212216,5.0,0,0.0,0,LRP005a,BlankProcess
14,Z2032,LRP005a,24.058472199999997,90.9204993,5.21,0,0.0,0,LRPE,BlankProcess
15,Z2032,LRPE,24.0545,90.9185827,5.705,0,0.0,0,PreRome,BlankProcess
