,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,R281,LRPS,24.5179438,91.8600556,0.0,0,0.0,0,LRPSa,BlankProcess
1,R281,LRPSa,24.5176938,91.8630556,0.313,0,0.0,0,LRP001,BlankProcess
2,R281,LRP001,24.517666000000002,91.8633056,0.335,0,0.0,0,LRP001a,BlankProcess
3,R281,LRP001a,24.517638199999997,91.8638611,0.396,0,0.0,0,LRP001c,BlankProcess
4,R281,LRP001c,24.5175323488188,91.8662694763779,0.638,DAPELPORA BOX CULVERT,4.4,A,LRP001b,BridgesDelay
5,R281,LRP001b,24.517527100000002,91.8663889,0.65,0,0.0,0,LRP002,BlankProcess
6,R281,LRP002,24.5177771,91.873166,1.335,0,0.0,0,LRP002a,BlankProcess
7,R281,LRP002a,24.51810345625,91.8795578041666,1.993,TANRA BAZAR BOX CULVERT,12.25,A,LRP003,BridgesDelay
8,R281,LRP003,24.5167493,91.88205490000001,2.3,0,0.0,0,LRP003a,BlankProcess
9,R281,LRP003a,24.5165556,91.88638859999999,2.755,0,0.0,0,LRP004,BlankProcess
10,R281,LRP004,24.5166938,91.89183299999999,3.2710000000000004,0,0.0,0,LRP004a,BlankProcess
11,R281,LRP004a,24.5199501776923,91.8932983846153,4.16,EAST FLASPUR BOX CULVERT,4.4,A,LRP005,BridgesDelay
12,R281,LRP005,24.5200549,91.899833,4.285,0,0.0,0,LRP005a,BlankProcess
13,R281,LRP005a,24.522471600000003,91.90705559999999,5.124,0,0.0,0,LRP006,BlankProcess
14,R281,LRP006,24.5226938,91.90863890000001,5.285,0,0.0,0,LRP007,BlankProcess
15,R281,LRP007,24.5212493,91.9166111,6.205,0,0.0,0,LRP007a,BlankProcess
16,R281,LRP007a,24.5238604,91.9211382,6.8,0,0.0,0,LRP008,BlankProcess
17,R281,LRP008,24.525971600000002,91.92405490000002,7.225,0,0.0,0,LRP008a,BlankProcess
18,R281,LRP008a,24.526193799999998,91.9242493,7.257000000000001,0,0.0,0,LRP008b,BlankProcess
19,R281,LRP008b,24.526406232967,91.9247804780219,7.315,MUSURIA BOX CULVERT,3.0,A,LRP008c,BridgesDelay
20,R281,LRP008c,24.5287502427917,91.9279446272311,7.75,LOTLARIPUR BOX CULVERT,4.4,A,LRP008d,BridgesDelay
21,R281,LRP008d,24.5303145473972,91.9309113134246,8.101,10HANIPUR RCC GIRDER BRIDGE,10.2,D,LRP009,BridgesDelay
22,R281,LRP009,24.530666,91.9317493,8.205,0,0.0,0,LRP009a,BlankProcess
23,R281,LRP009a,24.531249300000002,91.932666,8.323,0,0.0,0,LRP009b,BlankProcess
24,R281,LRP009b,24.532166,91.933583,8.472999999999999,0,0.0,0,LRP009d,BlankProcess
25,R281,LRP009d,24.5331532795731,91.9358641740853,8.732,LUAYUNI BRIDGE,6.9,A,LRP009c,BridgesDelay
26,R281,LRP009c,24.5334163,91.9364719,8.801,0,0.0,0,LRP009e,BlankProcess
27,R281,LRP009e,24.5336108,91.938333,9.006,0,0.0,0,LRP010,BlankProcess
28,R281,LRP010,24.5332493,91.9401941,9.195,0,0.0,0,LRP011a,BlankProcess
29,R281,LRP011a,24.5319021133999,91.9472473817,10.146,LUAYANI BOX CULVERT,8.4,A,LRP011,BridgesDelay
30,R281,LRP011,24.5318327,91.9476108,10.195,0,0.0,0,LRP011b,BlankProcess
31,R281,LRP011b,24.5305521992982,91.9496085982456,10.44,LUAYUANI BOX CULVERT,9.3,A,LRP011c,BridgesDelay
32,R281,LRP011c,24.530388199999997,91.9531944,10.841,0,0.0,0,LRP011d,BlankProcess
33,R281,LRP011d,24.5311431677165,91.9547236381889,11.018,ULLJARA BOX CULVERT,5.9,A,LRP012,BridgesDelay
34,R281,LRP012,24.531582699999998,91.9560833,11.17,0,0.0,0,LRP012a,BlankProcess
35,R281,LRP012a,24.5315603107382,91.9566649778523,11.23,HOLI CHARA BOX CULVERT,3.0,A,LRP013a,BridgesDelay
36,R281,LRP013a,24.5288620159586,91.9640286610792,12.1,MIRGAPUR BOX CULVERT,4.3,A,LRP013,BridgesDelay
37,R281,LRP013,24.5285549,91.9647778,12.19,0,0.0,0,LRP013b,BlankProcess
38,R281,LRP013b,24.5267458310055,91.9661050835195,12.444,MIRJAPUR BOX CULVERT,1.5,A,LRP013c,BridgesDelay
39,R281,LRP013c,24.523138199999998,91.968416,12.914000000000001,0,0.0,0,LRP014,BlankProcess
40,R281,LRP014,24.520943799999998,91.9691938,13.18,0,0.0,0,LRP014a,BlankProcess
41,R281,LRP014a,24.520430037234,91.9694011026595,13.241,BRAMOUBAZAR BOX CULVERT,4.5,A,LRP014b,BridgesDelay
42,R281,LRP014b,24.5182401250859,91.9708440281786,13.531,BARMON BAZAR BRIDGE,6.4,C,LRP015a,BridgesDelay
43,R281,LRP015a,24.5166956783109,91.9763215627639,14.139,BRAMMON BAZAR BRIDGE,11.7,A,LRP015,BridgesDelay
44,R281,LRP015,24.5166389,91.97672159999999,14.18,0,0.0,0,LRP015b,BlankProcess
45,R281,LRP015b,24.516527800000002,91.9777216,14.285,0,0.0,0,LRP015d,BlankProcess
46,R281,LRP015d,24.5162815681818,91.9794614727272,14.467,BRAMMON BAZAR,13.9,A,LRP015c,BridgesDelay
47,R281,LRP015c,24.5161111,91.980666,14.593,0,0.0,0,LRP015f,BlankProcess
48,R281,LRP015f,24.5157145151898,91.9834624405063,14.875,KHAKISHAR BRIDGE,24.8,A,LRP015e,BridgesDelay
49,R281,LRP015e,24.515555600000003,91.9848608,15.017999999999999,0,0.0,0,LRP016,BlankProcess
50,R281,LRP016,24.5153333,91.9862497,15.175,0,0.0,0,LRP016a,BlankProcess
51,R281,LRP016a,24.5141141947506,91.9924373091863,15.806,CHUGHAR CULVERT,9.3,A,LRP017,BridgesDelay
52,R281,LRP017,24.5133889,91.9960274,16.175,0,0.0,0,LRP017a,BlankProcess
53,R281,LRP017a,24.512666699999997,91.999583,16.547,0,0.0,0,LRP017b,BlankProcess
54,R281,LRP017b,24.5125540407643,92.0023871334395,16.83,DULLIPARA BOX CULVERT,1.5,A,LRP018a,BridgesDelay
55,R281,LRP018a,24.512446954777,92.0050525464968,17.099,KHOWLA CULVERT,9.3,A,LRP018,BridgesDelay
56,R281,LRP018,24.5124167,92.0058056,17.175,0,0.0,0,LRP019,BlankProcess
57,R281,LRP019,24.5131111,92.0156944,18.175,0,0.0,0,LRP019a,BlankProcess
58,R281,LRP019a,24.5131037080924,92.0161373826589,18.221,CHATOL GAON BAILEY WITH STEEL DECK,22.7,D,LRP019b,BridgesDelay
59,R281,LRP019b,24.512972199999997,92.0176938,18.384,0,0.0,0,LRP020a,BlankProcess
60,R281,LRP020a,24.5127410067444,92.0245011466926,19.097,CHTOLGAON BOX CULVERT,6.1,A,LRP020,BridgesDelay
61,R281,LRP020,24.5127222,92.02505490000001,19.155,0,0.0,0,LRP020b,BlankProcess
62,R281,LRP020b,24.51275,92.0282771,19.468,0,0.0,0,LRP020c,BlankProcess
63,R281,LRP020c,24.5126111,92.0283882,19.567999999999998,0,0.0,0,LRP020d,BlankProcess
64,R281,LRP020d,24.5167216,92.03086040000001,19.987000000000002,0,0.0,0,LRP021,BlankProcess
65,R281,LRP021,24.5180271,92.0316382,20.155,0,0.0,0,LRP021a,BlankProcess
66,R281,LRP021a,24.5238882,92.035083,20.901999999999997,0,0.0,0,LRP022,BlankProcess
67,R281,LRP022,24.5265549,92.0366108,21.155,0,0.0,0,LRP022a,BlankProcess
68,R281,LRP022a,24.529643804145,92.0383879766839,21.596,BISRAKANDI-2 ARCH MASONRY,1.0,A,LRP022b,BridgesDelay
69,R281,LRP022b,24.5307771,92.03908299999999,21.755,0,0.0,0,LRP022c,BlankProcess
70,R281,LRP022c,24.5309438,92.03916629999999,21.775,0,0.0,0,LRP023,BlankProcess
71,R281,LRP023,24.5341663,92.04127740000001,22.16,0,0.0,0,LRP023a,BlankProcess
72,R281,LRP023a,24.536610800000002,92.04352740000002,22.552,0,0.0,0,LRP023b,BlankProcess
73,R281,LRP023b,24.536694100000002,92.0439719,22.594,0,0.0,0,LRP024a,BlankProcess
74,R281,LRP024a,24.5382639607705,92.0491445194395,23.123,GOYESPUR BOX CULVERT,12.5,A,LRP024,BridgesDelay
75,R281,LRP024,24.5383886,92.0495552,23.165,0,0.0,0,LRP024b,BlankProcess
76,R281,LRP024b,24.541083,92.0533056,23.715,0,0.0,0,LRP024c,BlankProcess
77,R281,LRP024c,24.5414395022421,92.0536224829596,23.768,PUSHANAGAR BOX CULVERT,1.5,A,LRP025,BridgesDelay
78,R281,LRP025,24.543833,92.05627779999999,24.155,0,0.0,0,LRP026,BlankProcess
79,R281,LRP026,24.549694100000004,92.0635833,25.155,0,0.0,0,LRP026a,BlankProcess
80,R281,LRP026a,24.554654756511,92.0666022257985,25.787,ASURIGHAT BRIDGE,27.2,C,LRP026b,BridgesDelay
81,R281,LRP026b,24.5565556,92.0677493,26.029,0,0.0,0,LRP027,BlankProcess
82,R281,LRP027,24.5576111,92.0683882,26.155,0,0.0,0,LRP028a,BlankProcess
83,R281,LRP028a,24.5648625024,92.0727751238,27.084,BUAI BOX CULVERT,9.8,A,LRP028,BridgesDelay
84,R281,LRP028,24.5654167,92.0731104,27.155,0,0.0,0,LRP028b,BlankProcess
85,R281,LRP028b,24.5718049,92.07683270000001,27.965,0,0.0,0,LRP029,BlankProcess
86,R281,LRP029,24.5734438,92.07777709999999,28.155,0,0.0,0,LRP029a,BlankProcess
87,R281,LRP029a,24.5754055136363,92.0799882022727,28.471,BHUYAI BOX CULVERT,6.0,B,LRP030,BridgesDelay
88,R281,LRP030,24.5796938,92.08502740000002,29.165,0,0.0,0,LRP030a,BlankProcess
89,R281,LRP030a,24.584888600000003,92.09083299999999,29.999000000000002,0,0.0,0,LRP030b,BlankProcess
90,R281,LRP030b,24.585082999999997,92.09102740000002,30.031,0,0.0,0,LRP031,BlankProcess
91,R281,LRP031,24.585888600000004,92.0918608,30.155,0,0.0,0,LRP031a,BlankProcess
92,R281,LRP031a,24.5905274,92.0981108,30.980999999999998,0,0.0,0,LRP031b,BlankProcess
93,R281,LRP031b,24.5905274,92.0983608,31.016,0,0.0,0,LRP032,BlankProcess
94,R281,LRP032,24.5909441,92.1002222,31.205,0,0.0,0,LRP032a,BlankProcess
95,R281,LRP032a,24.5912431035175,92.101706492211,31.358,JURIR BORS GAON,9.8,A,LRP032b,BridgesDelay
96,R281,LRP032b,24.5928069003355,92.1065110505033,31.894,Bella Gawn,60.48,B,LRP032c,BridgesDelay
97,R281,LRP032c,24.5939441,92.1090556,32.199,0,0.0,0,LRP033,BlankProcess
98,R281,LRP033,24.5939719,92.1091389,32.205,0,0.0,0,LRP033a,BlankProcess
99,R281,LRP033a,24.597221899999997,92.1139722,32.814,0,0.0,0,LRP033b,BlankProcess
100,R281,LRP033b,24.5977219,92.1147222,32.912,0,0.0,0,LRP034,BlankProcess
101,R281,LRP034,24.599332999999998,92.1171104,33.205,0,0.0,0,LRP034a,BlankProcess
102,R281,LRP034a,24.6008333,92.11927709999999,33.485,0,0.0,0,LRP034b,BlankProcess
103,R281,LRP034b,24.6015631245614,92.12112195052632,33.693000000000005,0,0.0,0,LRP034c,BlankProcess
