,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,N805,LRPS,23.390221899999997,89.9837497,0.0,0,0.0,0,LRP001,BlankProcess
1,N805,LRP001,23.391221899999998,89.977666,0.645,0,0.0,0,LRPSa,BlankProcess
2,N805,LRPSa,23.3917960859375,89.9745487796875,0.96,.,19.8,A,LRP001b,BridgesDelay
3,N805,LRP001b,23.391833,89.97422159999999,0.988,0,0.0,0,LRP002,BlankProcess
4,N805,LRP002,23.393638600000003,89.9682771,1.645,0,0.0,0,LRP001a,BlankProcess
5,N805,LRP001a,23.3940441944055,89.9673082160839,1.761,.,10.3,A,LRP002a,BridgesDelay
6,N805,LRP002a,23.3941386,89.9670827,1.788,0,0.0,0,LRP001c,BlankProcess
7,N805,LRP001c,23.3948959066964,89.9653731973214,1.985,.,3.0,A,LRP002b,BridgesDelay
8,N805,LRP002b,23.3949997,89.96513890000001,2.012,0,0.0,0,LRP002c,BlankProcess
9,N805,LRP002c,23.396471899999998,89.96172220000001,2.4,0,0.0,0,LRP003,BlankProcess
10,N805,LRP003,23.3974441,89.95947220000001,2.67,0,0.0,0,LRP003a,BlankProcess
11,N805,LRP003a,23.398721899999998,89.95652779999999,3.0,0,0.0,0,LRP003b,BlankProcess
12,N805,LRP003b,23.399444100000004,89.9548056,3.195,0,0.0,0,LRP004,BlankProcess
13,N805,LRP004,23.4013611,89.9502778,3.67,0,0.0,0,LRP003c,BlankProcess
14,N805,LRP003c,23.4015790946666,89.94944534,3.777,.,9.0,A,LRP004a,BridgesDelay
15,N805,LRP004a,23.4016667,89.9491108,3.82,0,0.0,0,LRP004b,BlankProcess
16,N805,LRP004b,23.401916699999997,89.9457497,4.155,0,0.0,0,LRP004c,BlankProcess
17,N805,LRP004c,23.4020993097959,89.9425161755101,4.494,.,6.9,A,LRP004d,BridgesDelay
18,N805,LRP004d,23.4021111,89.94227740000001,4.52,0,0.0,0,LRP005,BlankProcess
19,N805,LRP005,23.4021944,89.9409441,4.66,0,0.0,0,LRP005a,BlankProcess
20,N805,LRP005a,23.4024167,89.937083,5.02,0,0.0,0,LRP005b,BlankProcess
