,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,N516,LRPS,24.838832999999997,88.9114167,0.0,0,0.0,0,LRPSa,BlankProcess
1,N516,LRPSa,24.8390552,88.9128056,0.14,0,0.0,0,LRPSb,BlankProcess
2,N516,LRPSb,24.8390552,88.91444440000001,0.31,0,0.0,0,LRP001a,BlankProcess
3,N516,LRP001a,24.8390678197368,88.9146713736842,0.333,.,15.27,A,LRPSc,BridgesDelay
4,N516,LRPSc,24.839138600000002,88.9159444,0.462,0,0.0,0,LRP001c,BlankProcess
5,N516,LRP001c,24.8391464128205,88.9161557692307,0.484,.,15.25,A,LRPSd,BridgesDelay
6,N516,LRPSd,24.8391663,88.91669379999999,0.54,0,0.0,0,LRP001e,BlankProcess
7,N516,LRP001e,24.8391713478947,88.9169106839473,0.563,.,10.3,A,LRPSe,BridgesDelay
8,N516,LRPSe,24.8392497,88.92027709999999,0.92,0,0.0,0,LRP001g,BlankProcess
9,N516,LRP001g,24.8392395127777,88.9203908338889,0.931,.,4.6,A,LRP001,BridgesDelay
10,N516,LRP001,24.839083,88.92213819999999,1.1,0,0.0,0,LRP001b,BlankProcess
11,N516,LRP001b,24.838888600000004,88.92472159999998,1.365,0,0.0,0,LRP002,BlankProcess
12,N516,LRP002,24.837694100000004,88.9305827,2.0,0,0.0,0,LRP002a,BlankProcess
13,N516,LRP002a,24.838138600000004,88.9332216,2.27,0,0.0,0,LRP003a,BlankProcess
14,N516,LRP003a,24.83817748,88.93343276,2.293,.,112.06,A,LRP002b,BridgesDelay
15,N516,LRP002b,24.838333,88.93427740000001,2.385,0,0.0,0,LRP003c,BlankProcess
16,N516,LRP003c,24.8374037972413,88.9378850956321,2.813,.,3.68,A,LRP002c,BridgesDelay
17,N516,LRP002c,24.837388600000004,88.9379441,2.82,0,0.0,0,LRP003,BlankProcess
18,N516,LRP003,24.836221899999998,88.9391663,3.02,0,0.0,0,LRP004,BlankProcess
19,N516,LRP004,24.8300827,88.945833,3.96,0,0.0,0,LRP004a,BlankProcess
20,N516,LRP004a,24.829166,88.946833,4.11,0,0.0,0,LRP004b,BlankProcess
21,N516,LRP004b,24.8254716,88.95222220000001,4.803999999999999,0,0.0,0,LRP005,BlankProcess
22,N516,LRP005,24.8248604,88.9535,4.94,0,0.0,0,LRP005a,BlankProcess
23,N516,LRP005a,24.8242493,88.9549722,5.11,0,0.0,0,LRP006b,BlankProcess
24,N516,LRP006b,24.8214801986404,88.9607004956193,5.757,.,5.18,A,LRP005b,BridgesDelay
25,N516,LRP005b,24.821416,88.9608333,5.772,0,0.0,0,LRP006,BlankProcess
26,N516,LRP006,24.8208327,88.9620833,5.92,0,0.0,0,LRP006a,BlankProcess
27,N516,LRP006a,24.8204438,88.9632778,6.046,0,0.0,0,LRP006c,BlankProcess
28,N516,LRP006c,24.8191938,88.96611109999999,6.36,0,0.0,0,LRP007d,BlankProcess
29,N516,LRP007d,24.8178864775735,88.9680330033088,6.611,.,5.18,A,LRP006d,BridgesDelay
30,N516,LRP006d,24.8177771,88.9681938,6.632000000000001,0,0.0,0,LRP007,BlankProcess
31,N516,LRP007,24.816527800000003,88.970416,6.91,0,0.0,0,LRP007a,BlankProcess
32,N516,LRP007a,24.8163056,88.97074930000001,6.9110000000000005,0,0.0,0,LRP008a,BlankProcess
33,N516,LRP008a,24.8162856717391,88.9707873434782,6.916,.,3.67,A,LRP008b,BridgesDelay
34,N516,LRP008b,24.8154566560869,88.9723699521739,7.124,.,5.18,A,LRP007b,BridgesDelay
35,N516,LRP007b,24.8153889,88.9724993,7.141,0,0.0,0,LRP008c,BlankProcess
36,N516,LRP008c,24.8149150584454,88.9785802982062,7.775,.,3.67,A,LRP007c,BridgesDelay
37,N516,LRP007c,24.8148889,88.978916,7.81,0,0.0,0,LRP008,BlankProcess
38,N516,LRP008,24.8147778,88.9798882,7.875,0,0.0,0,LRPE,BlankProcess
39,N516,LRPE,24.8146111,88.98099930000001,8.0,0,0.0,0,PreRome,BlankProcess
