,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,N207,LRPS,24.294860800000002,91.51025,0.0,0,0.0,0,LRPSa,BlankProcess
1,N207,LRPSa,24.2964163,91.5120833,0.226,0,0.0,0,LRPSb,BlankProcess
2,N207,LRPSb,24.297583,91.51352779999999,0.457,0,0.0,0,LRPSc,BlankProcess
3,N207,LRPSc,24.297555199999998,91.5137222,0.479,0,0.0,0,LRP001,BlankProcess
4,N207,LRP001,24.296777399999996,91.5188049,1.0,0,0.0,0,LRP001a,BlankProcess
5,N207,LRP001a,24.2958515333333,91.5238512,1.523,BINAGOU,19.4,C,LRP001b,BridgesDelay
6,N207,LRP001b,24.295833,91.5239438,1.5390000000000001,0,0.0,0,LRP002,BlankProcess
7,N207,LRP002,24.2951108,91.528416,2.0,0,0.0,0,LRP002a,BlankProcess
8,N207,LRP002a,24.2936663,91.5370552,2.8930000000000002,0,0.0,0,LRP002b,BlankProcess
9,N207,LRP002b,24.2936386,91.5372497,2.924,0,0.0,0,LRP002c,BlankProcess
10,N207,LRP002c,24.2935274,91.53791629999999,2.99,0,0.0,0,LRP002d,BlankProcess
11,N207,LRP002d,24.29346909,91.53801353,2.997,Naturbazar Arch Rcc culvert,2.5,C,LRP003,BridgesDelay
12,N207,LRP003,24.293444100000002,91.5380552,3.0,0,0.0,0,LRP003a,BlankProcess
13,N207,LRP003a,24.2929746358053,91.5463403184241,3.858,KARANGI BRIDGE,38.4,B,LRP003b,BridgesDelay
14,N207,LRP003b,24.292944100000003,91.54674969999999,3.898,0,0.0,0,LRP004,BlankProcess
15,N207,LRP004,24.2927497,91.5479163,4.0,0,0.0,0,LRP004b,BlankProcess
16,N207,LRP004b,24.2910251343,91.556742271,4.913,MIRZAPUR BOX CULVERT,3.0,A,LRP005,BridgesDelay
17,N207,LRP005,24.2908608,91.5575833,5.0,0,0.0,0,LRP006,BlankProcess
18,N207,LRP006,24.2909719,91.5663889,6.0,0,0.0,0,LRP006a,BlankProcess
19,N207,LRP006a,24.289527399999997,91.57130490000002,6.6,0,0.0,0,LRP006b,BlankProcess
20,N207,LRP006b,24.2916021329999,91.574672934,6.988,KACHA BAZAR BOX CULVERT,6.0,A,LRP007,BridgesDelay
21,N207,LRP007,24.2916663,91.57477709999999,7.0,0,0.0,0,LRP008,BlankProcess
22,N207,LRP008,24.294110800000002,91.5837497,8.0,0,0.0,0,LRP008a,BlankProcess
23,N207,LRP008a,24.294944100000002,91.5846663,8.132,0,0.0,0,LRP008c,BlankProcess
24,N207,LRP008c,24.2946699064516,91.5876824290322,8.506,KARMADA BOX CULVERT,3.0,A,LRP008b,BridgesDelay
25,N207,LRP008b,24.294444100000003,91.59016629999999,8.814,0,0.0,0,LRP009,BlankProcess
26,N207,LRP009,24.2944163,91.592083,9.0,0,0.0,0,LRP009a,BlankProcess
27,N207,LRP009a,24.294471899999998,91.592833,9.075,0,0.0,0,LRP009b,BlankProcess
28,N207,LRP009b,24.294971899999997,91.5945274,9.267000000000001,0,0.0,0,LRP009c,BlankProcess
29,N207,LRP009c,24.2961108,91.5975274,9.427,0,0.0,0,LRP010,BlankProcess
30,N207,LRP010,24.296444100000002,91.6011944,10.0,0,0.0,0,LRP010a,BlankProcess
31,N207,LRP010a,24.2957774,91.60288890000001,10.211,0,0.0,0,LRP011,BlankProcess
