,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,R681,LRPS,24.3976663,88.4453052,0.0,0,0.0,0,LRPSa,BlankProcess
1,R681,LRPSa,24.3965035397351,88.4429795821192,0.294,.,1.2,C,LRPSb,BridgesDelay
2,R681,LRPSb,24.395695845614,88.4413198087719,0.484,.,1.0,A,LRP001,BridgesDelay
3,R681,LRP001,24.395499700000002,88.4409163,0.53,0,0.0,0,LRP001c,BlankProcess
4,R681,LRP001c,24.3935473190476,88.4320489761904,1.186,.,13.19,A,LRP002,BridgesDelay
5,R681,LRP002,24.3934997,88.4318327,1.202,0,0.0,0,LRP002a,BlankProcess
6,R681,LRP002a,24.394388600000003,88.4181938,1.53,0,0.0,0,LRP003,BlankProcess
7,R681,LRP003,24.393832999999997,88.4218604,2.55,0,0.0,0,LRP003a,BlankProcess
8,R681,LRP003a,24.3932203457675,88.419128994835,2.829,Sluice gate,4.2,A,LRP004,BridgesDelay
9,R681,LRP004,24.392138600000003,88.4127222,3.525,0,0.0,0,LRP005,BlankProcess
10,R681,LRP005,24.3951941,88.4044167,4.525,0,0.0,0,LRP005a,BlankProcess
11,R681,LRP005a,24.3988608,88.3973052,5.345,0,0.0,0,LRP006,BlankProcess
12,R681,LRP006,24.3998052,88.3953608,5.525,0,0.0,0,LRP006a,BlankProcess
13,R681,LRP006a,24.4035556,88.3891386,5.773,0,0.0,0,LRP006b,BlankProcess
14,R681,LRP006b,24.4033333,88.3895552,6.33,0,0.0,0,LRP007,BlankProcess
15,R681,LRP007,24.4047778,88.3872219,6.525,0,0.0,0,LRP008,BlankProcess
16,R681,LRP008,24.409722199999997,88.37888819999999,7.585,0,0.0,0,LRP009,BlankProcess
17,R681,LRP009,24.4159722,88.3719993,8.585,0,0.0,0,LRP010,BlankProcess
18,R681,LRP010,24.4213327,88.3649167,9.585,0,0.0,0,LRP010a,BlankProcess
19,R681,LRP010a,24.4235951149367,88.3620616531645,9.968,Baily Bridge,36.2,A,LRP010b,BridgesDelay
20,R681,LRP010b,24.4239716,88.3616667,10.03,0,0.0,0,LRP011,BlankProcess
21,R681,LRP011,24.4267216,88.3583056,10.585,0,0.0,0,LRP012,BlankProcess
22,R681,LRP012,24.4337219,88.3534444,11.585,0,0.0,0,LRP012a,BlankProcess
23,R681,LRP012a,24.438895244,88.350537808,12.305,Sluice gate,4.45,C,LRP013,BridgesDelay
24,R681,LRP013,24.440832999999998,88.3489163,12.585,0,0.0,0,LRPE,BlankProcess
25,R681,LRPE,24.4461108,88.3475274,13.23,0,0.0,0,PreRome,BlankProcess
