,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,Z8605,LRPS,23.146027399999998,90.40925,0.0,0,0.0,0,LRPSa,BlankProcess
1,Z8605,LRPSa,23.146860800000002,90.4169716,0.81,0,0.0,0,LRP001,BlankProcess
2,Z8605,LRP001,23.146860800000002,90.41716600000001,0.836,0,0.0,0,LRP002,BlankProcess
3,Z8605,LRP002,23.1455552,90.4280549,1.835,0,0.0,0,LRP003,BlankProcess
4,Z8605,LRP003,23.144721899999997,90.43805520000001,2.835,0,0.0,0,LRP002a,BlankProcess
5,Z8605,LRP002a,23.1447219,90.4377787576923,2.95,.,4.5,C,LRP003a,BridgesDelay
6,Z8605,LRP003a,23.144721899999997,90.4375552,3.043,0,0.0,0,LRPE,BlankProcess
7,Z8605,LRPE,23.1444997,90.44280520000001,3.5860000000000003,0,0.0,0,PreRome,BlankProcess
