,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,N104,LRPS,23.0096667,91.3994163,0.0,0,0.0,0,LRPSa,BlankProcess
1,N104,LRPSa,23.009361697528,91.3961485620224,0.349,Shasaugtachha culvert,3.65,A,LRPSb,BridgesDelay
2,N104,LRPSb,23.0093022701123,91.3955118680898,0.417,S.S.SK ROAD SLAB CULVERT,2.7,B,LRP001,BridgesDelay
3,N104,LRP001,23.0093056,91.3898052,1.0,0,0.0,0,LRP001a,BlankProcess
4,N104,LRP001a,23.0095278,91.3814438,1.8780000000000001,0,0.0,0,LRP002,BlankProcess
5,N104,LRP002,23.0095278,91.3803604,2.0,0,0.0,0,LRP002a,BlankProcess
6,N104,LRP002a,23.0098384198224,91.3741733526627,2.63,PAZGACIA SLAB CULVERT,2.7,C,LRP003,BridgesDelay
7,N104,LRP003,23.0094444,91.37047159999999,3.0,0,0.0,0,LRP004,BlankProcess
8,N104,LRP004,23.0071667,91.3607778,4.08,0,0.0,0,LRP004a,BlankProcess
9,N104,LRP004a,23.00625,91.3583611,4.35,0,0.0,0,LRP004b,BlankProcess
10,N104,LRP004b,23.0045556,91.35463890000001,4.77,0,0.0,0,LRP005,BlankProcess
11,N104,LRP005,23.0044444,91.3543889,4.8,0,0.0,0,LRP006,BlankProcess
12,N104,LRP006,22.9990552,91.3471386,5.8,0,0.0,0,LRP007,BlankProcess
13,N104,LRP007,22.990582999999997,91.3458886,6.81,0,0.0,0,LRP008,BlankProcess
14,N104,LRP008,22.9840274,91.3404719,7.83,0,0.0,0,LRP008a,BlankProcess
15,N104,LRP008a,22.983583,91.3389997,7.99,0,0.0,0,LRP008b,BlankProcess
16,N104,LRP008b,22.9825827,91.33752740000001,8.18,0,0.0,0,LRP008c,BlankProcess
17,N104,LRP008c,22.981888199999997,91.3371108,8.22,0,0.0,0,LRP008d,BlankProcess
18,N104,LRP008d,22.9815271,91.3369163,8.315,0,0.0,0,LRP009,BlankProcess
19,N104,LRP009,22.9772216,91.3354997,8.81,0,0.0,0,LRP009a,BlankProcess
20,N104,LRP009a,22.9715827,91.3343608,9.452,0,0.0,0,LRP010,BlankProcess
21,N104,LRP010,22.966435944217693,91.33371895459184,10.03,0,0.0,0,LRP010a,BlankProcess
22,N104,LRP010a,22.9611111,91.33305490000001,10.628,0,0.0,0,LRP011,BlankProcess
23,N104,LRP011,22.9580556,91.3317216,11.0,0,0.0,0,LRP011a,BlankProcess
24,N104,LRP011a,22.9546105173333,91.3271586005333,11.616,SAHID SLAM SHETU,48.1,A,LRP011b,BridgesDelay
