,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,N302,LRPS,23.880582699999998,90.4011389,0.0,0,0.0,0,LRP001,BlankProcess
1,N302,LRP001,23.8803049,90.3920274,1.0,0,0.0,0,LRP002,BlankProcess
2,N302,LRP002,23.888971899999998,90.38922190000001,2.0,0,0.0,0,LRP002a,BlankProcess
3,N302,LRP002a,23.891582999999997,90.3884441,2.375,0,0.0,0,LRP003,BlankProcess
4,N302,LRP003,23.896082999999997,90.3851663,2.9130000000000003,0,0.0,0,LRP004,BlankProcess
5,N302,LRP004,23.8951663,90.3767771,3.9130000000000003,0,0.0,0,LRP005,BlankProcess
6,N302,LRP005,23.892055199999998,90.36755490000002,4.913,0,0.0,0,LRP005a,BlankProcess
7,N302,LRP005a,23.8921663,90.3620556,5.513999999999999,0,0.0,0,LRP005b,BlankProcess
8,N302,LRP005b,23.8924835155339,90.3601790427184,5.71,ASHULIA RCC GIDER BRIDGE,65.6,D,LRP005c,BridgesDelay
9,N302,LRP005c,23.892499700000002,90.3595556,5.782,0,0.0,0,LRP006,BlankProcess
10,N302,LRP006,23.892805199999998,90.3581667,5.912999999999999,0,0.0,0,LRP006a,BlankProcess
11,N302,LRP006a,23.8944163,90.34902740000001,6.865,0,0.0,0,LRP007,BlankProcess
12,N302,LRP007,23.8944719,90.34852740000001,6.922999999999999,0,0.0,0,LRP008,BlankProcess
13,N302,LRP008,23.8962774,90.33838859999999,7.973,0,0.0,0,LRP008a,BlankProcess
14,N302,LRP008a,23.896888600000004,90.3349997,8.331,0,0.0,0,LRP008b,BlankProcess
15,N302,LRP008b,23.897194100000004,90.33322159999999,8.542,0,0.0,0,LRP008c,BlankProcess
16,N302,LRP008c,23.897527399999998,90.3314438,8.73,0,0.0,0,LRP009,BlankProcess
17,N302,LRP009,23.8986108,90.32944379999999,8.972999999999999,0,0.0,0,LRP010,BlankProcess
18,N302,LRP010,23.9054722,90.3232493,9.972999999999999,0,0.0,0,LRP010a,BlankProcess
19,N302,LRP010a,23.9064493428571,90.32197364,10.144,ZIRABO BOX CULVERT,13.5,C,LRP010b,BridgesDelay
20,N302,LRP010b,23.906617519515148,90.32188470909092,10.161,0,0.0,0,LRP011,BlankProcess
21,N302,LRP011,23.9156944,90.3181938,10.972999999999999,0,0.0,0,LRP011a,BlankProcess
22,N302,LRP011a,23.913972199999996,90.3180827,11.37,0,0.0,0,LRP012,BlankProcess
23,N302,LRP012,23.919277100000002,90.3121667,11.972999999999999,0,0.0,0,LRP013,BlankProcess
24,N302,LRP013,23.9276104,90.3088056,12.972999999999999,0,0.0,0,LRP014,BlankProcess
25,N302,LRP014,23.934388600000002,90.3034167,13.972999999999999,0,0.0,0,LRP015,BlankProcess
26,N302,LRP015,23.935833,90.3011667,14.257,0,0.0,0,LRP016,BlankProcess
27,N302,LRP016,23.9367497,90.29166629999999,15.257,0,0.0,0,LRP017,BlankProcess
28,N302,LRP017,23.936833,90.28213819999999,16.257,0,0.0,0,LRP018,BlankProcess
29,N302,LRP018,23.936833,90.2724993,17.257,0,0.0,0,LRPE,BlankProcess
30,N302,LRPE,23.937944100000003,90.26983270000001,17.555,0,0.0,0,PreRome,BlankProcess
