,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,R211,LRPS,23.980166,90.7334719,0.0,0,0.0,0,LRPSa,BlankProcess
1,R211,LRPSa,23.9808049,90.7337219,0.075,0,0.0,0,LRPSb,BlankProcess
2,R211,LRPSb,23.9808882,90.7337497,0.086,0,0.0,0,LRP001,BlankProcess
3,R211,LRP001,23.9879163,90.73558299999999,0.9009999999999999,0,0.0,0,LRP001a,BlankProcess
4,R211,LRP001a,23.9901282332703,90.7360592960302,1.164,AMTOLI BOX CULVERT,2.8,A,LRP001b,BridgesDelay
5,R211,LRP001b,23.9947219,90.7371386,1.6909999999999998,0,0.0,0,LRP002,BlankProcess
6,R211,LRP002,23.9967497,90.7375552,1.923,0,0.0,0,LRP002a,BlankProcess
7,R211,LRP002a,24.0014281618147,90.7375278204158,2.444,AMTOLI BOX CULVERT,3.0,A,LRP003,BridgesDelay
8,R211,LRP003,24.0057778,90.73741629999999,2.9330000000000003,0,0.0,0,LRP003a,BlankProcess
9,R211,LRP003a,24.0114444,90.73724969999999,3.5639999999999996,0,0.0,0,LRP003b,BlankProcess
10,R211,LRP003b,24.012972199999997,90.73730520000001,3.75,0,0.0,0,LRP004,BlankProcess
11,R211,LRP004,24.0147778,90.7371941,3.946,0,0.0,0,LRP004a,BlankProcess
12,R211,LRP004a,24.0183604,90.7375274,4.351,0,0.0,0,LRP005,BlankProcess
13,R211,LRP005,24.0238327,90.7381386,4.962,0,0.0,0,LRP005a,BlankProcess
14,R211,LRP005a,24.0257216,90.7383052,5.178,0,0.0,0,LRP006a,BlankProcess
15,R211,LRP006a,24.0324300514687,90.7363806661558,5.953,BANDARDIA -2 BOX CULVERT,9.3,A,LRP006,BridgesDelay
16,R211,LRP006,24.0324993,90.7363608,5.961,0,0.0,0,LRP006b,BlankProcess
17,R211,LRP006b,24.0328327,90.7363052,6.001,0,0.0,0,LRP006c,BlankProcess
18,R211,LRP006c,24.0341406538461,90.7358693461538,6.154,BANDORDIA 1 BOX,3.0,A,LRP006d,BridgesDelay
19,R211,LRP006d,24.0383052,90.7347497,6.632000000000001,0,0.0,0,LRP007,BlankProcess
20,R211,LRP007,24.0406386,90.73677740000001,6.978,0,0.0,0,LRP007a,BlankProcess
21,R211,LRP007a,24.042721899999997,90.7384441,7.284,0,0.0,0,LRP007b,BlankProcess
22,R211,LRP007b,24.043694100000003,90.7383608,7.395,0,0.0,0,LRP007c,BlankProcess
23,R211,LRP007c,24.043833,90.738333,7.409,0,0.0,0,LRP007d,BlankProcess
