,Road,LRPName,Lat,Lon,Chainage,Description,Length,Cat,Next Node,Add On Process
0,Z1126,LRPS,21.723221600000002,92.16152779999999,0.0,0,0.0,0,LRPSa,BlankProcess
1,Z1126,LRPSa,21.729527100000002,92.15725,0.915,0,0.0,0,LRP001,BlankProcess
2,Z1126,LRP001,21.7304438,92.15738890000002,1.0,0,0.0,0,LRP002,BlankProcess
3,Z1126,LRP002,21.7366663,92.1546944,2.0,0,0.0,0,LRP003,BlankProcess
4,Z1126,LRP003,21.744332999999997,92.14949969999999,3.0,0,0.0,0,LRP003a,BlankProcess
5,Z1126,LRP003a,21.7484136056338,92.1467610239436,3.7,.,3.8,A,LRP004,BridgesDelay
6,Z1126,LRP004,21.7498608,92.1469163,4.0,0,0.0,0,LRP004a,BlankProcess
7,Z1126,LRP004a,21.7503913454545,92.1463607545454,4.1,.,20.0,A,LRP004b,BridgesDelay
8,Z1126,LRP004b,21.7505278,92.1462219,4.13,0,0.0,0,LRP005,BlankProcess
9,Z1126,LRP005,21.755,92.139583,5.0,0,0.0,0,LRP006,BlankProcess
10,Z1126,LRP006,21.7538611,92.130916,6.0,0,0.0,0,LRP006a,BlankProcess
11,Z1126,LRP006a,21.7543611,92.12336040000001,6.82,0,0.0,0,LRP006b,BlankProcess
12,Z1126,LRP006b,21.754305600000002,92.1218327,6.976,0,0.0,0,LRP007,BlankProcess
13,Z1126,LRP007,21.75425,92.1217493,7.0,0,0.0,0,LRP007a,BlankProcess
14,Z1126,LRP007a,21.75439896327116,92.11999728967,7.178,0,0.0,0,LRP007b,BlankProcess
15,Z1126,LRP007b,21.7548333,92.11488890000001,7.697,0,0.0,0,LRP008,BlankProcess
16,Z1126,LRP008,21.75475,92.1145556,7.75,0,0.0,0,LRP009,BlankProcess
17,Z1126,LRP009,21.7545556,92.1066111,8.75,0,0.0,0,LRP009a,BlankProcess
18,Z1126,LRP009a,21.7602993551912,92.1013749557377,9.63,.,2.1,A,LRP010,BridgesDelay
19,Z1126,LRP010,21.760666699999998,92.1010833,9.7,0,0.0,0,LRP011,BlankProcess
20,Z1126,LRP011,21.767791094618836,92.0943565735426,10.7,0,0.0,0,LRP011a,BlankProcess
21,Z1126,LRP011a,21.7686104,92.093583,10.815,0,0.0,0,LRP011b,BlankProcess
22,Z1126,LRP011b,21.768666,92.0934163,10.837,0,0.0,0,LRP011c,BlankProcess
23,Z1126,LRP011c,21.771916,92.0859997,11.652000000000001,0,0.0,0,LRP012,BlankProcess
24,Z1126,LRP012,21.7729716,92.085833,11.7,0,0.0,0,LRP012a,BlankProcess
25,Z1126,LRP012a,21.773721600000002,92.08405520000001,12.0,0,0.0,0,LRP013a,BlankProcess
26,Z1126,LRP013a,21.775395790909,92.0800109927272,12.51,.,1.1,A,LRP013,BridgesDelay
27,Z1126,LRP013,21.7755271,92.0796938,12.55,0,0.0,0,LRP013c,BlankProcess
28,Z1126,LRP013c,21.7785369631436,92.074755803794,13.25,.,8.1,A,LRP013b,BridgesDelay
29,Z1126,LRP013b,21.7787771,92.0743604,13.305,0,0.0,0,LRP014,BlankProcess
30,Z1126,LRP014,21.7809993,92.0716382,13.74,0,0.0,0,LRP015,BlankProcess
31,Z1126,LRP015,21.784333,92.0638611,14.74,0,0.0,0,LRP016,BlankProcess
32,Z1126,LRP016,21.789610800000002,92.0565278,15.75,0,0.0,0,LRP016a,BlankProcess
33,Z1126,LRP016a,21.7898546780487,92.0547798243902,15.9,.,7.5,A,LRP016b,BridgesDelay
34,Z1126,LRP016b,21.7901385727272,92.0530075727272,16.06,.,2.2,A,LRP017,BridgesDelay
35,Z1126,LRP017,21.794638600000003,92.0523333,16.75,0,0.0,0,LRP017a,BlankProcess
36,Z1126,LRP017a,21.794849549367,92.0513664012658,16.85,.,4.5,A,LRP017b,BridgesDelay
37,Z1126,LRP017b,21.7967526033112,92.0503158304635,17.15,.,15.4,C,LRP017c,BridgesDelay
38,Z1126,LRP017c,21.7973608,92.0501667,17.226,0,0.0,0,LRP018,BlankProcess
39,Z1126,LRP018,21.7995274,92.0546667,17.75,0,0.0,0,LRP018a,BlankProcess
40,Z1126,LRP018a,21.7999163,92.05577779999999,17.957,0,0.0,0,LRP018b,BlankProcess
41,Z1126,LRP018b,21.8015592094577,92.0564403278688,18.15,.,2.0,A,LRP019,BridgesDelay
42,Z1126,LRP019,21.806666699999997,92.0585,18.75,0,0.0,0,LRPE,BlankProcess
43,Z1126,LRPE,21.8068333,92.0585833,18.798,0,0.0,0,PreRome,BlankProcess
