	Unnamed: 0	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced	zero_lon	zero_lat
602	602	Road to Arowana (Z1018)	LRP254a	Side Road, Right	22.2916663	91.8696382	N1	250.445		False	False
603	603	Box culvert	LRP254b	Culvert	22.2916108	91.8711382	N1	250.615		False	False
604	604	Box culvert	LRP254c	Culvert	22.293583	91.8748604	N1	251.062		False	False
605	605	Bridge start	LRP254d	Bridge	22.294638600000006	91.8770827	N1	251.324		False	False
606	606	Cox's Bazar 139 km	LRP255	Km Post	22.2949163	91.877666	N1	251.391		False	False
607	607	Bridge end	LRP255a	Bridge	22.2951108	91.8781104	N1	251.445		False	False
608	608	Box Culvert	LRP255b	Culvert	22.298388600000006	91.885583	N1	251.708		False	False
609	609	Cox's Bazar 138 km	LRP256	Km Post	22.2985552	91.886333	N1	252.397		False	False
610	610	Road to Kaliganj (Z1071)	LRP256a	Side Road, Right	22.3	91.8915552	N1	252.956		False	False
611	611	Cox's Bazar 137 km	LRP257	Km Post	22.3005833	91.892833	N1	253.397		False	False
612	612	Box culvert	LRP257a	Culvert	22.3015833	91.897333	N1	253.57		False	False
613	613	Cox,s Bazar 136 km,Patiya 11 km	LRP258	Km Post	22.3027222	91.9015556	N1	254.024		False	False
614	614	Box culvert	LRP258a	Culvert	22.3029722	91.9025	N1	254.127		False	False
615	615	Cox,s Bazar 135 km,Patiya 10 km	LRP259	Km Post	22.3053611	91.9106389	N1	254.999		False	False
616	616	Box culvert	LRP259a	Culvert	22.3070556	91.9128056	N1	255.302		False	False
617	617	Road to Kaliganj (Z1070)	LRP259b	Cross Road	22.3096944	91.91575	N1	255.726		False	False
618	618	Box culvert	LRP260	Km Post	22.3114167	91.9176382	N1	255.999		False	False
619	619	Box culvert	LRP260a	Culvert	22.3124722	91.9188327	N1	256.16700000000003		False	False
620	620	Box culvert	LRP260b	Culvert	22.3156389	91.9224993	N1	256.688		False	False
621	621	Road to Kalurghat (N107)	LRP260c	Side Road, Left	22.3158889	91.9235827	N1	256.809		False	False
622	622	Km post missing	LRP261	Km Post	22.3155556	91.9253882	N1	256.999		False	False
623	623	Box culvert	LRP261a	Culvert	22.3137778	91.9322216	N1	257.749		False	False
624	624	Km post missing	LRP262	Km Post	22.31375	91.9345274	N1	257.999		False	False
625	625	Km post missing	LRP263	Km Post	22.3136389	91.9438886	N1	258.999		False	False
626	626	Box culvert	LRP263a	Culvert	22.3098611	91.9477219	N1	259.617		False	False
627	627	Info.Missing	LRP264	Km Post	22.3067222	91.9491941	N1	260.01		False	False
628	628	Km post missing	LRP265	Km Post	22.3025	91.9553889	N1	261.01		False	False
629	629	Bridge start	LRP265a	Bridge	22.301027800000004	91.9641667	N1	261.936		False	False
630	630	Bridge end	LRP265b	Bridge	22.3009444	91.9646667	N1	261.988		False	False
631	631	Km post missing	LRP266	Km Post	22.3009167	91.9648889	N1	262.01		False	False
632	632	Km post missing	LRP267	Km Post	22.2979441	91.973916	N1	263.01		False	False
633	633	Slab Culvert	LRP267a	Culvert	22.2956941	91.9787493	N1	263.578		False	False
634	634	Road to Boalkhali (Z1059)	LRP267b	Side Road, Left	22.295333	91.9803049	N1	263.744		False	False
635	635	Km post missing	LRP268	Km Post	22.2934997	91.9816382	N1	264.01		False	False
636	636	Road to Haidgaon (Z1057)	LRP268a	Side Road, Left	22.2933608	91.9821104	N1	264.07		False	False
637	637	Box culvert	LRP268b	Culvert	22.292083	91.9822493	N1	264.216		False	False
638	638	Road to Anowara (R170)	LRP268c	Side Road, Right	22.291833	91.9823327	N1	264.237		False	False
639	639	Km post missing	LRP269	Km Post	22.2878052	91.9883886	N1	265.01		False	False
640	640	Bridge start	LRP269a	Bridge	22.286583	91.9911108	N1	265.313		False	False
641	641	Bridge end	LRP269b	Bridge	22.2863052	91.991583	N1	265.385		False	False
642	642	Road to Chandnaisa(Z1039)	LRP269c	Side Road, Right	22.2862497	91.9916941	N1	265.41		False	False
643	643	Km post missing	LRP270	Km Post	22.283638600000003	91.9967497	N1	266.01		False	False
644	644	Box Culvert	LRP270a	Culvert	22.2820549	91.9986663	N1	266.28		False	False
645	645	Info.Missing	LRP271	Km Post	22.2761938	92.0043889	N1	267.205		False	False
646	646	Box culvert	LRP271a	Culvert	22.2745827	92.0053056	N1	267.41900000000004		False	False
647	647	Box culvert	LRP271b	Culvert	22.2722493	92.0055278	N1	267.689		False	False
648	648	Km post missing	LRP272	Km Post	22.2676104	92.0058056	N1	268.205		False	False
649	649	Bridge start	LRP272a	Bridge	22.2622222	92.0070556	N1	268.831		False	False
650	650	Bridge end	LRP272b	Bridge	22.2628611	92.0070278	N1	268.845		False	False
651	651	Box Culvert	LRP272c	Culvert	22.2600833	92.0075556	N1	269.079		False	False
652	652	Km post missing	LRP273	Km Post	22.259	92.0081389	N1	269.205		False	False
653	653	Box culvert	LRP273a	Culvert	22.2557222	92.0096111	N1	269.608		False	False
654	654	Box culvert	LRP273b	Culvert	22.2538611	92.01125	N1	269.876		False	False
655	655	Km post missing	LRP274	Km Post	22.2517222	92.0133333	N1	270.205		False	False
656	656	Box culvert	LRP274a	Culvert	22.249333	92.0152778	N1	270.548		False	False
657	657	Km post missing	LRP275	Km Post	22.2449997	92.019166	N1	271.205		False	False
658	658	Box culvert	LRP275a	Culvert	22.2410552	92.0215271	N1	271.807		False	False
659	659	Box culvert	LRP275b	Culvert	22.237194100000004	92.0230549	N1	272.286		False	False
660	660	Info.Missing	LRP276	Km Post	22.236083	92.0234716	N1	272.425		False	False
661	661	Box culvert	LRP276a	Culvert	22.2327771	92.0245549	N1	272.81		False	False
662	662	Bridge start	LRP276b	Bridge	22.2316938	92.0248882	N1	272.98900000000003		False	False
663	663	Bridge end	LRP276c	Bridge	22.2315827	92.0249438	N1	273.003		False	False
664	664	Info.Missing	LRP277	Km Post	22.227916	92.0258882	N1	273.219		False	False
665	665	Bridge start	LRP277a	Bridge	22.2278882	92.025916	N1	273.231		False	False
666	666	Bridge end	LRP277b	Bridge	22.2277771	92.0259438	N1	273.243		False	False
667	667	Box culvert	LRP277c	Culvert	22.2240271	92.0270827	N1	273.68		False	False
668	668	Km post missing	LRP278	Km Post	22.2192493	92.0278882	N1	274.219		False	False
669	669	Box culvert	LRP278a	Culvert	22.2170549	92.0281382	N1	274.467		False	False
670	670	Road To Dhupchheri (Z1026)	LRP278b	Side Road, Left	22.2131389	92.0304993	N1	274.982		False	False
671	671	Km post missing	LRP279	Km Post	22.2116111	92.0318049	N1	275.219		False	False
672	672	Bridge start	LRP279a	Bridge	22.2084444	92.0356663	N1	275.761		False	False
673	673	Bridge end	LRP279b	Bridge	22.208027800000004	92.0357774	N1	275.816		False	False
674	674	Bridge start	LRP279c	Bridge	22.2059444	92.0370274	N1	276.10200000000003		False	False
675	675	Bridge end	LRP279d	Bridge	22.2058889	92.0371386	N1	276.11400000000003		False	False
676	676	Km post missing	LRP280	Km Post	22.2054167	92.0380274	N1	276.219		False	False
677	677	Info.Missing	LRP281	Km Post	22.1977774	92.0433886	N1	277.313		False	False
678	678	Road to Barma (Z1036)	LRP281a	Side Road, Right	22.1917219	92.0453608	N1	278.013		False	False
679	679	Info.Missing	LRP282	Km Post	22.1897497	92.046583	N1	278.326		False	False
680	680	Info.Missing	LRP283	Km Post	22.1822771	92.0513889	N1	279.339		False	False
681	681	Box culvert	LRP283a	Culvert	22.1750827	92.0528611	N1	280.16		False	False
682	682	Km post missing	LRP284	Km Post	22.1735827	92.0534167	N1	280.339		False	False
683	683	Km post missing	LRP285	Km Post	22.1652222	92.0548889	N1	281.339		False	False
684	684	Km post missing	LRP286	Km Post	22.1629722	92.0641944	N1	282.339		False	False
685	685	Bridge start	LRP286a	Bridge	22.1596667	92.0674716	N1	282.8540000000001		False	False
686	686	Bridge end	LRP286b	Bridge	22.1580556	92.0686104	N1	283.071		False	False
687	687	Km post missing	LRP287	Km Post	22.156	92.0701104	N1	283.339		False	False
688	688	Bridge start	LRP287a	Bridge	22.1509722	92.0696938	N1	284.003		False	False
689	689	Bridge end	LRP287b	Bridge	22.1508889	92.069666	N1	284.012		False	False
690	690	Cox,s Bazar 111 km,Kasherhat 5 km	LRP288	Km Post	22.149138600000004	92.0696104	N1	284.218		False	False
691	691	Keranirhat 4 km	LRP289	Km Post	22.1406663	92.0697771	N1	285.1690000000001		False	False
692	692	Box Culvert	LRP289a	Culvert	22.1379163	92.0698882	N1	285.472		False	False
693	693	Box Culvert	LRP289b	Culvert	22.1334441	92.0700827	N1	285.973		False	False
694	694	Cox,s Bazar 109 km	LRP290	Km Post	22.1320549	92.0701938	N1	286.134		False	False
695	695	Bridge start	LRP290a	Bridge	22.1308049	92.070416	N1	286.253		False	False
696	696	Bridge end	LRP290b	Bridge	22.1304716	92.0704993	N1	286.314		False	False
697	697	Bridge start	LRP290c	Bridge	22.1285271	92.0708604	N1	286.538		False	False
698	698	Bridge end	LRP290d	Bridge	22.1282771	92.070916	N1	286.569		False	False
699	699	Info.Missing	LRP291	Km Post	22.1240271	92.0715827	N1	287.0540000000001		False	False
700	700	Box culvert	LRP291a	Culvert	22.123666	92.0716382	N1	287.064		False	False
701	701	Box culvert	LRP291b	Culvert	22.1208049	92.0719438	N1	287.453		False	False
702	702	Km post missing	LRP292	Km Post	22.1151944	92.072416	N1	288.0540000000001		False	False
703	703	Box culvert	LRP292a	Culvert	22.1133056	92.0726938	N1	288.336		False	False
704	704	Km post missing	LRP293	Km Post	22.1062222	92.0738049	N1	289.0540000000001		False	False
705	705	Road to Bandarban(N108)	LRP293a	Side Road, Left	22.1021667	92.0740549	N1	289.612		False	False
706	706	Box culvert	LRP293b	Culvert	22.0993052	92.0743604	N1	289.724		False	False
707	707	Road to Satkaria (Z1019)	LRP293c	Side Road, Right	22.0977497	92.0750271	N1	289.974		False	False
708	708	Km post missing	LRP294	Km Post	22.097583	92.0752216	N1	290.004		False	False
709	709	Box culvert	LRP294a	Culvert	22.0942219	92.0798604	N1	290.616		False	False
710	710	Cox,s Bazar 104 km	LRP295	Km Post	22.092833	92.0812493	N1	290.838		False	False
711	711	Cox,s Bazar 103 km,Pasea 5 km	LRP296	Km Post	22.087694100000004	92.088583	N1	291.7940000000001		False	False
712	712	Box culvert	LRP296a	Culvert	22.0844441	92.0924997	N1	292.34		False	False
713	713	Cox,s Bazar 102 km,Pasha 3 km	LRP297	Km Post	22.0826104	92.0958886	N1	292.758		False	False
714	714	Box culvert	LRP297a	Culvert	22.081166	92.0982774	N1	293.058		False	False
715	715	Km post missing	LRP298	Km Post	22.075221600000006	92.1001944	N1	293.758		False	False
716	716	Bridge start	LRP298a	Bridge	22.0699438	92.1038333	N1	294.462		False	False
717	717	Bridge end	LRP298b	Bridge	22.0698049	92.104	N1	294.495		False	False
718	718	Cox,s Bazar 100 km,Pasra 2 km	LRP299	Km Post	22.0686938	92.10525	N1	294.672		False	False
719	719	Bridge start	LRP299a	Bridge	22.0641667	92.107	N1	295.238		False	False
720	720	Bridge end	LRP299b	Bridge	22.0638611	92.1070833	N1	295.283		False	False
721	721	Box culvert	LRP299c	Culvert	22.0605556	92.1078056	N1	295.663		False	False
722	722	Km post missing	LRP300	Km Post	22.0604722	92.1078611	N1	295.672		False	False
723	723	Box culvert	LRP300a	Culvert	22.0568611	92.1090833	N1	296.095		False	False
724	724	Box culvert	LRP300b	Culvert	22.0522778	92.1091111	N1	296.61		False	False
725	725	Km post missing	LRP301	Km Post	22.0516944	92.1090278	N1	296.672		False	False
726	726	Box culvert	LRP301a	Culvert	22.048638600000004	92.1082222	N1	297.002		False	False
727	727	Road to Tonkabati (Z1013)	LRP301b	Side Road, Left	22.0449719	92.1078333	N1	297.441		False	False
728	728	Box culvert	LRP301c	Culvert	22.0443052	92.1073056	N1	297.536		False	False
729	729	Km post missing	LRP302	Km Post	22.0434441	92.1063056	N1	297.672		False	False
730	730	Box culvert	LRP302a	Culvert	22.0379163	92.104	N1	298.367		False	False
731	731	Cox.s Bazar 96 km,Lohaona 3 km	LRP303	Km Post	22.037083	92.1039722	N1	298.464		False	False
732	732	Box culvert	LRP303a	Culvert	22.0320827	92.1041667	N1	299.031		False	False
733	733	Bridge start	LRP303b	Bridge	22.028916	92.1035556	N1	299.409		False	False
734	734	Km post missing	LRP304	Km Post	22.0284438	92.1032778	N1	299.464		False	False
735	735	Bridge end	LRP304a	Bridge	22.0283327	92.1031944	N1	299.483		False	False
736	736	Cox,s Bazar 94 km,Lohaona 1 km	LRP305	Km Post	22.020666	92.1015556	N1	300.382		False	False
737	737	Box culvert	LRP305a	Culvert	22.0205549	92.1015	N1	300.396		False	False
738	738	Cox,s Bazar 93 km,Lohagora 6 km	LRP306	Km Post	22.0153056	92.094833	N1	301.319		False	False
739	739	Box culvert	LRP306a	Culvert	22.0077222	92.0927497	N1	302.249		False	False
740	740	Cox,s Bazar 92 km,Lohagra 0 km	LRP307	Km Post	22.0074167	92.0924997	N1	302.298		False	False
741	741	Box culvert	LRP307a	Culvert	22.0039167	92.0904163	N1	302.763		False	False
742	742	Box culvert	LRP307b	Culvert	21.9999441	92.08802740000002	N1	303.303		False	False
743	743	Cox,s Bazar 87 km	LRP308	Km Post	21.999833	92.0879997	N1	303.319		False	False
744	744	Box culvert	LRP308a	Culvert	21.9951108	92.0873608	N1	303.866		False	False
745	745	Box culvert	LRP308b	Culvert	21.9950552	92.0872774	N1	303.883		False	False
746	746	Bridge start	LRP308c	Bridge	21.991388600000004	92.086083	N1	304.317		False	False
747	747	Bridge end	LRP308d	Bridge	21.9908886	92.0859163	N1	304.377		False	False
748	748	Cox,s Bazar 86 km,Chokaria 28 km	LRP309	Km Post	21.9907219	92.0858608	N1	304.396		False	False
749	749	Box culvert	LRP309a	Culvert	21.9893886	92.085333	N1	304.556		False	False
750	750	Bridge start	LRP309b	Bridge	21.9862219	92.0835274	N1	304.962		False	False
751	751	Bridge end	LRP309c	Bridge	21.9860552	92.0834441	N1	304.986		False	False
752	752	Cox,s Bazar 87 km,Chokaria 27 km	LRP310	Km Post	21.982971600000006	92.0817771	N1	305.375		False	False
753	753	Bridge start	LRP310a	Bridge	21.9811104	92.0800271	N1	305.64		False	False
754	754	Bridge end	LRP310b	Bridge	21.9810549	92.0799438	N1	305.665		False	False
755	755	Box culvert	LRP310c	Culvert	21.9798882	92.0778327	N1	305.9190000000001		False	False
756	756	Box culvert	LRP310d	Culvert	21.9789716	92.0747493	N1	306.261		False	False
757	757	Cox,s Bazar 88 km,Chowria 27 km	LRP311	Km Post	21.9781104	92.0739993	N1	306.394		False	False
758	758	Cox,s Bazar 83 km,Chokaria 25 km	LRP312	Km Post	21.9729438	92.0670827	N1	307.411		False	False
759	759	Road to Banskhali (R171)	LRP312a	Side Road, Right	21.9720827	92.0657222	N1	307.582		False	False
760	760	Box culvert	LRP312b	Culvert	21.967666	92.0635	N1	308.146		False	False
761	761	Km post missing	LRP313	Km Post	21.9654167	92.0625556	N1	308.411		False	False
762	762	Bridge start	LRP313a	Bridge	21.9620278	92.0633611	N1	308.666		False	False
763	763	Bridge end	LRP313b	Bridge	21.9618611	92.0634444	N1	308.687		False	False
764	764	Box culvert	LRP313c	Culvert	21.9590833	92.0653889	N1	309.059		False	False
765	765	Km post missing	LRP314	Km Post	21.9578333	92.0665833	N1	309.411		False	False
766	766	Box culvert	LRP314a	Culvert	21.9569167	92.0673327	N1	309.496		False	False
767	767	Bridge start	LRP314b	Bridge	21.9516111	92.0678604	N1	310.017		False	False
768	768	Bridge end	LRP314c	Bridge	21.9514444	92.0678604	N1	310.038		False	False
769	769	Info.Missing	LRP315	Km Post	21.9489441	92.0675271	N1	310.341		False	False
770	770	Box culvert	LRP315a	Culvert	21.9446663	92.0668049	N1	310.802		False	False
771	771	Km post missing	LRP316	Km Post	21.940583	92.0643889	N1	311.341		False	False
772	772	Box culvert	LRP316a	Culvert	21.9354441	92.0623056	N1	311.956		False	False
773	773	Box culvert	LRP316b	Culvert	21.9333608	92.0614167	N1	312.209		False	False
774	774	Cox,s Bazar 78 km	LRP317	Km Post	21.9322216	92.06075	N1	312.366		False	False
775	775	Box culvert	LRP317a	Culvert	21.931666	92.0603611	N1	312.444		False	False
776	776	Box culvert	LRP317b	Culvert	21.9296104	92.0592778	N1	312.708		False	False
777	777	Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.	LRP318	Km Post	21.9235827	92.0585	N1	313.381		False	False
778	778	Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.	LRP318	Km Post	21.9235827	92.0585	N1	313.381		False	False
779	779	Box culvert	LRP318a	Culvert	21.9177216	92.0597778	N1	313.966		False	False
780	780	Box culvert	LRP318b	Culvert	21.9160833	92.0601389	N1	314.269		False	False
781	781	Cox,s Bazar 76 km	LRP319	Km Post	21.9148333	92.0604722	N1	314.416		False	False
782	782	Box culvert	LRP319a	Culvert	21.9128611	92.0606667	N1	314.639		False	False
783	783	Box culvert	LRP319b	Culvert	21.9083889	92.0605278	N1	315.15		False	False
784	784	Cox,s Bazar 75 km	LRP320	Km Post	21.9059444	92.0609167	N1	315.42		False	False
785	785	Road to Lama(Z1007)	LRP320a	Side Road, Left	21.9031667	92.0611667	N1	315.728		False	False
786	786	Cox,s Bazar 74 km	LRP321	Km Post	21.8969997	92.0612222	N1	316.293		False	False
787	787	Road to Toitong (Z1124)	LRP321a	Side Road, Right	21.846444100000006	92.0623056	N1	316.356		False	False
788	788	Box culvert	LRP321b	Culvert	21.890888600000004	92.0596667	N1	317.017		False	False
789	789	Cox,s Bazar 73 km	LRP322	Km Post	21.888388600000006	92.0600833	N1	317.2990000000001		False	False
790	790	Box culvert	LRP322a	Culvert	21.8810271	92.0589722	N1	318.132		False	False
791	791	Cox's Bazar 72 km	LRP323	Km Post	21.879416	92.0590833	N1	318.311		False	False
792	792	Box culvert	LRP323a	Culvert	22.874916	92.0591111	N1	318.819		False	False
793	793	Info.Missing	LRP324	Km Post	22.8704993	92.0591389	N1	319.32		False	False
794	794	Box culvert	LRP324a	Culvert	21.8625	92.0595	N1	320.2270000000001		False	False
795	795	Km post missing	LRP325	Km Post	21.8616389	92.0596111	N1	320.32		False	False
796	796	Bridge start	LRP325a	Bridge	21.8597222	92.0602778	N1	320.5420000000001		False	False
797	797	Bridge end	LRP325b	Bridge	21.8592222	92.0604444	N1	320.601		False	False
798	798	Cox,s Bazar 69 km	LRP326	Km Post	21.85275	92.0609722	N1	321.325		False	False
799	799	Box culvert	LRP326a	Culvert	21.8526111	92.0609722	N1	321.346		False	False
800	800	Box culvert	LRP326b	Culvert	21.8505	92.0609444	N1	321.575		False	False
801	801	Cox,s Bazar 68 km	LRP327	Km Post	21.844138600000004	92.0628056	N1	322.34		False	False
802	802	Box culvert	LRP327a	Culvert	21.842583	92.0638611	N1	322.553		False	False
803	803	Box culvert	LRP327b	Culvert	21.8399719	92.0651389	N1	322.875		False	False
804	804	Cox,s Bazar 67 km	LRP328	Km Post	21.8363052	92.067416	N1	323.357		False	False
805	805	Box culvert	LRP328a	Culvert	21.8336663	92.0684438	N1	323.671		False	False
806	806	Road to Paharchaanda(Z1125)	LRP328b	Side Road, Right	21.8322216	92.0689993	N1	323.842		False	False
807	807	Cox's Bazar 66 km	LRP329	Km Post	21.8280827	92.0712771	N1	324.324		False	False
808	808	Bridge start	LRP329a	Bridge	21.8256938	92.0723882	N1	324.618		False	False
809	809	Bridge end	LRP329b	Bridge	21.8252771	92.0725549	N1	324.666		False	False
810	810	Box culvert	LRP329c	Culvert	21.8208882	92.0741104	N1	325.183		False	False
811	811	Cox's Bazar 65km	LRP330	Km Post	21.8195271	92.0741382	N1	325.332		False	False
812	812	Box culvert	LRP330a	Culvert	21.8179716	92.073916	N1	325.513		False	False
813	813	Cox.s Bazar 64 km	LRP331	Km Post	21.8119444	92.0776382	N1	326.344		False	False
814	814	Road to Paharchanda(Z1002)	LRP331a	Side Road, Right	21.8045278	92.077166	N1	327.188		False	False
815	815	Bridge start	LRP331b	Bridge	21.8031389	92.0772493	N1	327.344		False	False
816	816	Bridge end	LRP331c	Bridge	21.8030278	92.0772771	N1	327.3590000000001		False	False
817	817	Cox,s Bazar 63 km	LRP332	Km Post	21.798610950000004	92.0772771	N1	327.369	True	False	False
818	818	Cox,s Bazar 62 km	LRP333	Km Post	21.7941941	92.0783882	N1	328.362		False	False
819	819	Box culvert	LRP333a	Culvert	21.787388600000003	92.0788882	N1	329.13699999999994		False	False
820	820	Box culvert	LRP333b	Culvert	21.7864997	92.0790271	N1	329.237		False	False
821	821	Cox,s Bazar 61 km	LRP334	Km Post	21.7853052	92.079166	N1	329.375		False	False
822	822	Box culvert	LRP334a	Culvert	21.7836941	92.0792771	N1	329.555		False	False
823	823	Cox,s Bazar 60 km	LRP335	Km Post	21.7782493	92.0840552	N1	330.374		False	False
824	824	Box culvert	LRP335a	Culvert	21.7776382	92.0843886	N1	330.454		False	False
825	825	Box culvert	LRP335b	Culvert	21.7758049	92.0851108	N1	330.6790000000001		False	False
826	826	Intersection with Z1126	LRP335c	Cross Road	21.7737216	92.0840552	N1	330.874		False	False
827	827	Box culvert	LRP335d	Culvert	21.7732771	92.0837219	N1	331.009		False	False
828	828	Cox,s Bazar 59 km	LRP336	Km Post	21.7713049	92.0818327	N1	331.302		False	False
829	829	Bridge start	LRP336a	Bridge	21.7711938	92.0816382	N1	331.326		False	False
830	830	Bridge end	LRP336b	Bridge	21.7693327	92.079416	N1	331.63699999999994		False	False
831	831	Road to Tuabazar (Z1127)	LRP336c	Side Road, Right	21.7664722	92.0767771	N1	332.066		False	False
832	832	Km post missing	LRP337	Km Post	21.7646389	92.075916	N1	332.302		False	False
833	833	Road to Badarkhali (R172)	LRP337a	Side Road, Right	21.7596389	92.0764993	N1	332.8769999999999		False	False
834	834	Cox,s Bazar 57 km	LRP338	Km Post	21.7546944	92.0770271	N1	333.43		False	False
835	835	Cox,s Bazar 56 km	LRP339	Km Post	21.746638600000004	92.080916	N1	334.432		False	False
836	836	Box culvert	LRP339a	Culvert	21.7392497	92.0828604	N1	335.297		False	False
837	837	Cox's Bazar 55 km	LRP340	Km Post	21.738083	92.0834163	N1	335.4380000000001		False	False
838	838	Box culvert	LRP340a	Culvert	21.737638600000004	92.0834719	N1	335.4890000000001		False	False
839	839	Box culvert	LRP340b	Culvert	21.7315827	92.0838052	N1	336.1690000000001		False	False
840	840	Bridge start	LRP340c	Bridge	21.729999300000006	92.083833	N1	336.35		False	False
841	841	Bridge end	LRP340d	Bridge	21.7296382	92.083833	N1	336.389		False	False
842	842	Cox,s Bazar 54 km	LRP341	Km Post	21.7290271	92.0838608	N1	336.458		False	False
843	843	Box culvert	LRP341a	Culvert	21.7229438	92.0834719	N1	337.147		False	False
844	844	Road to Alikadam(Z1005)	LRP341b	Side Road, Left	21.7215549	92.0830827	N1	337.31		False	False
845	845	Cox's Bazar 53km	LRP342	Km Post	21.7204716	92.0822493	N1	337.458		False	False
846	846	Pipe Culvert	LRP342a	Culvert	21.7169438	92.0824993	N1	337.8780000000001		False	False
847	847	Cox,s Bazar 52 km	LRP343	Km Post	21.7120833	92.0821104	N1	338.491		False	False
848	848	Box culvert	LRP343a	Culvert	21.708027800000004	92.0800549	N1	339.0180000000001		False	False
849	849	Cox,s Bazar 51 km	LRP344	Km Post	21.7040556	92.0788604	N1	339.50699999999995		False	False
850	850	Box culvert	LRP344a	Culvert	21.7013611	92.0783882	N1	339.81699999999995		False	False
851	851	Cox's Bazar 50km	LRP345	Km Post	21.6957497	92.0805827	N1	340.515		False	False
852	852	Cox's Bazar 49km	LRP346	Km Post	21.6868608	92.0800827	N1	341.527		False	False
853	853	Cox's Bazar 48 km	LRP347	Km Post	21.678416	92.0770827	N1	342.527		False	False
854	854	Bridge start	LRP347a	Bridge	21.6747493	92.0766104	N1	342.944		False	False
855	855	Bridge end	LRP347b	Bridge	21.674221600000006	92.0765549	N1	343.006		False	False
856	856	Box culvert	LRP347c	Culvert	21.6704438	92.0762771	N1	343.4290000000001		False	False
857	857	Cox,s Bazar 47 km	LRP348	Km Post	21.6695549	92.07605490000002	N1	343.463		False	False
858	858	Road to Garzania (Z1130)	LRP348a	Side Road, Left	21.6688327	92.0759438	N1	343.559		False	False
859	859	Box culvert	LRP348b	Culvert	21.6618889	92.074916	N1	344.325		False	False
860	860	Cox,s Bazar 46 km	LRP349	Km Post	21.6606111	92.0750827	N1	344.468		False	False
861	861	Bridge start	LRP349a	Bridge	21.6590556	92.0751382	N1	344.644		False	False
862	862	Bridge end	LRP349b	Bridge	21.653	92.0751382	N1	344.7		False	False
863	863	Cox,s Bazar 45 km	LRP350	Km Post	21.6518056	92.0737771	N1	345.4840000000001		False	False
864	864	Bridge start	LRP350a	Bridge	21.6497219	92.0733049	N1	345.721		False	False
865	865	Bridge end	LRP350b	Bridge	21.649194100000006	92.0733049	N1	345.783		False	False
866	866	Box culvert	LRP350c	Bridge	21.649083	92.0733049	N1	345.801		False	False
867	867	Box culvert	LRP350d	Culvert	21.6468052	92.0733604	N1	346.052		False	False
868	868	Cox,s Bazar 44 km	LRP351	Km Post	21.6428608	92.0732216	N1	346.499		False	False
869	869	Cox,s Bazar 43 km	LRP352	Km Post	21.634833	92.0770271	N1	347.517		False	False
870	870	Cox,s Bazar 42 km	LRP353	Km Post	21.6259716	92.0773882	N1	348.545		False	False
871	871	Box culvert	LRP353a	Culvert	21.6213604	92.0724438	N1	349.279		False	False
872	872	Cox's Bazar 41km	LRP354	Km Post	21.6197771	92.0705271	N1	349.545		False	False
873	873	Bridge start	LRP354a	Bridge	21.617166	92.0679993	N1	349.944		False	False
874	874	Bridge end	LRP354b	Bridge	21.6167771	92.0678049	N1	349.995		False	False
875	875	Z1131, Kutakhali-Maheshkhali	LRP354c	Side Road, Right	21.6150556	92.0667771	N1	350.0540000000001		False	False
876	876	Cox,s Bazar 40 km	LRP355	Km Post	21.61225	92.0652222	N1	350.1690000000001		False	False
877	877	Box culvert	LRP355a	Culvert	21.6098333	92.0638056	N1	350.309		False	False
878	878	Box culvert	LRP355b	Culvert	21.6073056	92.0624167	N1	350.4890000000001		False	False
879	879	Cox,s Bazar 39 km	LRP356	Km Post	21.6039167	92.0619444	N1	351.286		False	False
880	880	Box culvert	LRP356a	Culvert	21.6016389	92.0618889	N1	351.343		False	False
881	881	Box culvert	LRP356b	Culvert	21.5977219	92.0617778	N1	351.684		False	False
882	882	Cox's Bazar 38km	LRP357	Km Post	21.5951108	92.0611944	N1	352.286		False	False
883	883	Box culvert	LRP357a	Culvert	21.5926108	92.0612778	N1	352.36800000000005		False	False
884	884	Box culvert	LRP357b	Culvert	21.588583	92.0633056	N1	352.694		False	False
885	885	Cox,s Bazar 37 km	LRP358	Km Post	21.5875274	92.0650278	N1	353.1980000000001		False	False
886	886	Box culvert	LRP358a	Culvert	21.586194100000004	92.0650278	N1	353.298		False	False
887	887	Box culvert	LRP358b	Culvert	21.584833	92.0652222	N1	353.466		False	False
888	888	Cox's Bazar 36 km	LRP359	Km Post	21.5791938	92.0668049	N1	354.19699999999995		False	False
889	889	Box culvert	LRP359a	Culvert	21.5769993	92.0697216	N1	354.326		False	False
890	890	Cox,s Bazar 35 km	LRP360	Km Post	21.5717216	92.07180490000002	N1	355.167		False	False
891	891	Box Culvert	LRP360a	Culvert	21.564	92.0702493	N1	355.861		False	False
892	892	Cox,s Bazar 34 km	LRP361	Km Post	21.5629444	92.0700271	N1	356.1869999999999		False	False
893	893	Box Culvert	LRP361a	Culvert	21.5618056	92.0696382	N1	356.32199999999995		False	False
894	894	Box Culvert	LRP361b	Culvert	21.5608333	92.0692771	N1	356.4430000000001		False	False
895	895	Cos,x Bazar 33 km	LRP362	Km Post	21.5555	92.0679716	N1	357.189		False	False
