	Unnamed: 0	Description	LRPNo	LRPType	LatitudeDec	LongitudeDec	Road	RoadChainage	replaced	zero_lon	zero_lat
298	298	Km post missing	LRP133	Km Post	23.1295827	91.3284993	N1	130.377		False	False
299	299	Box culvert	LRP133a	Culvert	23.1290827	91.3287216	N1	130.447		False	False
300	300	Box culvert	LRP133b	Culvert	23.1234993	91.3311382	N1	131.122		False	False
301	301	Km post missing	LRP134	Km Post	23.1213327	91.33205490000002	N1	131.377		False	False
302	302	Box culvert	LRP134a	Culvert	23.1193049	91.3329993	N1	131.625		False	False
303	303	Ctg 127 km,Feni 16 km	LRP135	Km Post	23.1191382	91.3330827	N1	131.653		False	False
304	304	Km post missing	LRP136	Km Post	23.1113611	91.3378052	N1	132.653		False	False
305	305	Box culvert	LRP136a	Culvert	23.110805600000006	91.3381386	N1	132.72799999999998		False	False
306	306	Box culvert	LRP136b	Culvert	23.1051111	91.3413608	N1	133.44799999999998		False	False
307	307	Km post missing	LRP137	Km Post	23.1035	91.3422497	N1	133.653		False	False
308	308	Box culvert	LRP137a	Culvert	23.1005833	91.3437774	N1	134.02100000000002		False	False
309	309	Box culvert	LRP137b	Culvert	23.0961941	91.3461108	N1	134.571		False	False
310	310	Km post missing	LRP138	Km Post	23.095583	91.3464441	N1	134.653		False	False
311	311	Box culvert	LRP138a	Culvert	23.0901108	91.3494163	N1	135.341		False	False
312	312	Km post missing	LRP139	Km Post	23.0876108	91.35088890000002	N1	135.653		False	False
313	313	Box culvertt	LRP139a	Culvert	23.0849719	91.3524722	N1	135.998		False	False
314	314	Bridge start	LRP139b	Bridge	23.0808049	91.3548611	N1	136.525		False	False
315	315	Bridge end	LRP139c	Bridge	23.0806938	91.3549444	N1	136.542		False	False
316	316	Ctg 122 km	LRP140	Km Post	23.0792493	91.3558333	N1	136.735		False	False
317	317	Box culvert	LRP140a	Culvert	23.0732493	91.3594167	N1	137.501		False	False
318	318	Km post missing	LRP141	Km Post	23.0712493	91.3599722	N1	137.735		False	False
319	319	Start of Feni road Division	LRP141a	Others	23.0688604	91.3607222	N1	138.01		False	False
320	320	Start of Feni road Division	LRP141a	Others	23.0688604	91.3607222	N1	138.01		False	False
321	321	Box Culvert	LRP141b	Culvert	23.0636944	91.3616389	N1	138.621		False	False
322	322	Ctg 103 km	LRP142	Km Post	23.063527800000006	91.3616389	N1	138.639		False	False
323	323	Road to Karerhat (Z1031)	LRP142a	Side Road, Right	23.0614722	91.3616667	N1	138.869		False	False
324	324	Ctg 102 km	LRP143	Km Post	23.0538611	91.3637222	N1	139.751		False	False
325	325	Z1031	LRP143a	Cross Road	23.0479441	91.3651389	N1	140.251		False	False
326	326	Ctg 101 km	LRP144	Km Post	23.0449719	91.3653611	N1	140.77200000000005		False	False
327	327	Box culvert	LRP144a	Culvert	23.0427774	91.3654444	N1	140.968		False	False
328	328	Rail Road Crossing	LRP144b	Rail Road Crossing	23.0398052	91.3656111	N1	141.304		False	False
329	329	Km post missing	LRP145	Km Post	23.0360274	91.36575	N1	141.77200000000005		False	False
330	330	Box culvert	LRP145a	Culvert	23.029416	91.3656389	N1	142.507		False	False
331	331	Ctg 99 km,Feni 3 km	LRP146	Km Post	23.026971600000003	91.3655	N1	142.79399999999995		False	False
332	332	Road to Biroli (Z1030)	LRP146a	Side Road, Right	23.0248327	91.3655278	N1	143.034		False	False
333	333	Ctg 98 km,Feni 2 km	LRP147	Km Post	23.0193604	91.3697771	N1	143.795		False	False
334	334	Box culvert	LRP147a	Culvert	23.0185271	91.3708327	N1	143.946		False	False
335	335	Box culvert	LRP147b	Culvert	23.014083300000006	91.3759716	N1	144.67		False	False
336	336	Km post missing	LRP148	Km Post	23.0132778	91.3769438	N1	144.795		False	False
337	337	Intersection with N104	LRP148a	Cross Road	23.0095556	91.3813604	N1	145.409		False	False
338	338	Km post missing	LRP149	Km Post	23.0095556	91.3813604	N1	145.795		False	False
339	339	Ctg 95 km	LRP150	Km Post	23.0018889	91.3920552	N1	146.816		False	False
340	340	Km post missing	LRP151	Km Post	22.996388600000003	91.3998052	N1	147.816		False	False
341	341	Bridge start	LRP151a	Bridge	22.9961941	91.4005	N1	147.901		False	False
342	342	Bridge end	LRP151b	Bridge	22.9960552	91.4006667	N1	147.924		False	False
343	343	Ctg 93 km,Lalpole 1 km	LRP152	Km Post	22.9906941	91.4072222	N1	148.841		False	False
344	344	Road to Feni Town (Z1034)	LRP152a	Side Road, Left	22.9877774	91.41	N1	149.289		False	False
345	345	Road to Sonagazi (Z1034)	LRP152b	Side Road, Right	22.985888600000006	91.4120556	N1	149.585		False	False
346	346	Ctg 91 km	LRP153	Km Post	22.9842219	91.4137222	N1	149.841		False	False
347	347	Ctg 91 km	LRP154	Km Post	22.9774438	91.4205827	N1	150.892		False	False
348	348	Km post missing	LRP155	Km Post	22.9711382	91.4273882	N1	151.892		False	False
349	349	Km post missing	LRP156	Km Post	22.9663333	91.4356108	N1	152.892		False	False
350	350	Bridge start	LRP156a	Bridge	22.9624167	91.4416941	N1	153.672		False	False
351	351	Bridge end	LRP156b	Bridge	22.9618056	91.4424997	N1	153.781		False	False
352	352	Km post missing	LRP157	Km Post	22.9611667	91.4433886	N1	153.892		False	False
353	353	Ctg 87 km	LRP158	Km Post	22.9561389	91.4517778	N1	154.935		False	False
354	354	Km post missing	LRP159	Km Post	22.9514444	91.4600278	N1	155.935		False	False
355	355	Ctg 85 km,Bairyahat 10 km	LRP160	Km Post	22.9479997	91.4689993	N1	156.947		False	False
356	356	Road to Mounshirhat (Z1081)	LRP160a	Side Road, Left	22.9483608	91.4761382	N1	157.685		False	False
357	357	Km post missing	LRP161	Km Post	22.9484997	91.4786938	N1	157.947		False	False
358	358	Ctg 83 km	LRP162	Km Post	22.9497497	91.4883608	N1	158.955		False	False
359	359	Km post missing	LRP163	Km Post	22.9497774	91.4980274	N1	159.955		False	False
360	360	Bridge start	LRP163a	Bridge	22.9496663	91.5007778	N1	160.243		False	False
361	361	Bridge end	LRP163b	Bridge	22.949583	91.5027778	N1	160.454		False	False
362	362	Ctg 81 kkm	LRP164	Km Post	22.9482774	91.50725	N1	160.963		False	False
363	363	Road to Chhagalnaiya (Z1032)	LRP164a	Side Road, Left	22.943944100000003	91.5108611	N1	161.582		False	False
364	364	Km post missing	LRP165	Km Post	22.940833	91.5124444	N1	161.963		False	False
365	365	Km post missing	LRP166	Km Post	22.9329716	91.51722159999998	N1	162.963		False	False
366	366	Km post missing	LRP167	Km Post	22.9248882	91.5213327	N1	163.963		False	False
367	367	Km post missing	LRP168	Km Post	22.9167216	91.5253882	N1	164.963		False	False
368	368	Bridge start	LRP168a	Bridge	22.9156667	91.5259438	N1	165.097		False	False
369	369	Bridge end/Start of Chittagong Road Division	LRP168b	Bridge	22.9138056	91.5268604	N1	165.325		False	False
370	370	Bridge end/Start of Chittagong Road Division	LRP168b	Bridge	22.9138056	91.5268604	N1	165.325		False	False
371	371	Km post missing	LRP169	Km Post	22.9085833	91.5294993	N1	165.963		False	False
372	372	Box culvert	LRP169a	Culvert	22.9046667	91.5314438	N1	166.42700000000005		False	False
373	373	Km post missing	LRP170	Km Post	22.9003333	91.5333608	N1	166.963		False	False
374	374	End of Bituminous Pavment	LRP170a	Others	22.899444100000004	91.5336108	N1	167.046		False	False
375	375	Road to Karerhat (R151)	LRP170b	Side Road, Left	22.8939997	91.5346941	N1	167.683		False	False
376	376	Start of Bituminious Pavement	LRP170c	Others	22.8929719	91.5350274	N1	167.796		False	False
377	377	Box culvert	LRP170d	Culvert	22.8921663	91.5353052	N1	167.9		False	False
378	378	Km post missing	LRP171	Km Post	22.891638600000004	91.5354719	N1	167.963		False	False
379	379	Km post missing	LRP172	Km Post	22.8829993	91.5381663	N1	168.963		False	False
380	380	Box culvert	LRP172a	Culvert	22.8829993	91.5381663	N1	168.96400000000003		False	False
381	381	Box culvert	LRP172b	Culvert	22.875166	91.5407219	N1	169.878		False	False
382	382	Km post missing	LRP173	Km Post	22.8744438	91.5409719	N1	169.963		False	False
383	383	Box culvert	LRP173a	Culvert	22.8731382	91.5414441	N1	170.125		False	False
384	384	Box culvert	LRP173b	Culvert	22.868416	91.5431663	N1	170.68099999999995		False	False
385	385	Km post missing	LRP174	Km Post	22.8661111	91.5439997	N1	170.963		False	False
386	386	Box culvert	LRP174a	Culvert	22.8777771	91.545333	N1	171.53900000000004		False	False
387	387	Box culvert	LRP174b	Culvert	22.8595833	91.5454719	N1	171.71599999999995		False	False
388	388	Km post missing	LRP175	Km Post	22.8575556	91.5456386	N1	171.963		False	False
389	389	Box culvert	LRP175a	Culvert	22.856	91.5457219	N1	172.128		False	False
390	390	Box culvert	LRP175b	Culvert	22.8550556	91.545833	N1	172.241		False	False
391	391	Km post missing	LRP176	Km Post	22.8486663	91.5463608	N1	172.963		False	False
392	392	Bridge start	LRP176a	Bridge	22.8485274	91.5463886	N1	172.98		False	False
393	393	Bridge end	LRP176b	Bridge	22.8484441	91.5464163	N1	172.99		False	False
394	394	Box culvert	LRP176c	Culvert	22.8452219	91.5475274	N1	173.37		False	False
395	395	Box culvert	LRP176d	Culvert	22.8432497	91.5482219	N1	173.61		False	False
396	396	Km post missing	LRP177	Km Post	22.8401941	91.5490552	N1	173.963		False	False
397	397	Pipe culvert	LRP177a	Culvert	22.8372497	91.5492497	N1	174.27700000000004		False	False
398	398	Km post missing	LRP178	Km Post	22.8313882	91.5503611	N1	174.963		False	False
399	399	Box culvert	LRP178a	Culvert	22.8239438	91.5528333	N1	175.835		False	False
400	400	Km post missing	LRP179	Km Post	22.8228049	91.5531389	N1	175.963		False	False
401	401	Km post missing	LRP180	Km Post	22.8141389	91.5555833	N1	176.963		False	False
402	402	Box culvert	LRP180a	Culvert	22.8110556	91.5563889	N1	177.303		False	False
403	403	Box culvert	LRP180b	Culvert	22.808000000000003	91.5579167	N1	177.709		False	False
404	404	Box culvert	LRP180c	Culvert	22.8059722	91.5589167	N1	177.96099999999996		False	False
405	405	Km post missing	LRP181	Km Post	22.8059444	91.5589167	N1	177.963		False	False
406	406	Box culvert	LRP181a	Culvert	22.8045833	91.5591111	N1	178.118		False	False
407	407	Km post missing	LRP182	Km Post	22.7974719	91.56136109999998	N1	178.963		False	False
408	408	Box Culvert	LRP182a	Culvert	22.7934163	91.5633333	N1	179.456		False	False
409	409	Box culvert	LRP182b	Culvert	22.7896108	91.5654444	N1	179.928		False	False
410	410	Km post missing	LRP183	Km Post	22.7893608	91.5655833	N1	179.963		False	False
411	411	Bridge start	LRP183a	Bridge	22.7813327	91.5695271	N1	180.957		False	False
412	412	Km post missing	LRP184	Km Post	22.7812216	91.5695827	N1	180.963		False	False
413	413	Bridge end	LRP184a	Bridge	22.7811382	91.5696382	N1	180.978		False	False
414	414	Road to Narayanhat (Z1021)	LRP184b	Side Road, Left	22.7771104	91.5713327	N1	181.46400000000003		False	False
415	415	Box culvert	LRP184c	Culvert	22.7732771	91.5733604	N1	181.939		False	False
416	416	Km post missing	LRP185	Km Post	22.7730271	91.5734716	N1	181.963		False	False
417	417	Box culvert	LRP185a	Culvert	22.7693604	91.5756104	N1	182.432		False	False
418	418	Box culvert	LRP185b	Culvert	22.7661944	91.5779993	N1	182.43400000000003		False	False
419	419	Km post missing	LRP186	Km Post	22.7654722	91.5785549	N1	182.963		False	False
420	420	Box culvert	LRP186a	Culvert	22.7621944	91.5811382	N1	183.416		False	False
421	421	Km post missing	LRP187	Km Post	22.758527800000003	91.5845274	N1	183.963		False	False
422	422	Bridge start	LRP187a	Bridge	22.7526389	91.5893608	N1	184.783		False	False
423	423	Bridge end	LRP187b	Bridge	22.7525	91.5894719	N1	184.806		False	False
424	424	Km post missing	LRP188	Km Post	22.7513333	91.5903608	N1	184.963		False	False
425	425	Box culvert	LRP188a	Culvert	22.749638600000004	91.5916386	N1	185.195		False	False
426	426	Km post missing	LRP189	Km Post	22.7435552	91.5949163	N1	185.963		False	False
427	427	Box culvert	LRP189a	Culvert	22.7433052	91.5950274	N1	185.995		False	False
428	428	Km post missing	LRP190	Km Post	22.7349997	91.5979441	N1	186.963		False	False
429	429	Box culvert	LRP190a	Culvert	22.7349163	91.5979719	N1	186.975		False	False
430	430	Km post missing	LRP191	Km Post	22.7263882	91.6007778	N1	187.963		False	False
431	431	Box culvert	LRP191a	Culvert	22.7221104	91.6030833	N1	188.502		False	False
432	432	Km post missing	LRP192	Km Post	22.7185549	91.6053056	N1	188.963		False	False
433	433	Box culvert	LRP192a	Culvert	22.7165556	91.6065556	N1	189.223		False	False
434	434	Box culvert	LRP192b	Culvert	22.716	91.6069167	N1	189.298		False	False
435	435	Ctg 52 km,Sitakhada 12 km	LRP193	Km Post	22.7143889	91.6079444	N1	189.513		False	False
436	436	Box culvert	LRP193a	Culvert	22.7124167	91.6090556	N1	189.769		False	False
437	437	Box Culvert	LRP193b	Culvert	22.7076111	91.6118056	N1	190.376		False	False
438	438	Km post missing	LRP194	Km Post	22.7065556	91.6123611	N1	190.513		False	False
439	439	Box culvert	LRP194a	Culvert	22.706	91.6126944	N1	190.581		False	False
440	440	Box culvert	LRP194b	Culvert	22.7033056	91.6142222	N1	190.923		False	False
441	441	Box culvert	LRP194c	Culvert	22.7002222	91.6157778	N1	191.304		False	False
442	442	Ctg 50 km,Sitakanda 10 km	LRP195	Km Post	22.6984997	91.616666	N1	191.524		False	False
443	443	Box culvert	LRP195a	Culvert	22.6919719	91.6198604	N1	192.308		False	False
444	444	Km post missing	LRP196	Km Post	22.6904163	91.6205271	N1	192.524		False	False
445	445	Box culvert	LRP196a	Culvert	22.689583	91.6208327	N1	192.622		False	False
446	446	Box culvert	LRP196b	Culvert	22.685083	91.6228327	N1	193.166		False	False
447	447	Ctg 48 km,Sitakanda 8 km	LRP197	Km Post	22.6825549	91.6241938	N1	193.483		False	False
448	448	Box culvert	LRP197a	Culvert	22.6769438	91.6268327	N1	194.153		False	False
449	449	Box culvert	LRP197b	Culvert	22.6751382	91.6274438	N1	194.384		False	False
450	450	Km post missing	LRP198	Km Post	22.6743049	91.6277493	N1	194.483		False	False
451	451	Road to Haidchokia (Z1086)	LRP198a	Side Road, Left	22.6733049	91.6280827	N1	194.603		False	False
452	452	Box culvert	LRP198b	Culvert	22.6722493	91.6285271	N1	194.734		False	False
453	453	Box culvert	LRP198c	Culvert	22.6678604	91.6301104	N1	195.24		False	False
454	454	Ctg 46 km,Sitakanda 6 km	LRP199	Km Post	22.6649167	91.6315549	N1	195.61		False	False
455	455	Box culvert	LRP199a	Culvert	22.6638333	91.6321382	N1	195.748		False	False
456	456	Box culvert	LRP199b	Culvert	22.6596667	91.6347219	N1	196.288		False	False
457	457	Km post missing	LRP200	Km Post	22.6571389	91.636333	N1	196.61		False	False
458	458	Box culvert	LRP200a	Culvert	22.6543889	91.6381386	N1	196.967		False	False
459	459	Box culvert	LRP200b	Culvert	22.652777800000006	91.6391663	N1	197.176		False	False
460	460	Ctg 44 km,Sitakanda 4 km	LRP201	Km Post	22.6494997	91.640833	N1	197.587		False	False
461	461	Box culvert	LRP201a	Culvert	22.6489997	91.6411108	N1	197.654		False	False
462	462	Box culvert	LRP201b	Culvert	22.6452774	91.6430552	N1	198.117		False	False
463	463	Km post missing	LRP202	Km Post	22.641583	91.6451108	N1	198.587		False	False
464	464	Box culvert	LRP202a	Culvert	22.6338608	91.6494719	N1	199.561		False	False
465	465	Ctg 42 km,Sitakanda 2 km	LRP203	Km Post	22.6330827	91.649833	N1	199.648		False	False
466	466	Box culvert	LRP203a	Culvert	22.6320271	91.6503889	N1	199.783		False	False
467	467	Box culvert	LRP203b	Culvert	22.625916	91.6541389	N1	200.565		False	False
468	468	Km post missing	LRP204	Km Post	22.625221600000003	91.6545278	N1	200.648		False	False
469	469	Box culvert	LRP204a	Culvert	22.6234716	91.6553056	N1	200.867		False	False
470	470	Box culvert	LRP204b	Culvert	22.6206938	91.6563611	N1	201.2		False	False
471	471	Bridge start	LRP204c	Bridge	22.6194993	91.6568889	N1	201.363		False	False
472	472	Bridge end	LRP204d	Bridge	22.6180271	91.6578333	N1	201.383		False	False
473	473	Box culvert	LRP204e	Culvert	22.6180271	91.6578333	N1	201.561		False	False
474	474	Box culvert	LRP204f	Culvert	22.6175271	91.65825	N1	201.636		False	False
475	475	Ctg 40 km,Sitakanda 0 km	LRP205	Km Post	22.616971600000007	91.65875	N1	201.727		False	False
476	476	Box culvert	LRP205a	Culvert	22.6168604	91.6588611	N1	201.743		False	False
477	477	Box culvert	LRP205b	Culvert	22.6123889	91.6622222	N1	202.355		False	False
478	478	Km post missing	LRP206	Km Post	22.6094444	91.6638333	N1	202.727		False	False
479	479	Box culvert	LRP206a	Culvert	22.6088889	91.6641111	N1	202.799		False	False
480	480	Ctg 38 km	LRP207	Km Post	22.6015833	91.6688327	N1	203.751		False	False
481	481	Box culvert	LRP207a	Culvert	22.601	91.6692771	N1	203.881		False	False
482	482	Box culvert	LRP207b	Culvert	22.6000556	91.6699438	N1	203.996		False	False
483	483	Box culvert	LRP207c	Culvert	22.599444100000003	91.6703049	N1	204.045		False	False
484	484	Box culvert	LRP207d	Culvert	22.5942219	91.6737771	N1	204.726		False	False
485	485	Km post missing	LRP208	Km Post	22.5939997	91.6738327	N1	204.751		False	False
486	486	Box culvert	LRP208a	Culvert	22.5907497	91.6754716	N1	205.159		False	False
487	487	Info.Missing	LRP209	Km Post	22.584583	91.6780827	N1	205.916		False	False
488	488	Bridge start	LRP209a	Bridge	22.5836663	91.6784716	N1	206.033		False	False
489	489	Bridge end	LRP209b	Bridge	22.5834997	91.6785827	N1	206.05900000000003		False	False
490	490	Road to Katirhat (Z1087)	LRP209c	Side Road, Left	22.580666	91.6799438	N1	206.402		False	False
491	491	Box culvert	LRP209d	Culvert	22.5779438	91.6811382	N1	206.733		False	False
492	492	Km post missing	LRP210	Km Post	22.5763604	91.68180490000002	N1	206.916		False	False
493	493	Bridge start	LRP210a	Bridge	22.5731938	91.6830827	N1	207.293		False	False
494	494	Bridge end	LRP210b	Bridge	22.5730549	91.6831938	N1	207.311		False	False
495	495	Km post missing	LRP211	Km Post	22.5679716	91.6846941	N1	207.916		False	False
496	496	Box culvert	LRP211a	Culvert	22.5664722	91.6851663	N1	208.094		False	False
497	497	Bridge start	LRP211b	Bridge	22.5641389	91.6859163	N1	208.36900000000003		False	False
498	498	Bridge end	LRP211c	Bridge	22.564	91.6859441	N1	208.383		False	False
499	499	Box culvert	LRP211d	Culvert	22.5624722	91.6863608	N1	208.6		False	False
500	500	Km post missing	LRP212	Km Post	22.5594444	91.6872219	N1	208.916		False	False
501	501	Ctg 32 km	LRP213	Km Post	22.5514167	91.6896941	N1	209.855		False	False
502	502	Bridge start	LRP213a	Bridge	22.5503056	91.6902774	N1	209.999		False	False
503	503	Bridge end	LRP213b	Bridge	22.5501667	91.6903886	N1	210.03		False	False
504	504	Km post missing	LRP214	Km Post	22.5438886	91.6945274	N1	210.855		False	False
505	505	Box culvert	LRP214a	Culvert	22.5428608	91.6950274	N1	210.974		False	False
506	506	Ctg 30 km	LRP215	Km Post	22.5354997	91.6979441	N1	211.856		False	False
507	507	Box culvert	LRP215a	Culvert	22.5347774	91.698333	N1	211.946		False	False
508	508	Km post missing	LRP216	Km Post	22.5273049	91.7019444	N1	212.856		False	False
509	509	Bridge start	LRP216a	Bridge	22.519416	91.7053611	N1	213.813		False	False
510	510	Bridge end	LRP216b	Bridge	22.5220549	91.7054444	N1	213.831		False	False
511	511	Ctg 28 km	LRP217	Km Post	22.518721600000006	91.7055556	N1	213.896		False	False
512	512	Bridge start	LRP217a	Bridge	22.5165556	91.7065833	N1	214.172		False	False
513	513	Bridge end	LRP217b	Bridge	22.5161667	91.70675	N1	214.217		False	False
514	514	Box culvert	LRP217c	Culvert	22.5147222	91.7074444	N1	214.399		False	False
515	515	Bridge start	LRP217d	Bridge	22.5131389	91.7080833	N1	214.593		False	False
516	516	Bridge end	LRP217e	Bridge	22.5127778	91.7082222	N1	214.634		False	False
517	517	Km post missing	LRP218	Km Post	22.5106111	91.7090833	N1	214.896		False	False
518	518	Bridge start	LRP218a	Bridge	22.5094444	91.7096389	N1	215.04		False	False
519	519	Bridge end	LRP218b	Bridge	22.5093611	91.7096944	N1	215.052		False	False
520	520	Bridge start	LRP218c	Bridge	22.5074444	91.7105556	N1	215.291		False	False
521	521	Bridge end	LRP218d	Bridge	22.5073056	91.7106389	N1	215.30900000000003		False	False
522	522	Box culvert	LRP218e	Culvert	22.503	91.7128056	N1	215.83900000000003		False	False
523	523	Km post missing	LRP219	Km Post	22.5025556	91.7130556	N1	215.896		False	False
524	524	Bridge start	LRP219a	Bridge	22.4969163	91.7155556	N1	216.581		False	False
525	525	Bridge end	LRP219b	Bridge	22.4968052	91.7156389	N1	216.6		False	False
526	526	Km post missing	LRP220	Km Post	22.494583	91.7170827	N1	216.896		False	False
527	527	Box culvert	LRP220a	Culvert	22.4869441	91.7192771	N1	217.783		False	False
528	528	Ctg 24 km	LRP221	Km Post	22.4854163	91.7195549	N1	217.957		False	False
529	529	Box culvert	LRP221a	Culvert	22.465277800000006	91.7202493	N1	218.254		False	False
530	530	Bridge start	LRP221b	Bridge	22.4775271	91.7210549	N1	218.855		False	False
531	531	Bridge end	LRP221c	Bridge	22.4773049	91.7211104	N1	218.88		False	False
532	532	Info.Missing	LRP222	Km Post	22.4765271	91.7213327	N1	218.969		False	False
533	533	Box culvert	LRP222a	Culvert	22.4694438	91.72505490000002	N1	219.852		False	False
534	534	Ctg 22 km	LRP223	Km Post	22.468416	91.7255827	N1	219.988		False	False
535	535	Km post missing	LRP224	Km Post	22.4603056	91.7295827	N1	220.988		False	False
536	536	Bridge start	LRP224a	Bridge	22.4588333	91.7303604	N1	221.172		False	False
537	537	Bridge end	LRP224b	Bridge	22.4586389	91.7304716	N1	221.198		False	False
538	538	Info.Missing	LRP225	Km Post	22.4518611	91.73344394999998	N1	222.006	True	False	False
539	539	Km post missing	LRP226	Km Post	22.4433886	91.7364163	N1	223.006		False	False
540	540	Bridge start	LRP226a	Bridge	22.4424997	91.7366663	N1	223.11		False	False
541	541	Bridge end	LRP226b	Bridge	22.4422219	91.7367497	N1	223.141		False	False
542	542	Km post missing	LRP227	Km Post	22.4349719	91.7396941	N1	224.066		False	False
543	543	Box culvert	LRP227a	Culvert	22.4333049	91.7403608	N1	224.203		False	False
544	544	Bridge start	LRP227b	Bridge	22.4307493	91.7415274	N1	224.514		False	False
545	545	Bridge end	LRP227c	Bridge	22.4304438	91.7417219	N1	224.557		False	False
546	546	Km post missing	LRP228	Km Post	22.4269716	91.7439997	N1	225.006		False	False
547	547	Km post missing	LRP229	Km Post	22.4198882	91.7497774	N1	226.006		False	False
548	548	Bridge start	LRP229a	Bridge	22.4185549	91.7504722	N1	226.171		False	False
549	549	Bridge end	LRP229b	Bridge	22.4182771	91.7506667	N1	226.209		False	False
550	550	Km post missing	LRP230	Km Post	22.4119167	91.7543611	N1	227.006		False	False
551	551	End of Bituminous Pavement	LRP230a	Others	22.4101111	91.7544444	N1	227.206		False	False
552	552	Box culvert	LRP230b	Culvert	22.4084167	91.7551389	N1	227.412		False	False
553	553	Start of Bituminous Pavement	LRP230c	Others	22.40581945	91.7551389	N1	227.414	True	False	False
554	554	Km post missing	LRP231	Km Post	22.4032222	91.7565278	N1	228.006		False	False
555	555	Road to Biman Bandar (Z1016)	LRP231a	Side Road, Right	22.3996108	91.7573333	N1	228.406		False	False
556	556	Bridge start	LRP231b	Bridge	22.3988608	91.7576667	N1	228.51		False	False
557	557	Bridge end	LRP231c	Bridge	22.3988052	91.7576667	N1	228.517		False	False
558	558	Km post missing	LRP232	Km Post	22.3944997	91.7586944	N1	229.006		False	False
559	559	N111, Port Connecting Road	LRP232a	Side Road, Right	22.3937774	91.7588056	N1	229.065		False	False
560	560	Box culvert	LRP232b	Culvert	22.3921108	91.75925	N1	229.282		False	False
561	561	Bridge start	LRP232c	Bridge	22.3892497	91.7605	N1	229.633		False	False
562	562	Bridge end	LRP232d	Bridge	22.3887497	91.7607222	N1	229.692		False	False
563	563	Km post missing	LRP233	Km Post	22.3861663	91.7618333	N1	230.006		False	False
564	564	Box culvert	LRP233a	Culvert	22.3815271	91.7652222	N1	230.631		False	False
565	565	Km post missing	LRP234	Km Post	22.379166	91.7675827	N1	231.006		False	False
566	566	Bridge start	LRP234a	Bridge	22.3764716	91.770416	N1	231.442		False	False
567	567	Bridge end	LRP234b	Bridge	22.3728188	91.7705271	N1	231.461	True	False	False
568	568	Km post missing	LRP235	Km Post	22.369166	91.7741938	N1	232.006		False	False
569	569	End of Bituminous Road	LRP235a	Others	22.3691382	91.777666	N1	232.561		False	False
570	570	The chittagong city area starts from Alongka cinema Hall	LRP235b	Others	22.3586667	91.7822771	N1	232.754		False	False
571	571	Chittagong city area ends and the survey of N1 starts again	LRP244b	Others	22.3644444	91.8511111	N1	241.063		False	False
572	572	Km post missing	LRP245	Km Post	22.3646111	91.8508333	N1	241.456		False	False
573	573	Box culvert	LRP245a	Culvert	22.3632778	91.8514722	N1	241.625		False	False
574	574	Km post missing	LRP246	Km Post	22.3561111	91.8531667	N1	242.456		False	False
575	575	Bridge start	LRP246a	Bridge	22.3555	91.8530833	N1	242.527		False	False
576	576	Bridge end	LRP246b	Bridge	22.3553889	91.8530556	N1	242.541		False	False
577	577	Km post missing	LRP247	Km Post	22.3473886	91.8519444	N1	243.456		False	False
578	578	Bridge start	LRP247a	Bridge	22.3427219	91.8531389	N1	244.005		False	False
579	579	Bridge end	LRP247b	Bridge	22.3423608	91.8530833	N1	244.049		False	False
580	580	Km post missing	LRP248	Km Post	22.3387497	91.8534722	N1	244.456		False	False
581	581	Bridge start	LRP248a	Bridge	22.338333	91.8509167	N1	244.508		False	False
582	582	Bridge end	LRP248b	Bridge	22.3380274	91.85388890000002	N1	244.553		False	False
583	583	Bridge start	LRP248c	Bridge	22.337388600000004	91.8542778	N1	244.633		False	False
584	584	Bridge end	LRP248d	Bridge	22.3370274	91.8545278	N1	244.68		False	False
585	585	Km post missing	LRP249	Km Post	22.3314716	91.8515556	N1	245.456		False	False
586	586	Shah Amanath (Karnaphuli) Bridge	LRP249a	Bridge	22.329749300000003	91.8521111	N1	245.665		False	False
587	587	Km post missing	LRP250	Km Post	22.3228327	91.8535556	N1	246.456		False	False
588	588	Bridge end	LRP250a	Bridge	22.3212771	91.8536111	N1	246.634		False	False
589	589	Bridge start	LRP250b	Bridge	22.3153611	91.8553056	N1	247.336		False	False
590	590	Bridge end	LRP250c	Bridge	22.3152222	91.8553333	N1	247.352		False	False
591	591	Cox,s Bazar 143 km,Patiya 16 km	LRP251	Km Post	22.3148889	91.8553889	N1	247.397		False	False
592	592	Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.	LRP251a	Side Road, Right	22.3108333	91.8570278	N1	247.893		False	False
593	593	Road to BFDC Fisharies (Z1804) /Start of Dohazari Road Division.	LRP251a	Side Road, Right	22.3108333	91.8570278	N1	247.893		False	False
594	594	Road to Balakkhati (Z1065)	LRP251b	Side Road, Left	22.3106111	91.8570833	N1	247.923		False	False
595	595	Box culvert	LRP251c	Culvert	22.30825	91.8589722	N1	248.25		False	False
596	596	Cox's Bazar 142 km	LRP252	Km Post	22.3071944	91.8598611	N1	248.397		False	False
597	597	Box culvert	LRP252a	Culvert	22.304305600000006	91.8621667	N1	248.797		False	False
598	598	Box culvert	LRP252b	Culvert	22.3021667	91.8639444	N1	249.106		False	False
599	599	Cox's Bazar 141km	LRP253	Km Post	22.299888600000006	91.8655833	N1	249.399		False	False
600	600	Box culvert	LRP253a	Culvert	22.2950274	91.8671938	N1	249.967		False	False
601	601	Cox's Bazar 140km	LRP254	Km Post	22.2919441	91.8693327	N1	250.394		False	False
