road,km,type,LRPName,name,length,condition,structureNr,roadName,chainage,width,constructionYear,spans,zone,circle,division,sub-division,lat,lon,EstimatedLoc
R241,26.292,Box Culvert,LRP026a,EKOR CHOL BOX CULVERT,12,B,114995,Auskandi-Raniganj-Jagannathpur-Pagla Road,26.292,7.6,1992,5,Sylhet,Sylhet,Sunamganj,Chattak,91.54419444,24.77369444,bcs1
R241,29.84,Box Culvert,LRP029a,MAJIDEPUR BOX CULVERT,3,A,114991,Auskandi-Raniganj-Jagannathpur-Pagla Road,29.84,7,1992,1,Sylhet,Sylhet,Sunamganj,Chattak,91.54388889,24.80511111,bcs1
R241,27.743,Box Culvert,LRP027a,EKOR CHAI BOX CULVERT,19.9,D,114994,Auskandi-Raniganj-Jagannathpur-Pagla Road,27.743,10.1,2001,3,Sylhet,Sylhet,Sunamganj,Chattak,91.54238889,24.78683333,bcs1
R241,28.857,Baily with Steel Deck,LRP028c,MAJIDPUR TRUSS BRIDGE,37.9,B,114992,Auskandi-Raniganj-Jagannathpur-Pagla Road,28.857,3.6,1992,1,Sylhet,Sylhet,Sunamganj,Chattak,91.54208333,24.79669444,bcs1
R241,28.211,Box Culvert,LRP028a,HIJLA BOX CULVERT,9.2,C,114993,Auskandi-Raniganj-Jagannathpur-Pagla Road,28.211,10.1,1992,2,Sylhet,Sylhet,Sunamganj,Chattak,91.54177778,24.79094444,bcs1
R241,31.212,Baily with Steel Deck,LRP031a,KHASIRA BAILEY WITH STEEL DECK,17.5,A,114990,Auskandi-Raniganj-Jagannathpur-Pagla Road,31.212,3.7,1992,1,Sylhet,Sylhet,Sunamganj,Chattak,91.53872222,24.81655556,bcs1
R241,32.128,Box Culvert,LRP032a,KHASIRA BOX CULVERT,6,C,114989,Auskandi-Raniganj-Jagannathpur-Pagla Road,32.128,7,1992,1,Sylhet,Sylhet,Sunamganj,Chattak,91.53436111,24.82383333,bcs1
R241,32.713,Box Culvert,LRP032b,KOLKALI BOX CULVERT,3,A,114988,Auskandi-Raniganj-Jagannathpur-Pagla Road,32.713,7,1997,1,Sylhet,Sylhet,Sunamganj,Chattak,91.53055556,24.82805556,bcs1
R241,33.126,Box Culvert,LRP033a,KOKAL BOX CULVERT,1,A,114987,Auskandi-Raniganj-Jagannathpur-Pagla Road,33.126,5.8,1996,1,Sylhet,Sylhet,Sunamganj,Chattak,91.52791667,24.83094444,bcs1
R241,33.759,Baily with Steel Deck,LRP033b,GONGUR BAILEY WITH STEEL DECK,14.2,C,114986,Auskandi-Raniganj-Jagannathpur-Pagla Road,33.759,3.6,1998,1,Sylhet,Sylhet,Sunamganj,Chattak,91.52408333,24.83522222,bcs1
R241,34.785,Truss with Steel Deck,LRP034a,TARA KHAI BRIDGE,57.2,C,114985,Auskandi-Raniganj-Jagannathpur-Pagla Road,34.785,3.8,1992,2,Sylhet,Sylhet,Sunamganj,Chattak,91.51938889,24.84288889,bcs1
R241,34.978,Box Culvert,LRP035a,TARAKHAI BOX CULVERT,14.4,A,114984,Auskandi-Raniganj-Jagannathpur-Pagla Road,34.978,10.1,1985,3,Sylhet,Sylhet,Sunamganj,Chattak,91.51819444,24.84497222,bcs1
R241,35.575,Box Culvert,LRP035c,COUNDER NOLA BOX CULVERT,14.4,C,114983,Auskandi-Raniganj-Jagannathpur-Pagla Road,35.575,10.1,2003,3,Sylhet,Sylhet,Sunamganj,Chattak,91.51616667,24.84986111,bcs1
R241,36.164,Truss with Steel Deck,LRP036a,COUNDER NOLA BRIDGE,40.6,A,114982,Auskandi-Raniganj-Jagannathpur-Pagla Road,36.164,3.6,1984,1,Sylhet,Sylhet,Sunamganj,Chattak,91.51408333,24.85508333,bcs1
R241,38.34,RCC Girder Bridge,LRP038a,BOMBOMI BRIDGE,45.2,C,114981,Auskandi-Raniganj-Jagannathpur-Pagla Road,38.34,3.8,1964,3,Sylhet,Sylhet,Sunamganj,Chattak,91.50041667,24.86791667,bcs1
R171,14.759,Slab Culvert,LRP014b,Adorshopara,7.6,D,113882,Banshkhali (Charati)-Chunti Road,14.759,3.4,1992,1,Chittagong,Chittagong,Dohazari,Dohazari,27.98097222,92.06561111,bcs1
Z5624,14.27,Box Culvert,LRP014c,.,4,A,115122,Bhurungamari-Sonahat land port-Madarganj-Bhitarband-Nageswari Road,14.27,7.6,1999,1,Rangpur,Rangpur,Kurigram,Kurigram - 1,26.66769444,89.78077778,bcs1
R281,35.74,RCC Girder Bridge,LRP037a,Horirampur Bridge,69.5,A,100126,Rajnagar-Kulaura-Juri-Baralekha-Bianibazar-Sheola-Charkhai Road,35.74,3.98,1978,5,Sylhet,Moulavi Bazar,Moulavi Bazar,Kulaura,26.61661111,92.13561111,bcs1
N5,522.718,Slab Culvert,LRP527a,.,6.53,A,114408,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,522.718,9.55,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.61180556,88.40894444,bcs1
N5,520.948,Box Culvert,LRP525a,.,3.5,A,114407,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,520.948,12.5,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.6,88.40133333,bcs1
N5,512.693,RCC Girder Bridge,LRP517a,,42.95,A,119542,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,512.693,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.582666,88.3920552,road_precise
N5,517.048,RCC Girder Bridge,LRP521b,.,42.75,A,114406,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,517.048,9.87,1988,2,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.56819444,88.38416667,bcs1
N5,516.568,Slab Culvert,LRP521a,.,3.65,A,114405,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,516.568,9.55,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.56427778,88.38202778,bcs1
N5,517.048,RCC Girder Bridge,LRP521b,,42.75,B,119545,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,517.048,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.55892482,88.37911881,road_interpolate
N5,507.097,PC Girder Bridge,LRP511a,,25,A,119539,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,507.097,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.5328049,88.3642778,road_precise
N5,512.693,PC Girder Bridge,LRP517a,.,42.95,A,114404,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,512.693,9.8,1991,2,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.53255556,88.36427778,bcs1
N5,511.814,Slab Culvert,LRP516a,.,3.67,A,114403,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,511.814,9.57,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.5255,88.36091667,bcs1
N5,505.489,PC Girder Bridge,LRP510a,,25,A,119538,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,505.489,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.5254993,88.3608889,road_precise
N5,512.736,RCC Girder Bridge,LRP517b,Amla Bridge,123,B,119528,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,512.736,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.52409613,88.36008234,road_interpolate
N5,508.047,Box Culvert,LRP512a,.,1.75,A,114402,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,508.047,8.95,1991,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.49527778,88.34927778,bcs1
Z5903,4.263,RCC Girder Bridge,LRP004a,,11.5,A,119446,Patgram-Dohagram-Angarpota Sit Mohal Road,4.263,,,,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.4943052,89.0063611,road_precise
N5,507.097,PC Girder Bridge,LRP511a,.,25,A,114401,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,507.097,7.72,1992,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.49083333,88.34855556,bcs1
N5,503.988,Box Culvert,LRP508a,.,3.4,A,111980,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,503.988,7.08,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48888889,88.37861111,bcs1
N5,502.702,Box Culvert,LRP507a,.,4.62,A,111977,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,502.702,6.8,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48861111,88.39166667,bcs1
N5,505.489,PC Girder Bridge,LRP510a,.,24.9,A,114400,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,505.489,7.72,1994,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48819444,88.36372222,bcs1
N5,501.715,Box Culvert,LRP506a,.,6.7,A,111975,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,501.715,9.55,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.4875,88.40166667,bcs1
N5,501.198,Box Culvert,LRP505b,.,3.53,A,111971,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,501.198,12,1991,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48694444,88.40666667,bcs1
N5,498.161,RCC Girder Bridge,LRP502a,,65.46,B,119535,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,498.161,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.4864163,88.4086389,road_precise
N5,500.993,Box Culvert,LRP505a,.,4.45,C,111969,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,500.993,6.85,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48638889,88.40888889,bcs1
N5,499.949,Box Culvert,LRP504a,.,3,A,111967,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,499.949,6.93,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48388889,88.41888889,bcs1
N5,488.701,Box Culvert,LRP493a,.,3.4,A,111933,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,488.701,9.15,1991,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48055556,88.52416667,bcs1
N5,488.706,Box Culvert,LRP493b,.,5.02,A,111935,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,488.706,9.2,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.48027778,88.52416667,bcs1
N5,489.18,Box Culvert,LRP493c,.,3.5,A,111936,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,489.18,12.65,1991,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47972222,88.51944444,bcs1
N5,489.568,Box Culvert,LRP494a,.,3.5,A,111944,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,489.568,8.93,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47916667,88.51555556,bcs1
N5,498.161,RCC Girder Bridge,LRP502a,.,65.26,A,111965,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,498.161,9.98,1990,3,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47888889,88.435,bcs1
N5,495.605,RCC Girder Bridge,LRP499a,,31.33,A,119532,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,495.605,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.4787771,88.435583,road_precise
N5,490.429,Box Culvert,LRP494b,.,3.05,A,111945,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,490.429,6.8,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.4775,88.50722222,bcs1
N5,490.766,Box Culvert,LRP495a,.,3.47,A,111948,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,490.766,12.02,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47666667,88.50388889,bcs1
N5,497.3,Box Culvert,LRP501a,.,1.7,A,111961,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,497.3,7.15,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47638889,88.44333333,bcs1
N5,490.895,Box Culvert,LRP495b,.,2.97,A,111950,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,490.895,6.48,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47611111,88.5025,bcs1
N5,492.827,RCC Girder Bridge,LRP497a,Bhajanpur Bridge,134.7,B,119529,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,492.827,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.4750827,88.4498052,road_precise
N5,487.66,Box Culvert,LRP492a,.,3.5,A,111929,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,487.66,12.05,1991,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.475,88.53277778,bcs1
N5,496.627,Box Culvert,LRP500a,.,3.45,A,111960,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,496.627,11.98,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.475,88.44972222,bcs1
N5,483.866,RCC Girder Bridge,LRP488a,Chawai Bridge,48.71,B,119527,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,483.866,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.4749438,88.532666,road_precise
N5,491.559,Box Culvert,LRP496a,.,3.44,A,111952,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,491.559,12.6,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47388889,88.49666667,bcs1
N5,495.605,RCC Girder Bridge,LRP499a,.,31.3,A,111957,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,495.605,7.6,1994,2,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47194444,88.45944444,bcs1
N5,494.263,Box Culvert,LRP498a,.,3.5,A,111956,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,494.263,10.77,1991,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.47083333,88.47277778,bcs1
N5,486.654,Box Culvert,LRP491a,.,6.8,A,111926,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,486.654,9,1990,2,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.46916667,88.54083333,bcs1
N5,492.827,PC Girder Bridge,LRP497a,Bhajanpur Bridge,134.37,A,111954,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,492.827,9.03,1992,6,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.46833333,88.48638889,bcs1
N5,483.866,RCC Girder Bridge,LRP488a,Chawai Bridge,48.56,A,111925,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,483.866,7,1994,3,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.45277778,88.56055556,bcs1
Z5060,2.41,Box Culvert,LRP002a,.,3,A,115308,Bhajanpur (Nijbari)-Atarkhari-Mainaguri-Mirganj Road,2.41,6.5,1988,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.44977778,88.49186111,bcs1
Z5060,3.17,RCC Bridge,LRP003a,.,12.8,A,115309,Bhajanpur (Nijbari)-Atarkhari-Mainaguri-Mirganj Road,3.17,4.5,1988,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.44316667,88.49383333,bcs1
N5,481.886,Box Culvert,LRP486a,.,4.03,A,111922,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,481.886,7,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.43833333,88.56555556,bcs1
N5,480.819,Arch Masonry,LRP485a,.,6.85,A,111920,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,480.819,6.58,1965,2,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.42861111,88.565,bcs1
N5,480.389,Slab Culvert,LRP484a,.,3,A,111941,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,480.389,8.98,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.42444444,88.56444444,bcs1
Z5060,6.52,Box Culvert,LRP006a,.,2,A,115310,Bhajanpur (Nijbari)-Atarkhari-Mainaguri-Mirganj Road,6.52,5,1982,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.41908333,88.50458333,bcs1
N5,479.036,Slab Culvert,LRP483a,.,3.53,A,111917,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,479.036,10.75,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.41416667,88.55944444,bcs1
Z5060,18.78,RCC Bridge,LRP018a,.,6.6,A,115311,Bhajanpur (Nijbari)-Atarkhari-Mainaguri-Mirganj Road,18.78,4.6,1980,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.40811111,88.51102778,bcs1
N5,478.069,Box Culvert,LRP482a,.,3.45,A,111913,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,478.069,12.05,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.40527778,88.55944444,bcs1
N509,101.395,Box Culvert,LRP101a,.,2.9,A,109654,Barabari-Lalmonirhat-Burimary Road,101.395,12.5,1995,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.38916667,88.94861111,bcs1
N5,475.95,Box Culvert,LRP480a,.,3.5,A,111912,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,475.95,11.4,1991,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.38611111,88.56305556,bcs1
N509,100.163,Box Culvert,LRP100a,.,6.75,A,109652,Barabari-Lalmonirhat-Burimary Road,100.163,7.38,1990,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.38388889,88.95944444,bcs1
N5,475.182,Arch Masonry,LRP479a,.,3.75,A,112067,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,475.182,6.65,1965,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.37911111,88.563,bcs1
N509,98.021,RCC Girder Bridge,LRP098a,.,8.9,B,109650,Barabari-Lalmonirhat-Burimary Road,98.021,7.9,1995,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.375,88.97861111,bcs1
N509,98.021,RCC Girder Bridge,LRP098a,,9,C,119374,Barabari-Lalmonirhat-Burimary Road,98.021,,,,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.37462032,88.97920113,road_interpolate
N5,474.673,Box Culvert,LRP478a,.,3.47,A,112073,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,474.673,12,1990,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.37455556,88.56322222,bcs1
N509,96.319,Box Culvert,LRP096a,.,6.15,A,109648,Barabari-Lalmonirhat-Burimary Road,96.319,8.55,1990,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.36416667,88.99,bcs1
N509,94.337,Box Culvert,LRP094a,.,5.2,A,109647,Barabari-Lalmonirhat-Burimary Road,94.337,7.3,1995,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.35527778,89.00722222,bcs1
N509,92.18,Box Culvert,LRP092c,.,2,A,109630,Barabari-Lalmonirhat-Burimary Road,92.18,7.3,1995,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34722222,89.025,bcs1
Z5903,1.549,RCC Girder Bridge,LRP001a,.,65.76,A,110196,Patgram-Dohagram-Angarpota Sit Mohal Road,1.549,7.6,1985,3,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34666667,89.00638889,bcs1
Z5903,1.549,RCC Girder Bridge,LRP001a,,66.05,A,119445,Patgram-Dohagram-Angarpota Sit Mohal Road,1.549,,,,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.3466386,89.0064444,road_precise
Z5903,0.137,Box Culvert,LRPSa,.,2,A,110194,Patgram-Dohagram-Angarpota Sit Mohal Road,0.137,7.3,1985,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34638889,89.02055556,bcs1
N509,91.502,Box Culvert,LRP091e,.,2,A,109629,Barabari-Lalmonirhat-Burimary Road,91.502,7.35,1995,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34444444,89.02194444,bcs1
Z5904,0.995,Box Culvert,LRP001b,.,2.6,A,115803,Patgram By-Pass Road,0.995,9.6,2002,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34355556,89.01469444,bcs1
N5,470.985,Slab Culvert,LRP475a,.,1.95,A,112064,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,470.985,9.43,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.34166667,88.55666667,bcs1
Z5903,2.412,Box Culvert,LRP002a,.,13.25,B,110199,Patgram-Dohagram-Angarpota Sit Mohal Road,2.412,7.4,1985,2,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34166667,89.00305556,bcs1
N509,91.105,Slab Culvert,LRP091d,.,4.1,A,109626,Barabari-Lalmonirhat-Burimary Road,91.105,4.85,1990,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34138889,89.02416667,bcs1
N509,90.952,Box Culvert,LRP091b,.,3.7,A,109624,Barabari-Lalmonirhat-Burimary Road,90.952,7.35,1992,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.34027778,89.02472222,bcs1
Z5904,2.09,Box Culvert,LRP002a,.,2.6,A,115804,Patgram By-Pass Road,2.09,9.6,2002,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.33972222,89.02458333,bcs1
Z5903,3.616,Box Culvert,LRP003a,.,3.65,A,110200,Patgram-Dohagram-Angarpota Sit Mohal Road,3.616,7.35,1985,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.33333333,89.00611111,bcs1
Z5060,18.78,RCC Girder Bridge,LRP018a,,6.6,B,119613,Bhajanpur (Nijbari)-Atarkhari-Mainaguri-Mirganj Road,18.78,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.332416,88.5376941,road_precise
Z5060,8.01,RCC Bridge,LRP008a,.,8.6,A,115312,Bhajanpur (Nijbari)-Atarkhari-Mainaguri-Mirganj Road,8.01,4.5,1982,2,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.33236111,88.53766667,bcs1
N5,469.334,RCC Girder Bridge,LRP473a,Karotoa Bridge,253.65,A,112061,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,469.334,9.25,1985,6,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.32975,88.55269444,bcs1
Z5903,4.263,RCC Girder Bridge,LRP004a,.,11.5,A,110202,Patgram-Dohagram-Angarpota Sit Mohal Road,4.263,7.95,1987,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.32777778,89.00638889,bcs1
N5,468.971,Box Culvert,LRP472c,.,5,A,112058,Dhaka (Mirpur)-Utholi-Paturia- Natakhola-Kashinathpur- Bogra-Rangpur-Beldanga- Banglabandh Road,468.971,12.15,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.32638889,88.55,bcs1
Z5001,2.45,Box Culvert,LRP002a,.,4.9,B,110982,Panchagarh-Goalpara-Ruhea Road,2.45,6.88,1985,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.32527778,88.52722222,bcs1
Z5001,3.148,Box Culvert,LRP003a,.,13.5,A,110983,Panchagarh-Goalpara-Ruhea Road,3.148,6.8,1987,3,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.32416667,88.52055556,bcs1
Z5001,5.468,Box Culvert,LRP005a,.,3.5,A,110985,Panchagarh-Goalpara-Ruhea Road,5.468,7.45,1989,1,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.32305556,88.4975,bcs1
Z5001,6.138,RCC Girder Bridge,LRP006a,.,45.9,A,110988,Panchagarh-Goalpara-Ruhea Road,6.138,6.95,1985,3,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.32305556,88.49055556,bcs1
Z5001,6.138,RCC Girder Bridge,LRP006a,,45.94,D,119583,Panchagarh-Goalpara-Ruhea Road,6.138,,,,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.3228604,88.4904441,road_precise
Z5001,7.188,Box Culvert,LRP007a,.,12,B,110990,Panchagarh-Goalpara-Ruhea Road,7.188,6.95,1987,3,Rangpur,Dinajpur,Panchgarh,Panchgarh,26.3225,88.48,bcs1
Z5903,16.682,Box Culvert,LRP016c,.,1.63,A,110255,Patgram-Dohagram-Angarpota Sit Mohal Road,16.682,4.3,1982,1,Rangpur,Rangpur,Lalmonirhat,Lalmonirhat,26.32222222,88.93333333,bcs1
