road;km;type;LRPName;name;length;condition;structureNr;roadName;chainage;width;constructionYear;spans;zone;circle;division;sub-division;lat;lon;EstimatedLoc
Z1623;3.203;RCC Girder Bridge;LRP003a;FULTALI BRIDGE;6.1;C;102910;Raozan (29th km of N106)-Brahmanchhari Road (Shahid Jafar Road);3.203;3.6;1965;1;Chittagong;Chittagong;Chittagong;Fatikchari;22.56149613;91.91069685;interpolate
Z1623;3.301;RCC Girder Bridge;LRP003b;FULL TILA RCC GIDER BRIDGE;4.1;C;102918;Raozan (29th km of N106)-Brahmanchhari Road (Shahid Jafar Road);3.301;3.2;1986;1;Chittagong;Chittagong;Chittagong;Fatikchari;22.56234792;91.91301578;interpolate
Z1623;4.052;Baily with Steel Deck;LRP004a;Dabua Bridge;30.07;C;121328;Raozan (29th km of N106)-Brahmanchhari Road (Shahid Jafar Road);4.052;;;;Chittagong;Chittagong;Chittagong;Fatikchari;22.56908965;91.91441031;interpolate
Z1623;7.755;RCC Girder Bridge;LRP007f;NUTHAR RCC GIDER BRIDGE;10.2;C;102900;Raozan (29th km of N106)-Brahmanchhari Road (Shahid Jafar Road);7.755;3.6;1988;1;Chittagong;Chittagong;Chittagong;Fatikchari;22.59499968;91.9245438;interpolate
Z1623;7.755;RCC Girder Bridge;LRP007f;Sangar Bridge;9.98;C;121329;Raozan (29th km of N106)-Brahmanchhari Road (Shahid Jafar Road);7.755;;;;Chittagong;Chittagong;Chittagong;Fatikchari;22.59499968;91.9245438;interpolate
Z1629;0.651;RCC Girder Bridge;LRP001b;CHITIAPARA BRIDGE;6.1;C;114398;Raozan-Noapara (Jalepara) Road;0.651;3.5;1965;1;Chittagong;Chittagong;Chittagong;Chittagong;22.53006479;91.90947855;interpolate
Z1629;2.55;RCC Girder Bridge;LRP003e;Saddeker Bridge;24.68;C;121333;Raozan-Noapara (Jalepara) Road;2.55;;;;Chittagong;Chittagong;Chittagong;Chittagong;22.5160144;91.90249792;interpolate
Z1629;5.239;RCC Girder Bridge;LRP006a;Kagutia Bridge;40.48;C;121334;Raozan-Noapara (Jalepara) Road;5.239;;;;Chittagong;Chittagong;Chittagong;Chittagong;22.497263;91.89371139;interpolate
Z1629;5.239;RCC Girder Bridge;LRP006a;EAGATIA BRIDGE;39.1;C;114390;Raozan-Noapara (Jalepara) Road;5.239;5.1;1981;3;Chittagong;Chittagong;Chittagong;Chittagong;22.497263;91.89371139;interpolate
Z1629;5.981;Box Culvert;LRP006f;DUMKHALI CULVERT;3.1;C;105027;Raozan-Noapara (Jalepara) Road;5.981;4.5;1993;1;Chittagong;Chittagong;Chittagong;Chittagong;22.49078621;91.89371552;interpolate
Z1636;0.469;Slab Culvert;LRPSb;Kuddus Market;7;C;113988;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);0.469;4.1;1988;1;Chittagong;Chittagong;Chittagong;Chittagong;22.44024132;92.06578614;interpolate
Z1636;2.122;RCC Girder Bridge;LRP002a;Talaripuru Bridge;45;C;113989;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);2.122;3.7;1995;3;Chittagong;Chittagong;Chittagong;Chittagong;22.4259087;92.06516477;interpolate
Z1636;6.37;RCC Girder Bridge;LRP006a;Mogbander Bridge;36;C;114002;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);6.37;5;1998;3;Chittagong;Chittagong;Chittagong;Chittagong;22.39516866;92.07830645;interpolate
Z1636;8.396;Slab Culvert;LRP008a;Padua;3.5;C;113994;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);8.396;4.2;1995;1;Chittagong;Chittagong;Chittagong;Chittagong;22.38436257;92.09118144;interpolate
Z1636;8.963;Slab Culvert;LRP008b;Padua;6;C;114001;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);8.963;4.5;1994;1;Chittagong;Chittagong;Chittagong;Chittagong;22.38030351;92.09451825;interpolate
Z1636;11.136;Slab Culvert;LRP011a;Jamadartila;3;C;113996;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);11.136;4.2;1990;1;Chittagong;Chittagong;Chittagong;Chittagong;22.36998266;92.10663054;interpolate
Z1636;12.08;Box Culvert;LRP012a;Sukbilas;26;C;113998;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);12.08;4.2;1992;5;Chittagong;Chittagong;Chittagong;Chittagong;22.36375046;92.11274058;interpolate
Z1636;12.777;RCC Girder Bridge;LRP012d;Sukbilas Bridge;9;C;113985;Rangunia-Bangalhalia (Sukhbilash) Road (Kalindirani Road);12.777;5.2;1994;1;Chittagong;Chittagong;Chittagong;Chittagong;22.36053648;92.11702787;interpolate
Z1703;0.804;Baily with Timber Deck;LRPSc;SHOLAKIA;9.1;C;107892;Anwara - Tailardwip Ferryghat Road;0.804;3.6;1977;1;Chittagong;Chittagong;Dohazari;Patiya;22.21718744;91.89171547;interpolate
Z1703;2.742;PC Girder Bridge;LRP002e;SHILAIGONA ROAD;6;C;107918;Anwara - Tailardwip Ferryghat Road;2.742;3.7;1980;1;Chittagong;Chittagong;Dohazari;Patiya;22.20160349;91.89537389;interpolate
Z1802;0.169;RCC Girder Bridge;LRPSa;SAKPURA BAZR;6.1;C;106781;Telegati-Allaher Darber Sharif Road;0.169;3.9;2004;1;Chittagong;Chittagong;Dohazari;Patiya;22.36220773;91.90183792;interpolate
Z1804;0.103;Box Culvert;LRPSa;CHARLAKSH;2.4;C;114257;Maizzertek-BFDC Fisharies Center Road (Ferry Connecting Road);0.103;17;1987;1;Chittagong;Chittagong;Dohazari;Patiya;22.31107592;91.85566278;interpolate
Z1811;6.275;Baily with Steel Deck;LRP007c;MILONCHORI;38.6;C;114325;Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road;6.275;3.5;1989;2;Chittagong;Rangamati;Bandarban;Bandarban-1;22.15575;92.2155556;interpolate
Z1811;6.275;Baily with Steel Deck;LRP007c;Laimipara Bridge;38.73;C;121533;Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road;6.275;;;;Chittagong;Rangamati;Bandarban;Bandarban-1;22.15575;92.2155556;interpolate
Z1811;113.068;Slab Culvert;LRP115a;PANBAZAR-2- SLAB CULVERT;2;C;114035;Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road;113.068;6.4;1988;1;Chittagong;Rangamati;Bandarban;Bandarban-1;21.65214984;92.31385526;interpolate
Z1811;147.664;Slab Culvert;LRP149f;K-KMORKAT;1.2;C;114336;Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road;147.664;4.5;1983;1;Chittagong;Rangamati;Bandarban;Bandarban-1;21.53638749;92.25063978;interpolate
Z1811;148.667;Baily with Timber Deck;LRP150b;UTTOBISA;15;C;114339;Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road;148.667;3.7;1995;1;Chittagong;Rangamati;Bandarban;Bandarban-1;21.53363531;92.24877419;interpolate
Z1811;148.667;Baily with Timber Deck;LRP150b;Uttor Bisamara Bridge;15.6;C;121612;Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road;148.667;;;;Chittagong;Rangamati;Bandarban;Bandarban-1;21.53363531;92.24877419;interpolate
Z1811;174.098;RCC Girder Bridge;LRP176a;ANGAMURUNG RCC GIDER BRIDGE;19.4;C;114037;Bandarban-Chimbuk-Thanchi-Alikadam-Baisari-Naikhongchhari-Gundum Road;174.098;2.45;1992;4;Chittagong;Rangamati;Bandarban;Bandarban-1;21.46385394;92.2014725;interpolate
Z1812;5.691;Baily with Steel Deck;LRP006e;Y junction Bridge-13;25.7;C;121710;Chimbuk-Ruma Road;5.691;;;;Chittagong;Rangamati;Bandarban;Bandarban-1;22.08053749;92.27464862;interpolate
Z1812;10.738;Baily with Steel Deck;LRP012c;BRICK FIELD;30;C;103007;Chimbuk-Ruma Road;10.738;3.5;1985;1;Chittagong;Rangamati;Bandarban;Bandarban-1;22.06824786;92.3031331;interpolate
Z1812;10.738;Baily with Steel Deck;LRP012c;Bhatchora Bridge-2;30.5;C;121747;Chimbuk-Ruma Road;10.738;;;;Chittagong;Rangamati;Bandarban;Bandarban-1;22.06824786;92.3031331;interpolate
Z1813;4.879;Baily with Steel Deck;LRP005c;HANGSAMA;15;C;104208;Bandarban-Rowangchhari-Ruma Road;4.879;3.5;1981;1;Chittagong;Rangamati;Bandarban;Bandarban-2;22.19865063;92.24979064;interpolate
Z1813;4.879;Baily with Steel Deck;LRP005c;Moynatoli Bridge;24.27;C;121640;Bandarban-Rowangchhari-Ruma Road;4.879;;;;Chittagong;Rangamati;Bandarban;Bandarban-2;22.19865063;92.24979064;interpolate
Z1813;7.716;Baily with Steel Deck;LRP008c;HANGSAMA;15;C;104225;Bandarban-Rowangchhari-Ruma Road;7.716;3.4;1986;1;Chittagong;Rangamati;Bandarban;Bandarban-2;22.20601184;92.26951123;interpolate
Z1813;7.716;Baily with Steel Deck;LRP008c;Khansama Bridge-2;9.13;C;121644;Bandarban-Rowangchhari-Ruma Road;7.716;;;;Chittagong;Rangamati;Bandarban;Bandarban-2;22.20601184;92.26951123;interpolate
Z1813;17.894;Box Culvert;LRP018b;BOX CULVERT;19.2;C;104260;Bandarban-Rowangchhari-Ruma Road;17.894;5.66;1980;1;Chittagong;Rangamati;Bandarban;Bandarban-2;22.18525869;92.33668692;interpolate
Z1824;10.323;Slab Culvert;LRP010b;DAGAY CULVERT;3.7;C;105502;Doabhanga-Shaharasti (Kalibari)-Ramganj (Paniwala) Road;10.323;3.7;1967;1;Comilla;Comilla;Chandpur;Hajigonj;23.17405695;90.92339884;interpolate
Z1824;14.699;RCC Girder Bridge;LRP014d;KOMORTALA BRIDGE;7.5;C;105517;Doabhanga-Shaharasti (Kalibari)-Ramganj (Paniwala) Road;14.699;4.35;1992;1;Comilla;Comilla;Chandpur;Hajigonj;23.13894681;90.91566465;interpolate
Z2002;3.865;Box Culvert;LRP003b;MATHERKAPON BOX CULVERT;6.25;C;107161;Moulvibazar-Shamshernagar-Chatla Check Post Road;3.865;4.1;1995;2;Sylhet;Moulavi Bazar;Moulavi Bazar;Moulavi Bazar;24.48336128;91.8108172;interpolate
Z2002;14.511;Box Culvert;LRP014b;SARISKANDI BOX CULVERT;6;C;107201;Moulvibazar-Shamshernagar-Chatla Check Post Road;14.511;6.1;1987;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Sreemongal;24.40542633;91.85977597;interpolate
Z2002;23.131;RCC Girder Bridge;LRP023a;Kanihati Bridge;17.25;C;121702;Moulvibazar-Shamshernagar-Chatla Check Post Road;23.131;;;;Sylhet;Moulavi Bazar;Moulavi Bazar;Sreemongal;24.37138584;91.92632213;interpolate
Z2003;8.076;Box Culvert;LRP008a;BOX CULVERT;3;C;114543;Kulaura-Shamshernagar-Srimangal Road;8.076;8;1994;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Kulaura;24.45020923;91.95932482;interpolate
Z2003;17.004;Truss with Steel Deck;LRP016a;Kamalganj Steel Bridge;28.8;C;121716;Kulaura-Shamshernagar-Srimangal Road;17.004;;;;Sylhet;Moulavi Bazar;Moulavi Bazar;Sreemongal;24.39573043;91.9064153;interpolate
Z2003;17.601;Baily with Steel Deck;LRP017a;Bailey With Steel Deck;15.7;C;114688;Kulaura-Shamshernagar-Srimangal Road;17.601;4.3;1992;1;Sylhet;Moulavi Bazar;Moulavi Bazar;Sreemongal;24.39063475;91.90530576;interpolate
Z2003;20.035;RCC Girder Bridge;LRP019c;Alinagar Chowmuhani Bridge;17.4;C;121718;Kulaura-Shamshernagar-Srimangal Road;20.035;;;;Sylhet;Moulavi Bazar;Moulavi Bazar;Sreemongal;24.37170619;91.89364066;interpolate
Z2003;29.939;Baily with Steel Deck;LRP029a;katerkona bridge;105;C;114783;Kulaura-Shamshernagar-Srimangal Road;29.939;3.4;1955;8;Sylhet;Moulavi Bazar;Moulavi Bazar;Sreemongal;24.33466077;91.81180137;interpolate
Z2008;0.85;Truss with Steel Deck;LRPSd;Pakuria Bridge;144;C;121029;Chunarughat-Satuajuri-Natunbazar Road;0.85;4.1;1997;4;Sylhet;Moulavi Bazar;Habiganj;Shaistagonj;24.20212829;91.52648876;interpolate
Z2011;1.522;Slab Culvert;LRP001b;SONAR POOL 2;1.5;C;105344;Darbast-Kanaighat-Shahbag Road;1.522;6.1;1972;1;Sylhet;Sylhet;Sylhet;Sylhet;25.06229237;92.12404293;interpolate
Z2011;2.842;Slab Culvert;LRP002b;BAIDGARM;1.2;C;105352;Darbast-Kanaighat-Shahbag Road;2.842;6.5;1968;1;Sylhet;Sylhet;Sylhet;Sylhet;25.06130928;92.1370203;interpolate
Z2011;3.988;Slab Culvert;LRP004a;MANIK PAPA;2;C;105360;Darbast-Kanaighat-Shahbag Road;3.988;7.1;1968;1;Sylhet;Sylhet;Sylhet;Sylhet;25.06104485;92.14835362;interpolate
Z2011;11.165;Box Culvert;LRP011a;RAIPUR ESARA;4;C;105366;Darbast-Kanaighat-Shahbag Road;11.165;4.4;1991;1;Sylhet;Sylhet;Sylhet;Sylhet;25.03802854;92.20986996;interpolate
Z2011;12.343;Baily with Steel Deck;LRP012a;RAJAR BONDU;25;C;105368;Darbast-Kanaighat-Shahbag Road;12.343;3.6;1999;1;Sylhet;Sylhet;Sylhet;Sylhet;25.0355261;92.22112742;interpolate
Z2011;12.747;RCC Girder Bridge;LRP012c;Nabit Cal Bridge;25;C;120764;Darbast-Kanaighat-Shahbag Road;12.747;;;;Sylhet;Sylhet;Sylhet;Sylhet;25.03484361;92.22502452;interpolate
Z2011;13.69;Box Culvert;LRP013a;HOKRAI CULVERT;19.8;C;105371;Darbast-Kanaighat-Shahbag Road;13.69;4.1;1991;6;Sylhet;Sylhet;Sylhet;Sylhet;25.03215613;92.2338392;interpolate
Z2011;15.066;PC Girder Bridge;LRP015a;Morkirpobi Bridge;43.5;C;120767;Darbast-Kanaighat-Shahbag Road;15.066;;;;Sylhet;Sylhet;Sylhet;Sylhet;25.02724278;92.24601187;interpolate
Z2011;15.306;RCC Girder Bridge;LRP015c;Karchari Bridge;31.25;C;120770;Darbast-Kanaighat-Shahbag Road;15.306;;;;Sylhet;Sylhet;Sylhet;Sylhet;25.02524405;92.24686766;interpolate
Z2011;15.797;PC Girder Bridge;LRP015e;Bishnupur Bridge;43.3;C;120771;Darbast-Kanaighat-Shahbag Road;15.797;;;;Sylhet;Sylhet;Sylhet;Sylhet;25.02130138;92.24887627;interpolate
Z2011;17.503;Slab Culvert;LRP017a;KANAIGHAT UPAJAL;2.5;C;105378;Darbast-Kanaighat-Shahbag Road;17.503;5.2;1992;1;Sylhet;Sylhet;Sylhet;Sylhet;25.01075855;92.25790013;interpolate
Z2011;20.715;Baily with Steel Deck;LRP020c;RAMPUR 2;3;C;105387;Darbast-Kanaighat-Shahbag Road;20.715;3.5;1973;1;Sylhet;Sylhet;Sylhet;Golapganj;24.99836549;92.26506088;interpolate
Z2011;20.715;Baily with Steel Deck;LRP020c;Rampur-2 Bridge;30.2;C;121554;Darbast-Kanaighat-Shahbag Road;20.715;;;;Sylhet;Sylhet;Sylhet;Golapganj;24.99836549;92.26506088;interpolate
Z2012;11.42;Box Culvert;LRP011b;.;10;C;117706;Shari-Gowainghat Road;11.42;4;1999;3;Sylhet;Sylhet;Sylhet;Sylhet;25.08605542;92.01538533;interpolate
Z2012;12.79;RCC Girder Bridge;LRP012d;.;12.1;C;118584;Shari-Gowainghat Road;12.79;4;1992;2;Sylhet;Sylhet;Sylhet;Sylhet;25.08652111;92.0026062;interpolate
Z2012;12.79;RCC Girder Bridge;LRP012d;;12.1;C;120780;Shari-Gowainghat Road;12.79;;;;Sylhet;Sylhet;Sylhet;Sylhet;25.08652111;92.0026062;interpolate
Z2013;3.569;RCC Girder Bridge;LRP003a;SILAMPUR RCC GIDER BRIDGE;6;C;105361;Sylhet (Telikhal)-Sultanpur-Balaganj Road;3.569;4;1982;1;Sylhet;Sylhet;Sylhet;Biswanath;24.83662697;91.86270022;interpolate
Z2013;3.569;RCC Girder Bridge;LRP003a;Silampur Bridge;6.2;C;120787;Sylhet (Telikhal)-Sultanpur-Balaganj Road;3.569;;;;Sylhet;Sylhet;Sylhet;Biswanath;24.83662697;91.86270022;interpolate
Z2013;7.7;PC Girder Bridge;LRP007a;Jalalpur Bazar Bridge;31;C;120790;Sylhet (Telikhal)-Sultanpur-Balaganj Road;7.7;;;;Sylhet;Sylhet;Sylhet;Biswanath;24.80159278;91.85385234;interpolate
Z2013;9.849;RCC Girder Bridge;LRP009b;ASAMPUR;7;C;105393;Sylhet (Telikhal)-Sultanpur-Balaganj Road;9.849;3.8;1982;1;Sylhet;Sylhet;Sylhet;Biswanath;24.78284783;91.85188258;interpolate
Z2013;9.849;RCC Girder Bridge;LRP009b;Asampur Bridge;7;C;120792;Sylhet (Telikhal)-Sultanpur-Balaganj Road;9.849;;;;Sylhet;Sylhet;Sylhet;Biswanath;24.78284783;91.85188258;interpolate
Z2013;10.301;RCC Girder Bridge;LRP010a;BADISPUR;4.5;C;105398;Sylhet (Telikhal)-Sultanpur-Balaganj Road;10.301;3.9;1982;1;Sylhet;Sylhet;Sylhet;Biswanath;24.77966465;91.84926981;interpolate
Z2013;11.506;RCC Girder Bridge;LRP011a;BADISPUR;6;C;105408;Sylhet (Telikhal)-Sultanpur-Balaganj Road;11.506;3.8;1982;1;Sylhet;Sylhet;Sylhet;Biswanath;24.76995419;91.84515979;interpolate
Z2013;11.942;RCC Girder Bridge;LRP011b;ALAPUR;6;C;105411;Sylhet (Telikhal)-Sultanpur-Balaganj Road;11.942;3.8;1982;1;Sylhet;Sylhet;Sylhet;Biswanath;24.76620256;91.84406252;interpolate
Z2013;12.289;RCC Girder Bridge;LRP012a;ALAPUR;6;C;105412;Sylhet (Telikhal)-Sultanpur-Balaganj Road;12.289;3.8;1982;1;Sylhet;Sylhet;Sylhet;Biswanath;24.76319645;91.84319704;interpolate
Z2013;16.08;Box Culvert;LRP016a;JAMALPUR;12.3;C;105432;Sylhet (Telikhal)-Sultanpur-Balaganj Road;16.08;7.4;1990;2;Sylhet;Sylhet;Sylhet;Biswanath;24.72996432;91.8403945;interpolate
Z2016;3.457;Baily with Steel Deck;LRP003b;BISWANATH BAILEY WITH STEEL DECK;36.4;C;106929;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;3.457;3.8;2002;2;Sylhet;Sylhet;Sylhet;Biswanath;24.81318486;91.75858048;interpolate
Z2016;5.915;Slab Culvert;LRP005d;RASHIMPUR SLAB CULVERT;3;C;106943;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;5.915;4.85;1983;1;Sylhet;Sylhet;Sylhet;Biswanath;24.82583336;91.74159846;interpolate
Z2016;6.918;RCC Girder Bridge;LRP006b;Nokikhali Bridge;19.7;C;120797;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;6.918;;;;Sylhet;Sylhet;Sylhet;Biswanath;24.83155595;91.72945199;interpolate
Z2016;6.918;RCC Girder Bridge;LRP006b;NOKIKALI RCC GIDER BRIDGE;18.5;C;106947;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;6.918;7.4;1999;1;Sylhet;Sylhet;Sylhet;Biswanath;24.83155595;91.72945199;interpolate
Z2016;9.239;RCC Girder Bridge;LRP009a;KADIPUR RCC GIDER BRIDGE;24.2;C;106956;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;9.239;7.4;1986;3;Sylhet;Sylhet;Sylhet;Biswanath;24.85008274;91.72649517;interpolate
Z2016;10.079;Box Culvert;LRP009c;RAMPASA BOX CULVERT;3;C;106961;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;10.079;4.9;1982;1;Sylhet;Sylhet;Sylhet;Biswanath;24.85717428;91.72921101;interpolate
Z2016;10.952;PC Girder Bridge;LRP010c;KONAPARA PC GIDER BRIDGE;66.2;C;106974;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;10.952;9.4;1997;3;Sylhet;Sylhet;Sylhet;Biswanath;24.86424625;91.73026318;interpolate
Z2016;13.438;RCC Girder Bridge;LRP013a;Kheshua Bridge;37.1;C;120800;Rashidpur-Biswanath-Rampasha-Lama Kazi Road;13.438;;;;Sylhet;Sylhet;Sylhet;Biswanath;24.88248034;91.72136749;interpolate
Z2031;15.066;RCC Girder Bridge;LRP015a;Latigi Bridge;14.88;C;120491;Nabinagar-Ashuganj Road;15.066;;;;Comilla;Comilla;Brahmanbaria;Bancharampur;23.99713305;90.98488858;interpolate
Z2031;15.964;RCC Girder Bridge;LRP015d;Arisida Bridge;36.7;C;120501;Nabinagar-Ashuganj Road;15.964;;;;Comilla;Comilla;Brahmanbaria;Bancharampur;24.00701393;90.98962115;interpolate
Z2032;3.1;RCC Girder Bridge;LRP003a;.;7.2;C;116469;Belabo (Dulalkandi)-Batiban-Kuliarchar (Narayanpur) Road;3.1;3.85;2001;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.06949402;90.90840253;interpolate
Z2042;2.522;Baily with Steel Deck;LRP003b;RAJAR BAGH BAILY;25.1;C;106672;Narsingdi (Morjal)-Belabo Road;2.522;3.6;1992;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.05519023;90.83617794;interpolate
Z2042;6.19;Slab Culvert;LRP007a;AMLABOR BAZR;1;C;106679;Narsingdi (Morjal)-Belabo Road;6.19;6.8;2002;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.08429506;90.84958226;interpolate
Z2044;2.5;RCC Girder Bridge;LRP003b;CHOWGHORUA BRIDGE;6.5;C;106652;Shibpur (Itakhola-Katiadi Regional Highway)-Dulalpur-Lakpur-Monohardi (Hatirdia) Road;2.5;3.25;1976;2;Dhaka;Dhaka;Narsingdi;Shibpur;24.0508787;90.71681943;interpolate
Z2044;6.715;RCC Girder Bridge;LRP007a;DULALPUR RCC GIDER BRIDGE;7.5;C;106720;Shibpur (Itakhola-Katiadi Regional Highway)-Dulalpur-Lakpur-Monohardi (Hatirdia) Road;6.715;3.9;1965;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.05010701;90.68174129;interpolate
Z2044;14.52;Box Culvert;LRP015a;SIMULIA BOX CULVERT;1;C;106698;Shibpur (Itakhola-Katiadi Regional Highway)-Dulalpur-Lakpur-Monohardi (Hatirdia) Road;14.52;7.8;1998;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.07190694;90.66253986;interpolate
Z2044;17.454;RCC Girder Bridge;LRP018b;HORINARAINPUR BRDGE;6.4;C;106730;Shibpur (Itakhola-Katiadi Regional Highway)-Dulalpur-Lakpur-Monohardi (Hatirdia) Road;17.454;3.7;1983;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.07582296;90.64072975;interpolate
Z2044;21.147;Slab Culvert;LRP022c;DOWLOTPUR-2;0.9;C;106685;Shibpur (Itakhola-Katiadi Regional Highway)-Dulalpur-Lakpur-Monohardi (Hatirdia) Road;21.147;7.4;1985;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.09334425;90.66664078;interpolate
Z2044;22.08;Slab Culvert;LRP023a;COCHARCHAR;1;C;106741;Shibpur (Itakhola-Katiadi Regional Highway)-Dulalpur-Lakpur-Monohardi (Hatirdia) Road;22.08;7.4;1989;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.09517976;90.67550112;interpolate
Z2045;10.909;Box Culvert;LRP010c;JAMTOLI BAZAR;4.5;C;112999;Panchdona (Asmandir Char)-Charsindur (Dulalpur) Road;10.909;12.2;2002;1;Dhaka;Dhaka;Narsingdi;Narsingdi;23.99819586;90.67374022;interpolate
Z2045;11.92;RCC Bridge;LRP011b;JAMTOLI (2);4.5;C;113002;Panchdona (Asmandir Char)-Charsindur (Dulalpur) Road;11.92;3.7;1995;1;Dhaka;Dhaka;Narsingdi;Narsingdi;24.00117857;90.66474315;interpolate
Z2045;15.972;RCC Girder Bridge;LRP015b;Brojerkandi Bridge;27.65;C;119911;Panchdona (Asmandir Char)-Charsindur (Dulalpur) Road;15.972;;;;Dhaka;Dhaka;Narsingdi;Narsingdi;24.02487932;90.66966599;interpolate
Z2049;2.48;RCC Girder Bridge;LRP002a;.;3.8;C;116472;Manohardi Link Road;2.48;3.8;1997;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.1530999;90.70536641;interpolate
Z2121;0.02;Slab Culvert;LRPSa;PURALIA BAZAR SLAB;0.6;C;106689;Puradia-Belabo Road;0.02;7.3;1996;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.15846071;90.80733211;interpolate
Z2121;0.113;Slab Culvert;LRPSb;PURAKIA BAZAR (2) SLAB;0.6;C;106692;Puradia-Belabo Road;0.113;7;1998;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.15814872;90.80797247;interpolate
Z2122;6.706;Slab Culvert;LRP006c;MIRJAPUR MADRASHA;1;C;106681;Nayakandi (Sripur)-Chalakchar (Monohardi)-Shakerbazar Road;6.706;7.1;1998;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.18599679;90.73625304;interpolate
Z2123;3.485;Box Culvert;LRP003a;.;5.2;C;115082;Monohardi (Kachikata)-Urulia-Bajitpur (Barachapa) Road;3.485;3.7;1995;1;Dhaka;Dhaka;Narsingdi;Shibpur;24.18513363;90.75639461;interpolate
Z2403;8.45;Baily with Steel Deck;LRP008a;ROTNA BRIDGE;121.6;C;104097;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;8.45;3.41;1995;4;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.45148124;91.37082363;interpolate
Z2403;8.45;Baily with Steel Deck;LRP008a;Rotna Bridge;121.6;C;121038;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;8.45;;;;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.45148124;91.37082363;interpolate
Z2403;11.523;Truss with Steel Deck;LRP011b;SHUTKI TRUSS WITH STEEL DECK;130.6;C;104110;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;11.523;4.1;1995;4;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.47638354;91.37178235;interpolate
Z2403;12.04;Truss with Steel Deck;LRP012a;OLIARVANGA BRIDGE;42.65;C;104099;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;12.04;3.55;1995;1;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.4813234;91.37134324;interpolate
Z2403;13.986;Baily with Steel Deck;LRP014a;NAGER KHAL BRIDGE;21.3;C;104104;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;13.986;3.65;1992;1;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.49840373;91.3717041;interpolate
Z2403;14.93;Box Culvert;LRP014c;BARA GAON;3.05;C;104106;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;14.93;4.08;1995;1;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.50682096;91.37168084;interpolate
Z2403;15.62;Box Culvert;LRP015a;DALI MAHALA BOX CULVERT;6.3;C;104092;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;15.62;4;1978;2;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.51297286;91.37115671;interpolate
Z2403;16.121;Baily with Steel Deck;LRP016a;DESHMOR BAILEY WITH STEEL DECK;21.4;C;104096;Habiganj-Baniyachang-Ajmiriganj-Sullah Road;16.121;3.62;1992;1;Sylhet;Moulavi Bazar;Habiganj;Habigonj;24.51740459;91.37017501;interpolate
